Entity Group,Word,Score,Generic Name,Use Case
sign_symptom,flatulence,0.9975436,aloe + black pepper + henbane,constipation flatulence anorexia colic obesity
disease_disorder,obesity,0.99842024,aloe + black pepper + henbane,constipation flatulence anorexia colic obesity
disease_disorder,bacterial ear,0.9594593,chloramphenicol + lidocaine hydrochloride,acute bacterial ear infections
disease_disorder,infections,0.74860466,chloramphenicol + lidocaine hydrochloride,acute bacterial ear infections
disease_disorder,infections,0.9996178,chloramphenicol (ophthalmic),ocular infections involving the conjunctiva and/or cornea
sign_symptom,itching,0.93062913,cetirizine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis
disease_disorder,conjunctivitis,0.9952362,cetirizine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis
disease_disorder,lung cancer,0.890772,ceritinib,adult patients with metastatic non-small cell lung cancer
disease_disorder,cephalexin,0.84568995,cephalexin,infections when caused by susceptible organisms
disease_disorder,infections,0.9997124,cephalexin,infections when caused by susceptible organisms
disease_disorder,cephradine,0.976315,cephradine,infections caused by sensitive gram-positive and gram-negative bacteria
disease_disorder,infections,0.9985843,cephradine,infections caused by sensitive gram-positive and gram-negative bacteria
sign_symptom,high blood pressure,0.99960464,celiprolol hydrochloride,it is used to treat high blood pressure
sign_symptom,symptoms,0.7991868,celecoxib,for the relief of the signs and symptoms of osteoarthritis
disease_disorder,osteoarthritis,0.923825,celecoxib,for the relief of the signs and symptoms of osteoarthritis
disease_disorder,infections,0.94951594,cefuroxime axetil,it is indicated for the treatment of infections caused by sensitive bacteria
disease_disorder,infections,0.99896216,ceftriaxone sodium,lower respiratory tract infections
sign_symptom,infections,0.9054223,ceftibuten dihydrate,mild-to-moderate infections
disease_disorder,infections,0.99295527,ceftazidime pentahydrate,infections caused by susceptible strains of the designated organisms
disease_disorder,spermatorrhoea,0.88378155,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
disease_disorder,oligospermia,0.996477,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
sign_symptom,sexual debility,0.8050367,acacia + dates + asparagus + edible pine,sexual debility
sign_symptom,bleeding piles,0.9982246,abhayarista,haemorrhoid bleeding piles
disease_disorder,prostate cancer,0.9895662,abiraterone acetate,metastatic castration-resistant prostate cancer
disease_disorder,onychomycosis,0.96325225,ciclopirox olamine (nail lacquer),mild to moderate onychomycosis
disease_disorder,infections,0.99837273,ciclopirox olamine (cream),mild to moderate inflammatory fungal infections
disease_disorder,cholera,0.9953426,cholera saline,in cholera
sign_symptom,edema,0.84850895,chlorthalidone,edema associated with congestive heart failure
disease_disorder,heart failure,0.9995824,chlorthalidone,edema associated with congestive heart failure
sign_symptom,mania,0.93062454,chlorpromazine hydrochloride,mania and hypomania
disease_disorder,malaria,0.9998361,chloroquine phosphate,treatment of malaria prophylaxis and suppression of malaria
disease_disorder,malaria,0.99976903,chloroquine phosphate,treatment of malaria prophylaxis and suppression of malaria
disease_disorder,infections,0.99736375,chlorhexidine hydrochloride + nystatin,it is used to treat skin infections
sign_symptom,wounds,0.9960318,chlorhexidine gluconate + cetrimide,for cleansing and irrigating the skin and dirty wounds
disease_disorder,infection,0.7809481,chlorhexidine gluconate [7.1%],omphalitis (infection of the umbilical cord) in newborn
disease_disorder,mentally or,0.3495225,chlorhexidine gluconate [0.2%],"following oral surgery, in mentally or physically handicapped patients"
disease_disorder,handicapped,0.6199876,chlorhexidine gluconate [0.2%],"following oral surgery, in mentally or physically handicapped patients"
disease_disorder,cerebrovascular disease,0.9996302,citicoline sodium,cerebrovascular disease
disease_disorder,obsessive - compu,0.8849325,citalopram hydrobromide,obsessive-compulsive disorder and social phobia
sign_symptom,social phobia,0.99799585,citalopram hydrobromide,obsessive-compulsive disorder and social phobia
disease_disorder,carcinoma,0.9209598,cisplatin,advanced and metastatic ovarian carcinoma
disease_disorder,urina,0.87374747,ciprofloxacin,"respiratory tract infections,urinary tract infections, pelvic inflammatory diseases"
disease_disorder,tract,0.721151,ciprofloxacin,"respiratory tract infections,urinary tract infections, pelvic inflammatory diseases"
disease_disorder,inflammatory diseases,0.99546206,ciprofloxacin,"respiratory tract infections,urinary tract infections, pelvic inflammatory diseases"
disease_disorder,motion sickness,0.91671145,cinnarizine + dimenhydrinate,prophylaxis of motion sickness
sign_symptom,labyrinth,0.8264619,cinnarizine,labyrinthine arteriosclerosis
disease_disorder,arteriosclerosis,0.9914173,cinnarizine,labyrinthine arteriosclerosis
sign_symptom,pain,0.9999528,cinchocaine + hydrocortisone + framycetin + esculin,application to relieve pain and discomfort
sign_symptom,discomfort,0.9999461,cinchocaine + hydrocortisone + framycetin + esculin,application to relieve pain and discomfort
disease_disorder,hyper,0.6202596,cinacalcet,secondary hyperparathyroidism in patients with chronic kidney disease on dialysis
disease_disorder,kidney disease,0.9983629,cinacalcet,secondary hyperparathyroidism in patients with chronic kidney disease on dialysis
disease_disorder,chronic kidney disease,0.99185055,cilnidipine,patients with chronic kidney disease
disease_disorder,dermatitis,0.94698244,ciclopirox olamine (shampoo),seborrheic dermatitis
disease_disorder,peripheral arterial disease,0.9995696,clopidogrel bisulphate,"recent mi, recent stroke, or established peripheral arterial disease"
disease_disorder,peripheral arterial disease,0.99969417,clopidogrel + aspirin,"recent mi, recent stroke, or established peripheral arterial disease"
disease_disorder,cancer,0.9843284,clonidine hydrochloride,"anxiety, cancer pain, generalized anxiety disorder"
disease_disorder,generalized anxiety disorder,0.99850065,clonidine hydrochloride,"anxiety, cancer pain, generalized anxiety disorder"
sign_symptom,obsessions,0.9175967,clomipramine hydrochloride,"depression, obsessions and phobias"
disease_disorder,ovulatory failure,0.94698447,clomiphene citrate,ovulatory failure in female patients who wish to become pregnant
disease_disorder,dermatitis,0.99002314,clobetasol propionate (scalp preparation),psoriasis and seborrheic dermatitis
disease_disorder,inflammation,0.99588877,clioquinol + flumetasone pivalate,external ear inflammation and infections
disease_disorder,infections,0.9955232,clioquinol + flumetasone pivalate,external ear inflammation and infections
sign_symptom,infections,0.99879056,clindamycin (lotion),skin infections
disease_disorder,infections,0.9998072,colistimethate sodium,not indicated for infections due to proteus or neisseria
disease_disorder,vitamin d3 deficiency,0.9988154,colecalciferol [vitamin d3],patients with vitamin d3 deficiency
disease_disorder,colchicine,0.4881363,colchicine,in adults and children 4 years or older
sign_symptom,bleeding,0.9986015,coagulation factor viia [eptacog alfa],bleeding episodes in patients with haemophilia
disease_disorder,haemophilia,0.9994113,coagulation factor viia [eptacog alfa],bleeding episodes in patients with haemophilia
disease_disorder,schizophrenia,0.9974209,clozapine,schizophrenia
sign_symptom,burning,0.64958555,clotrimazole (vaginal tablet),"in vaginal itching, burning and discharge"
disease_disorder,vaginitis,0.9983725,clotrimazole (vaginal suppository),candidal vaginitis
disease_disorder,infections,0.9969043,clotrimazole (ear drop),fungal infections
disease_disorder,cancer,0.9913027,dacomitinib,first-line treatment of patients with metastatic non-small cell lung cancer
disease_disorder,d - chi,0.91502744,d-chiro-inositol,polycystic ovary syndrome
disease_disorder,- inositol polycystic ovary syndrome,0.94961774,d-chiro-inositol,polycystic ovary syndrome
disease_disorder,leukaemic meningitis,0.89812756,cytarabine,leukaemic meningitis
sign_symptom,anemia,0.99440163,cyanocobalamin,pernicious anemia
sign_symptom,irritation,0.99994683,crotamiton,itching and skin irritation
disease_disorder,cancer,0.97192615,crizotinib,patients with- metastatic non-small cell lung cancer
disease_disorder,corona virus,0.84805745,covid vaccine,corona virus
sign_symptom,hair growth,0.9998792,copper peptide + procapil + niacinamide + biotin + l-arginine,substantial hair growth
disease_disorder,prostate cancer,0.9965997,degarelix acetate,adult male patients with advanced hormone-dependent prostate cancer
sign_symptom,hypersensitivity reactions,0.9998315,deflazacort,"anaphylaxis, asthma, severe hypersensitivity reactions"
disease_disorder,intoxication,0.7203401,deferoxamine mesylate,acute iron intoxication
disease_disorder,lymphoblastic leukemia,0.9973739,dasatinib,philadelphia chromosome-positiveacute lymphoblastic leukemia
sign_symptom,premature ejaculation,0.98061514,dapoxetine hydrochloride,indicated for the treatment of premature ejaculation
disease_disorder,diabetesmellitus,0.98870957,dapagliflozin propanediol,withtype 2 diabetesmellitus
disease_disorder,endometriosis,0.99607015,danazol,endometriosis
sign_symptom,trip,0.94560134,dextromethorphan + phenylephrine + triprolidine,upper respiratory allergies
sign_symptom,upper respiratory allergies,0.9489093,dextromethorphan + phenylephrine + triprolidine,upper respiratory allergies
sign_symptom,diaper,0.97437996,dexpanthenol,prevention and treatment of diaper rash in infants
sign_symptom,rash,0.9996723,dexpanthenol,prevention and treatment of diaper rash in infants
sign_symptom,esophagitis,0.9970964,dexlansoprazole,healing of erosive esophagitis
disease_disorder,osteoarthritis,0.98473054,dexibuprofen,osteoarthritis
disease_disorder,inflammation,0.99719775,dexamethasone + chloramphenicol,post-operative inflammation and any other ocular inflammation associated with infection
disease_disorder,inflammation,0.5449796,dexamethasone + chloramphenicol,post-operative inflammation and any other ocular inflammation associated with infection
disease_disorder,infection,0.9998379,dexamethasone + chloramphenicol,post-operative inflammation and any other ocular inflammation associated with infection
disease_disorder,dermatitis,0.9941651,desonide,mild to moderate atopic dermatitis
sign_symptom,weak,0.63513607,desogestrel,alternative for women who have a weak tolerance levels for the estrogen hormones
disease_disorder,diabetes insipidus,0.9827143,desmopressin acetate,primary nocturnal enuresis nocturia and central diabetes insipidus
sign_symptom,inflammation,0.9999441,difluprednate,inflammation and pain associated with ocular surgery
sign_symptom,pain,0.9999629,difluprednate,inflammation and pain associated with ocular surgery
disease_disorder,lympha,0.7439632,diethylcarbamazine citrate,"filariasis, lymphatic filariasis"
disease_disorder,filariasis,0.98859054,diethylcarbamazine citrate,"filariasis, lymphatic filariasis"
disease_disorder,dienogest endometriosis,0.9344998,dienogest,endometriosis
disease_disorder,functional bowel,0.99395275,dicycloverine hydrochloride,functional bowel/irritable bowel syndrome
sign_symptom,miosis,0.99957937,diclofenac sodium (ophthalmic),in- inhibition of miosis during cataract surgery
disease_disorder,infections,0.9997063,diclofenac potassium,"severe painful inflammatory infections of the ear, nose, or throat"
sign_symptom,of electro,0.9853488,dextrose,when there is no significant loss of electrolytes
sign_symptom,symptoms,0.9992994,dextromethorphan hydrobromide + guaifenesin,preparation provides relief from all the symptoms associated with common cold
disease_disorder,common cold,0.8676777,dextromethorphan hydrobromide + guaifenesin,preparation provides relief from all the symptoms associated with common cold
sign_symptom,cough,0.98875767,dextromethorphan hydrobromide,chronic dry cough or unproductive cough
sign_symptom,cough,0.97181624,dextromethorphan hydrobromide,chronic dry cough or unproductive cough
disease_disorder,dementia,0.6492192,donepezil hydrochloride,mild to moderate dementia
disease_disorder,parkinson ' s disease,0.99887764,domperidone maleate,parkinson's disease
sign_symptom,ear wax,0.9955753,docusate sodium (ear drop),indicated as an aid in the removal of ear wax
sign_symptom,stroke,0.9467205,dipyridamole,secondary prophylaxis of stroke or transient ischaemic attack
sign_symptom,ischaemic attack,0.9989091,dipyridamole,secondary prophylaxis of stroke or transient ischaemic attack
disease_disorder,poliomyelitis,0.9792306,"diphtheria, tetanus, pertussis, poliomyelitis vaccine",prevention
disease_disorder,vaccine,0.8613695,"diphtheria, tetanus, pertussis, poliomyelitis vaccine",prevention
sign_symptom,diphtheria,0.96781635,diphtheria + pertussis + tetanus [dpt],immunization
sign_symptom,cough,0.9654469,diphenhydramine + levomenthol,cough
disease_disorder,angina pectoris,0.99977416,diltiazem hydrochloride (sr tablet),prophylaxis and treatment of angina pectoris
disease_disorder,hypertension,0.79301554,diltiazem hydrochloride (fc tablet),alone or in combination in the management of hypertension
disease_disorder,heart failure,0.9932685,digoxin,heart failure
sign_symptom,involvement,0.9989502,eflornithine hydrochloride,limited to these areas of involvement
disease_disorder,hivrna,0.7539451,efavirenz,there are no results from controlled trials evaluating long term suppression of hivrna
sign_symptom,corp,0.58680683,econazole nitrate,"tinea cruris, and tinea corporis"
sign_symptom,rhini,0.93132424,ebastine,seasonal and perennial allergic rhinitis. chronic idiopathic urticaria
disease_disorder,miscarriage,0.63017845,dydrogesterone,treatment of threatened miscarriage treatment of habitual miscarriage
sign_symptom,enlarged,0.9988881,dutasteride,in men with an enlarged prostate
sign_symptom,hypersensitivity reactions,0.9976325,doxylamine succinate,hypersensitivity reactions
disease_disorder,coronary syndrome,0.9143632,eptifibatide,patients with acute coronary syndrome
sign_symptom,hyper,0.99572706,eplerenone,hypertension
sign_symptom,tumor,0.9999567,epirubicin hydrochloride,patients with evidence of axillary node tumor involvement
sign_symptom,involvement,0.9998797,epirubicin hydrochloride,patients with evidence of axillary node tumor involvement
sign_symptom,hydrochloride allergic conditions,0.87948006,epinastine hydrochloride,allergic conditions
disease_disorder,diabetic,0.9981518,epalrestat,diabetic peripheral neuropathy
disease_disorder,peripheral neuropathy,0.9966836,epalrestat,diabetic peripheral neuropathy
disease_disorder,encephalitis,0.98030585,encephalitis vaccine,"adults, adolescents, children and infants aged 2 months and older"
disease_disorder,hypertension,0.9932075,enalapril maleate,all grades of essential hypertension and renovascular hypertension
disease_disorder,type,0.8436236,empagliflozin,adults with type 2 diabetes mellitus
disease_disorder,diabetes mellitus,0.8833801,empagliflozin,adults with type 2 diabetes mellitus
sign_symptom,pain,0.99995446,elagolix,moderate to severe pain associated with endometriosis
disease_disorder,endometriosis,0.99695516,elagolix,moderate to severe pain associated with endometriosis
disease_disorder,ulcers,0.9397753,esomeprazole + amoxicillin + clarithromycin,"active chronic gastric, duodenal and gastric ulcers"
disease_disorder,reflux disease,0.99143744,esomeprazole (mups tablet),gastro-esophageal reflux disease
disease_disorder,ulcer disease,0.9918366,esomeprazole,duodenal ulcer disease
sign_symptom,seizure,0.9998884,eslicarbazepine acetate,partial seizure
disease_disorder,major depressive episodes,0.9993103,escitalopram oxalate,treatment of major depressive episodes
sign_symptom,infections,0.9895794,erythromycin (lotion),bacterial skin infections susceptible to erythromycin.
disease_disorder,infections,0.90993863,erythromycin (oral),clinical infections
disease_disorder,type,0.90987766,ertugliflozin,adults with type 2 diabetes mellitus
disease_disorder,diabetes mellitus,0.9017411,ertugliflozin,adults with type 2 diabetes mellitus
sign_symptom,headache,0.999803,ergotamine tartrate + caffeine,vascular headache
sign_symptom,bleeding,0.9996075,ergometrine maleate,"excessive uterine bleeding,postpartum and post-abortion bleeding"
sign_symptom,symptoms,0.8371907,erdosteine,improves the symptoms associated with short episodes of chronic bronchitis
sign_symptom,absence,0.60598475,ethosuximide,indicated for the control of absence (petit mal)epilepsy
disease_disorder,epilepsy,0.9945588,ethosuximide,indicated for the control of absence (petit mal)epilepsy
disease_disorder,pregnancy,0.97847635,ethinyl estradiol + gestodene,this pill is indicated for the prevention of pregnancy
disease_disorder,prem,0.99948907,ethinyl estradiol + drospirenone + levomefolate,premenstrual dysphoric disorder
disease_disorder,acne vulgaris,0.994032,ethinyl estradiol + drospirenone (24 tablet),moderate acne vulgaris
disease_disorder,rheumatoid arthritis,0.9646461,etanercept,moderately to severely active rheumatoid arthritis
sign_symptom,anemia,0.9987978,ferrous ascorbate,iron deficiency anemia
disease_disorder,hemodialysis,0.9654372,ferric pyrophosphate citrate,adult patients with hemodialysis-dependent chronic kidney disease
disease_disorder,chronic kidney disease,0.9988479,ferric pyrophosphate citrate,adult patients with hemodialysis-dependent chronic kidney disease
disease_disorder,candi,0.99983084,fenticonazole nitrate [vaginal tablet],genital candidiasis
disease_disorder,candi,0.99183077,fenticonazole nitrate [vaginal cream],vulvovaginal candidiasis
sign_symptom,hyper,0.82619345,fenofibrate,hyperlipidemias
disease_disorder,favipiravir,0.7134679,favipiravir,cases in which other influenza antiviral drugs are ineffective or not sufficiently effective
disease_disorder,zollinger - ellison syndrome,0.9151716,famotidine,zollinger-ellison syndrome
sign_symptom,hyper,0.9333776,ezetimibe,homozygous familial hypercholesterolaemia
disease_disorder,breast cancer,0.9994688,everolimus,"advanced hormone receptor-positive, her2-negative breast cancer"
disease_disorder,lung,0.8771928,etoposide,"testicular cancer,small cell lung cancer"
disease_disorder,eczema,0.66364175,fluocinolone acetonide,eczema and dermatitis
disease_disorder,adrenocortical insufficiency,0.96308357,fludrocortisone acetate,primary and secondary adrenocortical insufficiency
disease_disorder,cystitis,0.99632627,flavoxate hydrochloride,cystitis
disease_disorder,zinc deficiency,0.7381009,ferrous sulfate + folic acid + zinc sulfate,zinc deficiency especially during pregnancy and lactation
disease_disorder,iron,0.4947084,ferrous gluconate,iron-deficiency anemia
disease_disorder,deficiency,0.795256,ferrous gluconate,iron-deficiency anemia
sign_symptom,anemia,0.9988347,ferrous gluconate,iron-deficiency anemia
sign_symptom,folic acid deficiency,0.7003988,ferrous fumarate + folic acid,concomitant folic acid deficiency in adults
disease_disorder,iron deficiency,0.99960124,ferrous fumarate,prevent or treat iron deficiency anaemia
sign_symptom,anaemia,0.99931395,ferrous fumarate,prevent or treat iron deficiency anaemia
sign_symptom,systemic activity,0.9835372,fluticasone propionate (nasal spray),nasal mucosa without detectable systemic activity
sign_symptom,restful,0.88895094,flurazepam,acute or chronic medical situations requiring restful sleep
sign_symptom,anxiety depression,0.8889042,flupentixol + melitracen,anxiety depression
sign_symptom,depression,0.9957768,flupentixol,"psychoses,depression with or without anxiety"
sign_symptom,anxiety,0.99971515,flupentixol,"psychoses,depression with or without anxiety"
disease_disorder,conjunctivitis,0.9993447,fluorometholone acetate,acute and chronic non-infectious conjunctivitis
disease_disorder,dermatitis,0.86031866,fluocinolone acetonide + neomycin sulfate,eczema and dermatitis
disease_disorder,infections,0.99819046,fusidic acid (ophthalmic),superficial bacterial infections
sign_symptom,hyper,0.9893729,furosemide + spironolactone,in- essential hypertension
sign_symptom,fluid,0.96145046,furosemide,fluid retention associated with chronic congestive cardiac failure
disease_disorder,cardiac failure,0.999578,furosemide,fluid retention associated with chronic congestive cardiac failure
disease_disorder,infections,0.92157894,fosfomycin trometamol,only for the treatment of uncomplicated urinary tract infections
disease_disorder,persistent asthma,0.5146814,formoterol fumarate,may be clinically indicated in patients who do not have persistent asthma
disease_disorder,infections,0.99947673,gentamicin sulfate (injection),"septicaemia, meningitis, respiratory tract infections"
disease_disorder,bronchitis,0.9717343,gemifloxacin,acute bacterial exacerbation of chronic bronchitis
sign_symptom,hyper,0.999938,gemfibrozil,hyperlipoproteinemia
disease_disorder,infections,0.99923205,gatifloxacin (oral),infections
disease_disorder,conjunctivitis,0.9961766,gatifloxacin (ophthalmic),bacterial conjunctivitis
sign_symptom,seizure,0.99994075,gabapentin,partial seizure and secondary generalized seizure
sign_symptom,seizure,0.9999342,gabapentin,partial seizure and secondary generalized seizure
disease_disorder,dermatitis,0.99913,fusidic acid + hydrocortisone,seborrhoeic dermatitis
disease_disorder,eczema,0.7971875,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
disease_disorder,infections,0.9998548,fusidic acid + betamethasone,eczema and dermatitis with secondary infections
sign_symptom,burning,0.99993324,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
sign_symptom,irritation,0.99995565,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate,temporary relief of burning and irritation due to exposure to wind or sun
disease_disorder,osteoarthritis,0.9934291,glucosamine sulfate + diacerein,osteoarthritis rheumatoid arthritis
disease_disorder,rheumatoid arthritis,0.99603134,glucosamine sulfate + diacerein,osteoarthritis rheumatoid arthritis
disease_disorder,of diabetes,0.93436325,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
disease_disorder,2 diabetes mellit,0.8631389,gliclazide,certain form of diabetes (type 2 diabetes mellitus) in adults
disease_disorder,b vaccine,0.77301633,hepatitis b vaccine [rdna],all known subtypes of hepatitis b virus
disease_disorder,hepatitis b virus,0.919915,hepatitis b vaccine [rdna],all known subtypes of hepatitis b virus
sign_symptom,metabolic,0.9520511,hartmann's solution,metabolic acidosis associated with dehydration
disease_disorder,acidosis,0.7240577,hartmann's solution,metabolic acidosis associated with dehydration
sign_symptom,dehydration,0.99344987,hartmann's solution,metabolic acidosis associated with dehydration
sign_symptom,psychomotor agitation,0.99708927,haloperidol,"psychomotor agitation in mania, dementia, acute and chronic schizophrenia"
disease_disorder,schizophrenia,0.9878461,haloperidol,"psychomotor agitation in mania, dementia, acute and chronic schizophrenia"
sign_symptom,plaque,0.99943465,halobetasol propionate + tazarotene,plaque psoriasis in adults
sign_symptom,psoriasis,0.9997876,halobetasol propionate + tazarotene,plaque psoriasis in adults
disease_disorder,infections,0.7223229,griseofulvin [microsize],not justified in minor or trivial infections
sign_symptom,nausea,0.9999591,granisetron,the prevention and treatment of post operative nausea and vomiting
sign_symptom,vomiting,0.9999558,granisetron,the prevention and treatment of post operative nausea and vomiting
sign_symptom,infections,0.8783803,gramacidin + neomycin + polymixin b,superficial infections of the external eye
disease_disorder,rheumatoid arthritis,0.99527234,golimumab,moderately to severely active rheumatoid arthritis
disease_disorder,obstructive,0.7372532,glycopyrronium bromide + formoterol fumarate,maintenance treatment of patients with chronic obstructive pulmonary
disease_disorder,chronic obstructive pulmonary disease,0.99758816,glycopyrronium bromide (respirator solution),long-term maintenance treatment for patients with chronic obstructive pulmonary disease
disease_disorder,infection,0.86446977,hydrogen peroxide,"theskinto prevent infection of minor cuts, scrapes, and burns."
sign_symptom,hemor,0.94969195,hydrocortisone acetate + benzyl benzoate + bismuth subgallate + bismuth oxide + balsam peru + zinc oxide,comprehensive symptomatic treatment of internal and external hemorrhoids
disease_disorder,dermatitis,0.99905896,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
disease_disorder,allergic dermatitis,0.9992637,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
disease_disorder,eczema,0.9976546,hydrocortisone acetate,primary irritant dermatitis contact allergic dermatitis eczema
disease_disorder,adrenocortical insufficiency,0.9601973,hydrocortisone,primary or secondary adrenocortical insufficiency
sign_symptom,hyper,0.9013345,hydrochlorothiazide,hypertension
disease_disorder,papillomavirus,0.9680951,"human papillomavirus quadrivalent (types 6, 11, 16, and 18)",genital warts
disease_disorder,human papillomavirus,0.93709797,human papillomavirus bivalent (types 16 & 18),oncogenic
disease_disorder,rheumatoid arthritis,0.98759633,ibuprofen,rheumatoid arthritis
disease_disorder,mantle cell lymphoma,0.9747351,ibrutinib,mantle cell lymphoma
sign_symptom,tear fluid,0.7033173,hypromellose + carbomer,substitute tear fluid
disease_disorder,hypromellose,0.7499608,hypromellose,all patients with ocular discomfort
sign_symptom,discomfort,0.99992716,hypromellose,all patients with ocular discomfort
sign_symptom,nausea,0.99995816,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
sign_symptom,vomiting,0.99995077,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
sign_symptom,motion sickness,0.99907815,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
sign_symptom,sickness,0.9946062,hyoscine hydrobromide,prevention and control of nausea and vomiting associated with motion sickness/travel sickness
sign_symptom,pain,0.9999701,hylan g-f 20,pain in osteoarthritis (oa) of the knee
disease_disorder,osteoarth,0.9422977,hylan g-f 20,pain in osteoarthritis (oa) of the knee
disease_disorder,hydro,0.9651145,hydroxyurea,resistantchronic myeloid leukemia
disease_disorder,resistantchron,0.7597818,hydroxyurea,resistantchronic myeloid leukemia
disease_disorder,myeloid,0.896396,hydroxyurea,resistantchronic myeloid leukemia
disease_disorder,leukemia,0.79680866,hydroxyurea,resistantchronic myeloid leukemia
sign_symptom,bleaching,0.8562102,hydroquinone,gradual bleaching
disease_disorder,raynaud ' s disease,0.9984595,inositol nicotinate,"hyperlipidemias, raynaud's disease"
disease_disorder,spondylitis,0.9913984,indomethacin (rectal),"rheumatoid arthritis, ankylosing spondylitis"
disease_disorder,arthritis,0.83720523,indomethacin (oral),rheumatoid arthritis
disease_disorder,hypertension,0.9919845,indapamide + perindopril arginine,essential hypertension
disease_disorder,renal function impairment,0.9995788,indapamide,patients with renal function impairment
sign_symptom,airflow obstruction,0.97785646,indacaterol maleate,airflow obstruction
sign_symptom,airflow obstruction,0.9877944,indacaterol + glycopyrronium,airflow obstruction
disease_disorder,hepatitis,0.5403845,inactivated hepatitis a vaccine,active immunization of adults and children from 12 months of age
sign_symptom,warts,0.99873984,imiquimod,external genital and perianal warts in adults
disease_disorder,schizophrenia,0.9795559,iloperidone,schizophrenia in adults. when deciding among the alternative treatments
disease_disorder,infection,0.95682937,idoxuridine,"skin infection, eyes infection, infection of reproduction organs"
disease_disorder,renal disease,0.9991962,irbesartan,treatment of renal disease in patients with hypertension
sign_symptom,hypertension,0.9478086,irbesartan,treatment of renal disease in patients with hypertension
disease_disorder,hepatitis c,0.9998361,interferon alfa-2a [recombinant],in patients with chronic hepatitis c diagnosed by hcv antibody
disease_disorder,type 1 diabetes,0.9847388,insulin human [rdna] + isophane insulin human,treatment of all patients with type 1 diabetes
disease_disorder,type 1 diabetes,0.9724067,insulin human [long-acting],treatment of all patients with type 1 diabetes
disease_disorder,type 1 diabetes,0.9744683,insulin human [fast-acting],treatment of all patients with type 1 diabetes
disease_disorder,diabetes mellitus,0.9995458,insulin degludec + insulin aspart premixed,diabetes mellitus
disease_disorder,diabetes mellitus,0.9983256,insulin aspart + insulin aspart protamine,diabetes mellitus
disease_disorder,acne vulgaris,0.9790053,isotretinoin (topical),mild to moderate inflammatory and non-inflammatory acne vulgaris
sign_symptom,episode,0.9995615,isosorbide mononitrate,aborting an acute anginal episode
disease_disorder,gastrointestinal disorders,0.9996495,isopropamide + trifluoperazine,wide range of gastrointestinal disorders
disease_disorder,tuberculosis,0.9264158,isoniazid,tuberculosis
sign_symptom,zinc deficiencies,0.8308874,iron polymaltose complex + vitamin b complex + zinc,zinc deficiencies
disease_disorder,deficiency,0.7819798,iron polymaltose complex + folic acid + zinc + vitamin b-complex,"zinc, iron, folic acid, b-vitamins deficiency"
sign_symptom,zinc deficiencies,0.9531114,iron hydroxide polymaltose + folic acid + zinc sulfate monohydrate,zinc deficiencies
sign_symptom,lysine,0.4234201,l-lysine hydrochloride,"infection in cuts, wounds abrasion, surgical incisions and burns"
sign_symptom,hydroch,0.56280035,l-lysine hydrochloride,"infection in cuts, wounds abrasion, surgical incisions and burns"
disease_disorder,infection,0.9954057,l-lysine hydrochloride,"infection in cuts, wounds abrasion, surgical incisions and burns"
disease_disorder,conjunctivitis,0.9971633,ketotifen fumarate (ophthalmic),allergic conjunctivitis
sign_symptom,pain,0.9998425,ketorolac tromethamine,moderate to severe acute post-operative pain
sign_symptom,pain,0.9999573,ketoprofen (topical),mild to moderate local pain
disease_disorder,infections,0.9953418,ketoconazole (tablet),maintenance treatment to prevent recurrence in systemic mycotic infections
disease_disorder,infections,0.9957443,ketoconazole (shampoo),infections
disease_disorder,infections,0.99724424,ketoconazole (cream),dermatophyte infections
sign_symptom,skeletal,0.8853297,ketamine,diagnostic and surgical procedures that do not require skeletal muscle relaxation
disease_disorder,infections,0.97412926,kanamycin,serious infections caused by bacteria
sign_symptom,consti,0.7717043,ispaghula husk + ispaghula seed + tinnevelly senna pods,constipation
sign_symptom,constipation,0.8921036,ispaghula [psyllium] husk,in- constipation
disease_disorder,renal disease,0.75807524,lanthanum carbonate,patients with end-stage renal disease
disease_disorder,ulcer,0.995733,lansoprazole,short term treatment of active duodenal ulcer
disease_disorder,infection,0.9993286,lamivudine + zidovudine,hiv-1 infection
disease_disorder,hepatitis b,0.9662478,lamivudine [for chronic hepatitis b],associated with evidence of hepatitis b viral replication and active liver inflammation
disease_disorder,hepatitis b,0.9429748,lamivudine [for chronic hepatitis b],associated with evidence of hepatitis b viral replication and active liver inflammation
disease_disorder,inflammation,0.91925144,lamivudine [for chronic hepatitis b],associated with evidence of hepatitis b viral replication and active liver inflammation
