generic_name,cases
metronidazole,helicobacter pylori infection
metronidazole,intraabdominal infection
metronidazole,not listed / othe
metronidazole,pelvic inflammatory disease
metronidazole,perioral dermatitis
metronidazole,pseudomembranous colitis
metronidazole,rosacea
metronidazole,skin or soft tissue infection
metronidazole,std prophylaxis
metronidazole,surgical prophylaxis
metronidazole,trichomoniasis
midazolam,icu agitation
midazolam,light anesthesia
midazolam,light sedation
mifepristone,abortion
minoxidil,alopecia
minoxidil,high blood pressure
minoxidil,hypertension
minoxidil,not listed / othe
minoxidil,women (minoxidil)
mirabegron,overactive bladde
mirabegron,urinary incontinence
mirtazapine,anxiety
mirtazapine,depression
mirtazapine,fibromyalgia
mirtazapine,hot flashes
mirtazapine,insomnia
mirtazapine,major depressive disorde
mirtazapine,not listed / othe
mirtazapine,obsessive compulsive disorde
mirtazapine,post traumatic stress disorde
misoprostol,abortion
misoprostol,labor induction
misoprostol,not listed / othe
mupirocin,furunculosis
mupirocin,impetig
mupirocin,impetigo
mupirocin,nasal carriage of staphylococcus aureus
mupirocin,secondary cutaneous bacterial infections
mupirocin,skin and structure infection
mycophenolate mofetil,autoimmune hepatitis
mycophenolate mofetil,multiple sclerosis
mycophenolate mofetil,myasthenia gravis
mycophenolate mofetil,nephrotic syndrome
mycophenolate mofetil,"organ transplant, rejection prophylaxis"
mycophenolate mofetil,psoriatic arthritis
mycophenolate mofetil,rheumatoid arthritis
mycophenolate mofetil,systemic lupus erythematosus
mycophenolate mofetil,uveitis
mycophenolic acid,rejection prophylaxis
mycophenolic acid,tic (mycophenolic acid)
nabumetone,back pain
nabumetone,muscle pain
nabumetone,not listed / othe
nabumetone,osteoarthritis
nabumetone,rheumatoid arthritis
nabumetone,sciatica
nabumetone,zen shoulde
nalbuphine,pain
naltrexone,alcohol dependence
naltrexone,ibromyalgia
naltrexone,opiate dependence
naltrexone,trichotillomania
naproxen sodium,fever
naproxen sodium,gout
nepafenac,postoperative increased intraocular pressure
nepafenac,postoperative ocular inflammation
nevirapine,hiv infection
nifedipine,high blood pressure
nifedipine,hypertension
nifedipine,hypertensive emergency
nifedipine,not listed / othe
nifedipine,premature lab
nifedipine,raynaud's syndrome
nilotinib,chronic myelogenous leukemia
nimodipine,migraine prevention
nimodipine,subarachnoid hemorrhage
niraparib,ovarian cance
nitrofurantoin,bacterial urinary tract infection
nitrofurantoin,bladder infection
nitrofurantoin,prevention of bladder infection
nitrofurantoin,urinary tract infection
nivolumab,hodgkin's lymphoma
nivolumab,melanoma
nivolumab,non-small cell lung cance
nivolumab,renal cell carcinoma
nizatidine,gastroesophageal reflux disease
nizatidine,gerd
nizatidine,stomach ulce
nortriptyline,cyclic vomiting syndrome
nortriptyline,depression
nortriptyline,diabetic peripheral neuropathy
nortriptyline,irritable bowel syndrome
nortriptyline,migraine prevention
nortriptyline,neuralgia
nortriptyline,neurosis
nortriptyline,not listed / othe
nortriptyline,pain
nortriptyline,panic disorde
nortriptyline,postherpetic neuralgia
nortriptyline,primary nocturnal enuresis
nortriptyline,reflex sympathetic dystrophy syndrome
nortriptyline,smoking cessation
nortriptyline,vulvodynia
olanzapine,agitation
olanzapine,asperger syndrome
olanzapine,bipolar disorde
olanzapine,borderline personality disorde
olanzapine,depression
olanzapine,insomnia
olanzapine,major depressive disorde
olanzapine,obsessive compulsive disorde
olanzapine,paranoid disorde
olanzapine,schizoaffective disorde
olanzapine,schizophrenia
olanzapine,tourette's syndrome
omalizumab,"asthma, maintenance"
omalizumab,urticaria
omeprazole,barrett's esophagus
omeprazole,duodenal ulce
omeprazole,erosive esophagitis
omeprazole,gastritis/duodenitis
omeprazole,gastroesophageal reflux disease
omeprazole,gerd
omeprazole,helicobacter pylori infection
omeprazole,indigestion
omeprazole,multiple endocrine adenomas
omeprazole,stomach ulce
omeprazole,zollinger-ellison syndrome
ondansetron,alcohol dependence
ondansetron,gastroenteritis
ondansetron,nausea/vomiting
ondansetron,"nausea/vomiting, chemotherapy induced"
ondansetron,"nausea/vomiting, postoperative"
ondansetron,"nausea/vomiting, radiation induced"
ondansetron,not listed / othe
orlistat,nonalcoholic fatty liver disease
orlistat,not listed / othe
orlistat,obesity
oseltamivir,avian influenza
oseltamivir,influenza
oseltamivir,influenza prophylaxis
oseltamivir,swine flu
ospemifene,dyspareunia
oxaliplatin,adenocarcinoma of pancreas
oxaliplatin,colorectal cance
oxaprozin,gout
oxaprozin,osteoarthritis
oxaprozin,rheumatoid arthritis
oxazepam,alcohol withdrawal
oxazepam,anxiety
oxazepam,insomnia
oxcarbazepine,anxiety
oxcarbazepine,bipolar disorde
oxcarbazepine,borderline personality disorde
oxcarbazepine,cyclothymic disorde
oxcarbazepine,neuropathic pain
oxcarbazepine,not listed / othe
oxcarbazepine,seizures
oxcarbazepine,trigeminal neuralgia
oxytocin,labor induction
paclitaxel,"breast cancer, metastatic"
paclitaxel,ovarian cance
palbociclib,"breast cancer, metastatic"
paliperidone,autism
paliperidone,bipolar disorde
paliperidone,depression
paliperidone,infantile autism
paliperidone,schizoaffective disorde
paliperidone,schizophrenia
palonosetron,"nausea/vomiting, postoperative"
pancreatin,chronic pancreatitis
pembrolizumab,colorectal cance
pembrolizumab,head and neck cance
pembrolizumab,melanoma
pembrolizumab,"melanoma, metastatic"
pembrolizumab,non-small cell lung cance
pemetrexed,non-small cell lung cance
pentosan polysulfate sodium,bladder infection
pentosan polysulfate sodium,interstitial cystitis
pentoxifylline,intermittent claudication
perampanel,epilepsy
perampanel,seizures
permethrin,head lice
permethrin,scabies
phenobarbital,hyperbilirubinemia
phenobarbital,insomnia
phenobarbital,sedation
phenobarbital,seizures
pimecrolimus,atopic dermatitis
pimecrolimus,eczema
pimecrolimus,perioral dermatitis
pioglitazone,"diabetes, type 2"
pitavastatin calcium,hypercholesterolemia
potassium chloride,hypokalemia
potassium chloride,prevention of hypokalemia
povidone iodine,topical disinfection
pramipexole,fibromyalgia
pramipexole,not listed / othe
pramipexole,parkinson's disease
pramipexole,periodic limb movement disorde
pramipexole,restless legs syndrome
prednisolone,"asthma, acute"
prednisolone,atopic dermatitis
prednisolone,dermatitis
prednisolone,immunosuppression
prednisolone,inflammatory conditions
prednisolone,nephrotic syndrome
prednisolone,postoperative ocular inflammation
pregabalin,dercum's disease
pregabalin,diabetic peripheral neuropathy
pregabalin,epilepsy
pregabalin,fibromyalgia
pregabalin,generalized anxiety disorde
pregabalin,ibromyalgia
pregabalin,migraine prevention
pregabalin,neuralgia
pregabalin,neuropathic pain
pregabalin,not listed / othe
pregabalin,pain
pregabalin,peripheral neuropathy
pregabalin,postherpetic neuralgia
pregabalin,reflex sympathetic dystrophy syndrome
pregabalin,restless legs syndrome
propofol,anesthesia
propofol,not listed / othe
pyrimethamine,malaria prevention
racepinephrine,"asthma, acute"
ramelteon,insomnia
ramipril,cardiovascular risk reduction
ramipril,diabetic kidney disease
ramipril,heart attack
ramipril,heart failure
ramipril,high blood pressure
ramipril,hypertension
ramipril,prevention of cerebrovascular accident
ranibizumab,macular degeneration
ranibizumab,macular edema
ranolazine,angina
rasagiline,parkinson's disease
regorafenib,gastrointestinal stromal tum
repaglinide,"diabetes, type 2"
retapamulin,acne
retapamulin,impetig
retapamulin,impetigo
ribavirin,hepatitis c
riboflavin,headache
riboflavin,migraine prevention
rifaximin,crohn's disease
rifaximin,diarrhea
rifaximin,hepatic encephalopathy
rifaximin,irritable bowel syndrome
rifaximin,traveler's diarrhea
riluzole,amyotrophic lateral sclerosis
riluzole,obsessive compulsive disorde
rituximab,bullous pemphigoid
rituximab,cal segmental glomerulosclerosis
rituximab,chronic lymphocytic leukemia
rituximab,microscopic polyangiitis
rituximab,non-hodgkin's lymphoma
rituximab,pemphigoid
rituximab,pemphigus
rituximab,rheumatoid arthritis
rituximab,wegener's granulomatosis
rivaroxaban,atrial fibrillation
rivaroxaban,deep vein thrombosis
rivaroxaban,"deep vein thrombosis, prophylaxis"
rivaroxaban,"deep vein thrombosis, recurrent event"
rivaroxaban,prevention of thromboembolism in atrial fibrillation
rivaroxaban,pulmonary embolism
rivaroxaban,"pulmonary embolism, recurrent event"
roflumilast,copd
roflumilast,"copd, maintenance"
ropinirole,parkinson's disease
ropinirole,periodic limb movement disorde
ropinirole,restless legs syndrome
rosuvastatin,atherosclerosis
rosuvastatin,high cholesterol
rosuvastatin,"high cholesterol, familial heterozygous"
rosuvastatin,"high cholesterol, familial homozygous"
rosuvastatin,hypercholesterolemia
rosuvastatin,prevention of cardiovascular disease
rosuvastatin,prevention of cerebrovascular accident
ruxolitinib,myelofibrosis
ruxolitinib,polycythemia vera
salicylic acid,acne
salicylic acid,dermatological disorders
salicylic acid,warts
salsalate,osteoarthritis
salsalate,rheumatoid arthritis
saxagliptin,"diabetes, type 2"
secukinumab,ankylosing spondylitis
secukinumab,plaque psoriasis
secukinumab,psoriatic arthritis
selexipag,pulmonary hypertension
silodosin,benign prostatic hyperplasia
silver sulfadiazine,"burns, external"
silver sulfadiazine,not listed / othe
simethicone,flatulence
simethicone,gas
simethicone,unctional gastric disorde
simvastatin,cardiovascular risk reduction
simvastatin,high cholesterol
simvastatin,"high cholesterol, familial heterozygous"
simvastatin,hypercholesterolemia
simvastatin,"hyperlipoproteinemia type iia, elevated ldl"
simvastatin,prevention of cerebrovascular accident
sitagliptin,"diabetes, type 2"
sodium bicarbonate,asystole
sodium hypochlorite,topical disinfection
sodium polystyrene sulfonate,hyperkalemia
sofosbuvir,hepatitis c
somatropin,adult human growth hormone deficiency
somatropin,aids related wasting
somatropin,hypopituitarism
somatropin,pediatric growth hormone deficiency
somatropin,short stature
somatropin,turner's syndrome
spironolactone,acne
spironolactone,alopecia
spironolactone,edema
spironolactone,gender dysphoria
spironolactone,heart failure
spironolactone,high blood pressure
spironolactone,hirsutism
spironolactone,hypertension
spironolactone,hypokalemia
spironolactone,primary hyperaldosteronism
spironolactone,primary hyperaldosteronism diagnosis
streptokinase,heart attack
streptomycin,bacterial urinary tract infection
sucralfate,duodenal ulce
sucralfate,gastroesophageal reflux disease
sucralfate,gerd
sucralfate,not listed / othe
sucralfate,stomach ulce
sucralfate,stress ulcer prophylaxis
sulfacetamide sodium,bacterial conjunctivitis
sulfacetamide sodium,conjunctivitis
sulfacetamide sodium,seborrheic dermatitis
sulfasalazine,crohn's disease
sulfasalazine,"crohn's disease, acute"
sulfasalazine,inflammatory bowel disease
sulfasalazine,juvenile rheumatoid arthritis
sulfasalazine,psoriatic arthritis
sulfasalazine,rheumatoid arthritis
sulfasalazine,ulcerative colitis
sulfinpyrazone,gouty arthritis
sulindac,ankylosing spondylitis
sulindac,"gout, acute"
sulindac,juvenile rheumatoid arthritis
sulindac,osteoarthritis
sulindac,pain
sulindac,rheumatoid arthritis
sumatriptan,cluster headaches
sumatriptan,cyclic vomiting syndrome
sumatriptan,migraine
sumatriptan,new daily persistent headache
sumatriptan,not listed / othe
sunitinib,renal cell carcinoma
suvorexant,insomnia
tadalafil,benign prostatic hyperplasia
tadalafil,erectile dysfunction
tadalafil,not listed / othe
tadalafil,pulmonary hypertension
tafluprost,"glaucoma, open angle"
tafluprost,glaucoma/intraocular hypertension
tafluprost,intraocular hypertension
tazarotene,acial wrinkles
tazarotene,acne
tazarotene,psoriasis
tegaserod,"constipation, chronic"
tegaserod,irritable bowel syndrome
telmisartan,high blood pressure
telmisartan,hypertension
telmisartan,prevention of cardiovascular disease
telmisartan,prevention of cerebrovascular accident
temazepam,insomnia
temazepam,not listed / othe
temozolomide,anaplastic astrocytoma
temozolomide,anaplastic oligodendroglioma
temozolomide,glioblastoma multi
temozolomide,me
temozolomide,"melanoma, metastatic"
terconazole,vaginal yeast infection
terconazole,vulvovaginal candidiasis
teriparatide,hypoparathyroidism
teriparatide,not listed / othe
teriparatide,osteoporosis
theophylline,"asthma, acute"
theophylline,"asthma, maintenance"
thioridazine,schizophrenia
ticagrelor,acute coronary syndrome
ticagrelor,prevention of atherothrombotic events
tigecycline,diverticulitis of gastrointestinal tract
timolol maleate,hypertension
tinidazole,bacterial vaginitis
tinidazole,giardiasis
tinidazole,trichomoniasis
tioconazole,vaginal yeast infection
tioconazole,vulvovaginal candidiasis
tocilizumab,juvenile idiopathic arthritis
tocilizumab,rheumatoid arthritis
tofacitinib,rheumatoid arthritis
tolnaftate,tinea cruris
tolnaftate,tinea versicol
topiramate,bipolar disorde
topiramate,borderline personality disorde
topiramate,bulimia
topiramate,diabetic peripheral neuropathy
topiramate,ibromyalgia
topiramate,migraine prevention
topiramate,not listed / othe
topiramate,obesity
topiramate,seizure prevention
topiramate,seizures
topiramate,smoking cessation
topiramate,tourette's syndrome
topiramate,trigeminal neuralgia
topiramate,vulvodynia
torsemide,edema
torsemide,high blood pressure
torsemide,hypertension
tranexamic acid,actor ix deficiency
tranexamic acid,bleeding disorde
tranexamic acid,melasma
tranexamic acid,menorrhagia
tranexamic acid,menstrual disorders
trastuzumab,breast cance
trastuzumab,"breast cancer, adjuvant"
trastuzumab,"breast cancer, metastatic"
trastuzumab,salivary gland cance
travoprost,"glaucoma, open angle"
trifluoperazine,anxiety
trifluoperazine,schizophrenia
tropicamide,pupillary dilation
valacyclovir,chickenpox
valacyclovir,cmv prophylaxis
valacyclovir,cold sores
valacyclovir,genital herpes simplex
valacyclovir,"herpes simplex, mucocutaneous/immunocompetent host"
valacyclovir,"herpes simplex, mucocutaneous/immunocompromised host"
valacyclovir,"herpes simplex, suppression"
valacyclovir,herpes zoste
valacyclovir,herpes zoster
valacyclovir,multiple sclerosis
valacyclovir,ramsay hunt syndrome
valacyclovir,varicella-zoste
valganciclovir,cmv prophylaxis
valsartan,high blood pressure
valsartan,hypertension
valsartan,left ventricular dysfunction
vardenafil,erectile dysfunction
zafirlukast,"asthma, maintenance"
zaleplon,insomnia
zaleplon,not listed / othe
zinc oxide,dermatologic lesion
zinc oxide,diaper rash
zinc oxide,hemorrhoids
ziprasidone,autism
ziprasidone,bipolar disorde
ziprasidone,body dysmorphic disorde
ziprasidone,not listed / othe
ziprasidone,obsessive compulsive disorde
ziprasidone,paranoid disorde
ziprasidone,schizoaffective disorde
ziprasidone,schizophrenia
ziprasidone,tourette's syndrome
zolmitriptan,cluster headaches
zolmitriptan,migraine
zolmitriptan,not listed / othe
zonisamide,benign essential trem
zonisamide,migraine prevention
zonisamide,seizures
aceclofenac,"osteoarthritis, rheumatoid arthritis"
curcuminoids [curcuma longa],rheumatoid arthritis
"fishar [snake root, potassium, magnesium]",hypertension
amlodipine besilate,essential hypertension
jogaraj guggulu,rheumatoid arthritis
artemether,malaria
avanafil,erectile dysfunction
atenolol + chlorthalidone,hypertension
prasarani sandhan,rheumatoid arthritis
beclometasone dipropionate + formoterol fumarate,asthma
azithromycin dihydrate (ophthalmic),bacterial conjunctivitis
yohimbine hydrochloride,erectile dysfunction
valerian root,insomnia
bisacodyl,constipation
betamethasone + clotrimazole + gentamicin,corticosteroid
brinzolamide + timolol,monotherapy
bisoprolol fumarate + hydrochlorothiazide,hypertension
nux-vomica + black pepper + long pepper,rheumatoid arthritis
habb-e-nishat,erectile dysfunction
candesartan cilexetil + hydrochlorothiazide,hypertension
canagliflozin hemihydrate,adults with type 2 diabetes mellitus
cefpodoxime proxetil + clavulanic acid,infections
cefotaxime,infections
cefazolin sodium,infections
carboxymethylcellulose sodium + glycerin,sterile eye drops
adapalene,acne vulgaris
cetirizine hydrochloride,asthma
ciclesonide (inhalation aerosol),asthma
chlorhexidine gluconate + isopropyl alcohol,pre-operative surgical hand disinfection
clobetasone butyrate,eczema and dermatitis
clindamycin + tretinoin,acne vulgaris
dexamethasone + tobramycin,corticosteroid
desoximetasone,corticosteroid
dulaglutide,adults with type 2 diabetes mellitus
doxycycline hydrochloride,infections
eplerenone,hypertension
empagliflozin,adults with type 2 diabetes mellitus
ertugliflozin,adults with type 2 diabetes mellitus
ethyl alcohol + hydrogen peroxide + glycerol,pre-operative surgical hand disinfection
etanercept,rheumatoid arthritis
fluocinolone acetonide,eczema and dermatitis
fluocinolone acetonide + neomycin sulfate,eczema and dermatitis
formoterol fumarate + glycopyrrolate + budesonide,asthma
follicle stimulating hormone [urofollitropin],hcg
gatifloxacin + dexamethasone,sterile eye drops
gatifloxacin (oral),infections
gatifloxacin (ophthalmic),bacterial conjunctivitis
glucose 19% + vamin 18 novum + intralipid 20%,parenteral nutrition
glucose 11% + vamin 18 novum + intralipid 20%,parenteral nutrition
golimumab,rheumatoid arthritis
hydrochlorothiazide,hypertension
human milk based amino acid,parenteral nutrition
human menopausal gonadotrophin,hcg
homatropine hydrobromide,sterile eye drops
ibuprofen,rheumatoid arthritis
indomethacin (oral),rheumatoid arthritis
indapamide + perindopril arginine,essential hypertension
ipratropium bromide (inhaler),asthma
insulin human [rdna] + isophane insulin human,treatment of all patients with type 1 diabetes
insulin human [long-acting],treatment of all patients with type 1 diabetes
insulin human [fast-acting],treatment of all patients with type 1 diabetes
isopropyl alcohol,pre-operative surgical hand disinfection
ketotifen fumarate (ophthalmic),allergic conjunctivitis
ketoconazole (shampoo),infections
ispaghula husk + ispaghula seed + tinnevelly senna pods,constipation
labetalol hydrochloride (injection),hypertension
levofloxacin (ophthalmic),bacterial conjunctivitis
losartan potassium + hydrochlorothiazide,hypertension
lornoxicam,rheumatoid arthritis
lorlatinib,monotherapy
menaquinone-7,rheumatoid arthritis
meloxicam,"osteoarthritis, rheumatoid arthritis"
methyldopa,hypertension
moxifloxacin hydrochloride + xanthan gum,bacterial conjunctivitis
moxifloxacin hydrochloride (ophthalmic),bacterial conjunctivitis
nebivolol + hydrochlorothiazide,essential hypertension
naphazoline + pheniramine,allergic conjunctivitis
pemirolast potassium,allergic conjunctivitis
pioglitazone,monotherapy
polyethylene glycol + propylene glycol,sterile eye drops
primaquine phosphate,malaria
recombinant follicle stimulating hormone (rfsh),hcg
ramipril,hypertension
ramelteon,insomnia
racepinephrine,asthma
salbutamol,asthma
sildenafil citrate,erectile dysfunction
semaglutide (tablet),adults with type 2 diabetes mellitus
salsalate,rheumatoid arthritis
sodium picosulfate,constipation
sulphadoxine + pyrimethamine,malaria
sulindac,rheumatoid arthritis
suvorexant,insomnia
theophylline,asthma
tetracycline hydrochloride (ophthalmic),bacterial conjunctivitis
torasemide,hypertension
tofacitinib,rheumatoid arthritis
tocilizumab,rheumatoid arthritis
trifluridine,sterile eye drops
tretinoin (topical),acne vulgaris
valsartan + hydrochlorothiazide,hypertension
undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate,"osteoarthritis, rheumatoid arthritis"
vildagliptin,monotherapy
vilanterol trifenatate + fluticasone furoate,asthma
vilanterol + umeclidinium + fluticasone furoate,asthma
acyclovir (ophthalmic),simplex keratitis
activated charcoal,activated charcoal poisoning
aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease
acetylcysteine,clinical
acemetacin,joint disorders
aceclofenac,rheumatoid arthritis
"bandish [oak galls, tannic acid]",dysentery
aushokarist [saraca indica],bleeding
aswagandharista,nervous debility
ashokarista,ashok
aravindasav,malnutrition
aravindasav,immune deficiency
antacid [unani],ulcer
aniseed + indian dill + black cardamom + peppermint,digestive disorders
andrographis paniculata,andrographis paniculata
andrographis paniculata,viral fever
andrographis paniculata,cold
andrographis paniculata,sinusitis
andrographis paniculata,infection
andrographis paniculata,viral hepatitis
allopurinol,hyper
alfuzosin hydrochloride,hyperplasia
agomelatine,major depressive disorder
aflibercept,colorectal cancer
adsorbed tetanus vaccine,tetanus infection
adrenaline,allergic reactions
dasamularista,spermatorrhoe
curcuminoids [curcuma longa],arthritis
cranberry [vaccinium macrocarpon],infection
coenzyme q10 [ubidecarenone],mitochondrial disorders
chirata [swertia chirata],worms
chebulic myrobalan + barberry,flatulence
carica papaya leaf extract,papaya
camphor + thymol + menthol + eucalyptus oil,tooth
camphor + thymol + menthol + eucalyptus oil,burns
buzuri,hepatitis
brahmi rasayan,rasayan memory deficiency
brahmi rasayan,impaired
amikacin,septicemia
ambroxol hydrochloride,cough
ambrisentan,pulmonary arterial hypertension
amantadine hydrochloride,parkinsonism
alverine citrate,citrate irritable bowel syndrome
aluminium chloride + melaleuca alternifolia oil + geothermal water,alter
aluminium chloride + melaleuca alternifolia oil + geothermal water,hyper
alteplase,embolism
ginkgo biloba,ginkgo biloba
ginkgo biloba,sexual dysfunction
garlitab,diabetes
garlitab,rheumatoid arthritis
garlitab,infection
garlic oil,hypertension
flaxseed oil [linum usitatissimum],hyper
flaxseed oil [linum usitatissimum],consti
"fishar [snake root, potassium, magnesium]",hyper
fermented soy [lactobacillus delbrueckii],ulcers
evening primrose oil,premenstrual syndrome
evening primrose oil,symptoms
espand,sperm
emblica officinalis + piper longum,officinalis
emblica officinalis + piper longum,tuberculosis
emblica officinalis + piper longum,asthma
emblica officinalis + piper longum,bronchitis
emblic myrobalan + sesame,dandr
emblic myrobalan + chebulic + belleric,indigestion
emblic myrobalan + chebulic + belleric,diabetes
ejaz,cough
echinacea,echinacea
echinacea,infections
amlodipine besilate + valsartan,hypertension
amlodipine besilate + benazepril hydrochloride,hypertension
amlodipine besilate,hypertension
amitriptyline hydrochloride + chlordiazepoxide,depression
amitriptyline hydrochloride + chlordiazepoxide,anxiety
kabid nawshadri,weakness
kabid nawshadri,hepatitis
jogaraj guggulu,rheumatoid arthritis
jirakaddarista,digest
jinsin,anaemia
jinsin,immunodeficiency
jeerakaddarishta carminative,reactive arthritis
jamani arka,dyspepsia
"jadwar [denudatum, saffron, henbane]",cold
"jadwar [denudatum, saffron, henbane]",cough
hingastak churna,peptic
hingastak churna,ulcer disease
herbal multivitamin,anaemia
herbal gastric preparation,hyperacidity
herbal cough syrup [vasakarista],cough
herbal cough syrup [vasakarista],smokers
herbal cough syrup [vasakarista],cough
herbal cough syrup [vasakarista],hoarseness
artemether + lumefantrine,malaria
artemether + lumefantrine,infections
artemether,malaria
aripiprazole,schizophrenia
aripiprazole,schizoaffective disorder
aprepitant,nausea
aprepitant,vomiting
apremilast,apremi
apremilast,plaque
apixaban,atrial fibrillation
antihemophilic factor [factor viii],anti
nabayas louha herbal haematinic,anemia
monjistha [rubia cordifolia],oligomenorrhea
menthol + camphor + methyl salicylate + oleoresin capsicum,pain
menthol + camphor + methyl salicylate + oleoresin capsicum,strains
marwareedi,general de
marwareedi,nervous debility
marham kharish,in - scabies
marham kharish,pustular piles
malus sylvestris,malus sylvestris
mahadrakkharist [grape extract],pulmonary tuberculosis
lutein + zeaxanthin,cataracts
lutein + zeaxanthin,retinitis pigmentosa
liquorice + cascara sagrada + belladona,spermatorrhoea
liquorice + cascara sagrada + belladona,micturations
liquorice + cascara sagrada + belladona,emission
liquorice + cascara sagrada + belladona,enuresis
azelaic acid,acne vulgaris
avanafil,erectile dysfunction
atropine sulfate,bowel syndrome
atomoxetine hydrochloride,attention deficit hyperactivity disorder
atenolol + chlorthalidone,hyper
atenolol,angina pectoris
pumpkin [cucurbita pepo],hyperplasia
psyllium [ispaghula husk] + senna extract,hemorrhoids
probiotic combination [4 billion],diarrhea
probiotic combination [2.3 billion],infection
peppermint oil,irritable
peppermint oil,bowel syndrome
penitab,loss
penitab,memory
penitab,dementia
pechish,pechish
patrangasav,pain
beclomethasone dipropionate + chloramphenicol + clotrimazole + lidocaine,pain
baloxavir marboxil,influenza
baclofen,spasticity
bacillus clausii spores,diarrhoea
aztreonam,aztreonam
aztreonam,infections
azithromycin dihydrate (ophthalmic),conjunctivitis
st. johns wort,depression
st. johns wort,affective disorder
silymarin [milk thistle],liver disease
sharbat amla,vitamin
sharbat amla,deficiency diseases
saw palmetto (500 mg),urination problems
saw palmetto (500 mg),hyper
saribadyarista,saribadyarista
saribadyarista,skin diseases
sanoon babla,gingivitis
sanoon babla,toothache
sanjivani rasayan,stress
salep + coconut + poppy seeds + almond,general debility
salep + coconut + poppy seeds + almond,nervous debility
"salajeet [mineral pitch, red sage]",poly
"salajeet [mineral pitch, red sage]",leucorrhoea
saffron + sand lizard + nutmeg fruit,sexual debility
saffron + sand lizard + nutmeg fruit,loss
saffron + sand lizard + nutmeg fruit,premature ejaculation
saffron + sand lizard + nutmeg fruit,fatigue
betamethasone,asthma
betamethasone,allergic reactions
betamethasone,rheumatoid arthritis
betahistine mesylate,vertigo
besifloxacin,infections
bepotastine besilate,besil
bepotastine besilate,allergic
bepotastine besilate,conjunctivitis
benzyl penicillin,pneumonia
benzyl benzoate,scabies
benzocaine + camphor + methanol + phenol,sore
benzocaine + camphor + methanol + phenol,toothache
benzocaine + camphor + methanol + phenol,canker sores
-sitosterol,cracked
yohimbine hydrochloride,hydrochloride erectile dysfunction
white damar + acacia + bole rubra,ulcer
white damar + acacia + bole rubra,ulcer
valerian root,insomnia
tart cherry,hyperurice
"suzark [chir pine, chickpea, pearl]",infection
suranjan,rheumatoid
suranjan,arthritis
benzocaine,pain
benzocaine,injury
benzocaine,irritation
benzathine penicillin,infections
bisacodyl,constipation
bimatoprost,ocular hypertension
bilastine,rhino - conjunctivitis
bicarbonate component [hco3 hemodialysis solution],renal failure
bevacizumab,color
betamethasone dipropionate,corticosteroid - responsive dermatoses
betamethasone + neomycin sulphate (e/e),otitis externa
betamethasone + gentamicin,infections
betamethasone + clotrimazole,infections
bempedoic acid,hypercholesterolemia
rhubarb + ginger,burn
rhubarb + ginger,pain
rhubarb + ginger,nausea
rehmin,leucorrhoea
rehmin,weakness
bromhexine hydrochloride,cough
bromelain + trypsin,edema
bromelain + trypsin,trauma
bromelain + trypsin,surgery
bromazepam,emotional disturbances
brimonidine tartrate + timolol maleate,glaucoma
brimonidine tartrate + timolol maleate,hypertension
brimonidine tartrate,hyper
brigatinib,lymphoma kinase
bortezomib,multiple
bleomycin sulfate,squamous cell carcinoma
bisoprolol hemifumarate,hypertensive crises
bisoprolol fumarate + hydrochlorothiazide,hyper
bismuth subsalicylate,upset
bismuth subsalicylate,heartburn
bismuth subsalicylate,nausea
bismuth subsalicylate,diarrhea
nimbadi churna,skin diseases
neem,infections
aspirin,arterial
calcipotriol monohydrate,monohydra
calcipotriol monohydrate,plaque
calcipotriol monohydrate,vulgaris
caffeine citrate,apnea
caffeine citrate,prematurity
cabergoline,due to pituitary adenomas
cabazitaxel,cancer
butamirate citrate,cough
bumetanide,renal disease
bumetanide,neph
budesonide (tablet),colitis
budesonide (nebuliser suspension),asthma
budesonide (nasal spray),nasal polyps
licorice + yellow silk cotton + mastic tree,cotton
licorice + yellow silk cotton + mastic tree,hyper
licorice + yellow silk cotton + mastic tree,ulcer
licorice + yellow silk cotton + mastic tree,ulcer
lavendar [lavendula stoechas],headache
kusta qalyee [calcined stannum],oligospermia
khakshi,fever
khakshi,influenza
ampicillin sodium,infections
calcium lactate gluconate + calcium carbonate + vitamin c,cold
calcium lactate,deficiencies
calcium gluconate,hyper
calcium carbonate + vitamin d3 + multimineral,multi
calcium carbonate + vitamin d3 + multimineral,state
calcium carbonate [elemental source] + vitamin d3,renal failure
calcium carbonate [eggshell source] + vitamin d3,rickets
calcium carbonate [algae source] + vitamin d3,vitamin d3 deficiency
calcium carbonate,hyper
calcium carbonate,renal failure
calcium acetate,hyperphosphatemia
calcium acetate,end stage
calcium acetate,renal disease
herbal cough syrup [glycyrrhiza glabra],cough syrup
herbal cough syrup [glycyrrhiza glabra],cough
herbal cough syrup [adhatoda vasica],cough
herbal cough syrup [adhatoda vasica],cough
habb-e-nishat,erectile dysfunction
guggul + barberry + chebulic myrobalan,haemorrhoid
amino acid keto analogues,chronic
amino acid keto analogues,kidney disease
carbonyl iron + folic acid + zinc sulfate,zinc deficiency
carbocisteine,bronch
carbocisteine,asthma
carbamazepine,- clonic
carbamazepine,seizures
capsaicin,osteoarthritis
capecitabine,colon cancer
candesartan cilexetil + hydrochlorothiazide,hyper
candesartan cilexetil,heart failure
