Entity Group,Word,Score,Generic Name,Use Case
Detailed_description,active,0.75534904,adefovir dipivoxil,adults with evidence of active viral replication
Diagnostic_procedure,viral replication,0.9873755,adefovir dipivoxil,adults with evidence of active viral replication
Medication,adapal,0.8262149,adapalene + benzoyl peroxide,amp
Detailed_description,aloe,0.634557,aloe + black pepper + henbane,constipation flatulence anorexia colic obesity
Detailed_description,henbane,0.7775489,aloe + black pepper + henbane,constipation flatulence anorexia colic obesity
Sign_symptom,flatulence,0.9975436,aloe + black pepper + henbane,constipation flatulence anorexia colic obesity
Disease_disorder,obesity,0.99842024,aloe + black pepper + henbane,constipation flatulence anorexia colic obesity
Medication,lidocaine,0.65519625,chloramphenicol + lidocaine hydrochloride,acute bacterial ear infections
Diagnostic_procedure,hydrochloride,0.80927944,chloramphenicol + lidocaine hydrochloride,acute bacterial ear infections
Detailed_description,acute,0.999762,chloramphenicol + lidocaine hydrochloride,acute bacterial ear infections
Disease_disorder,bacterial ear,0.9594593,chloramphenicol + lidocaine hydrochloride,acute bacterial ear infections
Disease_disorder,infections,0.74860466,chloramphenicol + lidocaine hydrochloride,acute bacterial ear infections
Administration,oral,0.9929427,chloramphenicol (oral),both are suggested by in vitro studies to be effective against a specific pathogen
Detailed_description,vitro,0.81916946,chloramphenicol (oral),both are suggested by in vitro studies to be effective against a specific pathogen
Detailed_description,pathogen,0.3432187,chloramphenicol (oral),both are suggested by in vitro studies to be effective against a specific pathogen
Disease_disorder,infections,0.9996178,chloramphenicol (ophthalmic),ocular infections involving the conjunctiva and/or cornea
Biological_structure,conjunctiva,0.9998747,chloramphenicol (ophthalmic),ocular infections involving the conjunctiva and/or cornea
Biological_structure,cornea,0.99987775,chloramphenicol (ophthalmic),ocular infections involving the conjunctiva and/or cornea
Therapeutic_procedure,assisted reproductive technologies,0.9963279,cetrorelix acetate,assisted reproductive technologies
Medication,cetirizine,0.6796865,cetirizine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis
Diagnostic_procedure,hydrochloride,0.9449116,cetirizine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis
Sign_symptom,itching,0.93062913,cetirizine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis
Detailed_description,allergic,0.96171135,cetirizine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis
Disease_disorder,conjunctivitis,0.9952362,cetirizine hydrochloride (ophthalmic),ocular itching associated with allergic conjunctivitis
Detailed_description,choline,0.99168575,cetalkonium chloride + choline salicylate,orthodontic device
Therapeutic_procedure,salicylate,0.9508282,cetalkonium chloride + choline salicylate,orthodontic device
Therapeutic_procedure,orthodontic device,0.98600024,cetalkonium chloride + choline salicylate,orthodontic device
Detailed_description,adult,0.9404484,ceritinib,adult patients with metastatic non-small cell lung cancer
Detailed_description,metastatic,0.9993616,ceritinib,adult patients with metastatic non-small cell lung cancer
Detailed_description,non - small cell,0.8842219,ceritinib,adult patients with metastatic non-small cell lung cancer
Disease_disorder,lung cancer,0.890772,ceritinib,adult patients with metastatic non-small cell lung cancer
Disease_disorder,cephalexin,0.84568995,cephalexin,infections when caused by susceptible organisms
Disease_disorder,infections,0.9997124,cephalexin,infections when caused by susceptible organisms
Detailed_description,by susceptible organisms,0.99630207,cephalexin,infections when caused by susceptible organisms
Disease_disorder,cephradine,0.976315,cephradine,infections caused by sensitive gram-positive and gram-negative bacteria
Disease_disorder,infections,0.9985843,cephradine,infections caused by sensitive gram-positive and gram-negative bacteria
Detailed_description,sensitive,0.9998049,cephradine,infections caused by sensitive gram-positive and gram-negative bacteria
Detailed_description,gram - positive and gram - negative bacteria,0.955975,cephradine,infections caused by sensitive gram-positive and gram-negative bacteria
Medication,celiprolol hydrochloride,0.9663826,celiprolol hydrochloride,it is used to treat high blood pressure
Sign_symptom,high blood pressure,0.99960464,celiprolol hydrochloride,it is used to treat high blood pressure
Sign_symptom,symptoms,0.7991868,celecoxib,for the relief of the signs and symptoms of osteoarthritis
Disease_disorder,osteoarthritis,0.923825,celecoxib,for the relief of the signs and symptoms of osteoarthritis
Medication,axetil,0.99882156,cefuroxime axetil + clavulanic acid,switch therapy
Medication,clavulanic acid,0.99172467,cefuroxime axetil + clavulanic acid,switch therapy
Therapeutic_procedure,switch,0.7791331,cefuroxime axetil + clavulanic acid,switch therapy
Medication,therapy,0.7980539,cefuroxime axetil + clavulanic acid,switch therapy
Medication,axetil,0.98526263,cefuroxime axetil,it is indicated for the treatment of infections caused by sensitive bacteria
Disease_disorder,infections,0.94951594,cefuroxime axetil,it is indicated for the treatment of infections caused by sensitive bacteria
Detailed_description,by sensitive bacteria,0.8507708,cefuroxime axetil,it is indicated for the treatment of infections caused by sensitive bacteria
Medication,sodium,0.6839922,ceftriaxone sodium,lower respiratory tract infections
Biological_structure,lower respiratory tract,0.8532641,ceftriaxone sodium,lower respiratory tract infections
Disease_disorder,infections,0.99896216,ceftriaxone sodium,lower respiratory tract infections
Severity,mild,0.99903643,ceftibuten dihydrate,mild-to-moderate infections
Severity,moderate,0.9586539,ceftibuten dihydrate,mild-to-moderate infections
Sign_symptom,infections,0.9054223,ceftibuten dihydrate,mild-to-moderate infections
Detailed_description,pentahydrate,0.8503624,ceftazidime pentahydrate,infections caused by susceptible strains of the designated organisms
Disease_disorder,infections,0.99295527,ceftazidime pentahydrate,infections caused by susceptible strains of the designated organisms
Detailed_description,caused by susceptible strains of the designated organisms,0.9578205,ceftazidime pentahydrate,infections caused by susceptible strains of the designated organisms
Medication,avibactam antibacterial agents,0.99047023,ceftazidime + avibactam,antibacterial agents
Detailed_description,almond +,0.4736452,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
Diagnostic_procedure,coconut,0.2497075,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
Detailed_description,edible,0.99564004,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
Diagnostic_procedure,pine,0.74519145,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
Diagnostic_procedure,salep,0.61890787,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
Disease_disorder,spermatorrhoea,0.88378155,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
Disease_disorder,oligospermia,0.996477,almond + coconut + edible pine + salep,spermatorrhoea oligospermia
Medication,acacia,0.53099245,acacia + dates + asparagus + edible pine,sexual debility
Medication,dates,0.7023297,acacia + dates + asparagus + edible pine,sexual debility
Detailed_description,edible,0.9982052,acacia + dates + asparagus + edible pine,sexual debility
Diagnostic_procedure,pine,0.10531752,acacia + dates + asparagus + edible pine,sexual debility
Sign_symptom,sexual debility,0.8050367,acacia + dates + asparagus + edible pine,sexual debility
Sign_symptom,bleeding piles,0.9982246,abhayarista,haemorrhoid bleeding piles
Diagnostic_procedure,herb formula,0.9993658,23 herb formula to increase breast milk,no specific data available
Diagnostic_procedure,breast milk,0.99985707,23 herb formula to increase breast milk,no specific data available
History,acarbos,0.86004996,acarbose,adults with type 2diabetes mellitus
Detailed_description,type 2d,0.8132663,acarbose,adults with type 2diabetes mellitus
History,therapy,0.6756761,acalabrutinib,at least one prior therapy
Medication,abiraterone acetate,0.98891395,abiraterone acetate,metastatic castration-resistant prostate cancer
Detailed_description,metastatic,0.9995611,abiraterone acetate,metastatic castration-resistant prostate cancer
Detailed_description,castration - resistant,0.9996115,abiraterone acetate,metastatic castration-resistant prostate cancer
Disease_disorder,prostate cancer,0.9895662,abiraterone acetate,metastatic castration-resistant prostate cancer
Medication,abemaciclib,0.9545088,abemaciclib,in combination with endocrine therapy
Medication,lamivudine,0.9991083,abacavir + lamivudine + zidovudine,combination with other antiretrovirals
Medication,zidovudine,0.8979954,abacavir + lamivudine + zidovudine,combination with other antiretrovirals
Medication,other antiretrovirals,0.89877033,abacavir + lamivudine + zidovudine,combination with other antiretrovirals
Diagnostic_procedure,ciclop,0.72205,ciclopirox olamine (nail lacquer),mild to moderate onychomycosis
Detailed_description,nail,0.60440135,ciclopirox olamine (nail lacquer),mild to moderate onychomycosis
Severity,mild,0.9998134,ciclopirox olamine (nail lacquer),mild to moderate onychomycosis
Severity,moderate,0.97519374,ciclopirox olamine (nail lacquer),mild to moderate onychomycosis
Disease_disorder,onychomycosis,0.96325225,ciclopirox olamine (nail lacquer),mild to moderate onychomycosis
Medication,ciclopirox ol,0.69615525,ciclopirox olamine (cream),mild to moderate inflammatory fungal infections
Severity,mild,0.9997043,ciclopirox olamine (cream),mild to moderate inflammatory fungal infections
Severity,moderate,0.99583566,ciclopirox olamine (cream),mild to moderate inflammatory fungal infections
Detailed_description,inflammatory,0.9999652,ciclopirox olamine (cream),mild to moderate inflammatory fungal infections
Detailed_description,fungal,0.93414456,ciclopirox olamine (cream),mild to moderate inflammatory fungal infections
Disease_disorder,infections,0.99837273,ciclopirox olamine (cream),mild to moderate inflammatory fungal infections
Therapeutic_procedure,nasal spray,0.9477074,ciclesonide (nasal spray),patients aged 6 years and older
Age,6 years and older,0.9361141,ciclesonide (nasal spray),patients aged 6 years and older
Medication,choriogonadotropin,0.7169552,choriogonadotropin alpha,only if enrolled in anin vitrofertilization program
Detailed_description,cholera saline,0.97300255,cholera saline,in cholera
Disease_disorder,cholera,0.9953426,cholera saline,in cholera
Sign_symptom,edema,0.84850895,chlorthalidone,edema associated with congestive heart failure
Detailed_description,congest,0.979301,chlorthalidone,edema associated with congestive heart failure
Disease_disorder,heart failure,0.9995824,chlorthalidone,edema associated with congestive heart failure
Medication,hydro,0.54798824,chlorpromazine hydrochloride,mania and hypomania
Sign_symptom,mania,0.93062454,chlorpromazine hydrochloride,mania and hypomania
Diagnostic_procedure,maleate,0.8500308,chlorpheniramine maleate,urticaria sensitivity reactions
Diagnostic_procedure,reactions,0.99103206,chlorpheniramine maleate,urticaria sensitivity reactions
Detailed_description,lubrican,0.51468897,chloroxylenol,antiseptic lubricant for vaginal examinations and on forceps
Diagnostic_procedure,examinations,0.8445504,chloroxylenol,antiseptic lubricant for vaginal examinations and on forceps
Diagnostic_procedure,force,0.9676211,chloroxylenol,antiseptic lubricant for vaginal examinations and on forceps
Disease_disorder,malaria,0.9998361,chloroquine phosphate,treatment of malaria prophylaxis and suppression of malaria
Therapeutic_procedure,prophylax,0.66926247,chloroquine phosphate,treatment of malaria prophylaxis and suppression of malaria
Disease_disorder,malaria,0.99976903,chloroquine phosphate,treatment of malaria prophylaxis and suppression of malaria
Biological_structure,skin,0.6251924,chlorhexidine hydrochloride + nystatin,it is used to treat skin infections
Disease_disorder,infections,0.99736375,chlorhexidine hydrochloride + nystatin,it is used to treat skin infections
Medication,cetrimide,0.93147033,chlorhexidine hydrochloride + cetrimide,amp
Therapeutic_procedure,- operative,0.97321045,chlorhexidine gluconate + isopropyl alcohol,pre-operative surgical hand disinfection
Therapeutic_procedure,surgical hand disinfection,0.9970379,chlorhexidine gluconate + isopropyl alcohol,pre-operative surgical hand disinfection
Medication,gluconate,0.8264226,chlorhexidine gluconate + cetrimide,for cleansing and irrigating the skin and dirty wounds
Medication,cetrimide,0.99236494,chlorhexidine gluconate + cetrimide,for cleansing and irrigating the skin and dirty wounds
Therapeutic_procedure,cleansing,0.9985707,chlorhexidine gluconate + cetrimide,for cleansing and irrigating the skin and dirty wounds
Therapeutic_procedure,irri,0.7472855,chlorhexidine gluconate + cetrimide,for cleansing and irrigating the skin and dirty wounds
Biological_structure,skin,0.9998511,chlorhexidine gluconate + cetrimide,for cleansing and irrigating the skin and dirty wounds
Sign_symptom,wounds,0.9960318,chlorhexidine gluconate + cetrimide,for cleansing and irrigating the skin and dirty wounds
Disease_disorder,infection,0.7809481,chlorhexidine gluconate [7.1%],omphalitis (infection of the umbilical cord) in newborn
Biological_structure,newborn,0.8639298,chlorhexidine gluconate [7.1%],omphalitis (infection of the umbilical cord) in newborn
Detailed_description,surgical,0.9989498,chlorhexidine gluconate [4%],surgical hand scrub
Therapeutic_procedure,hand scrub,0.960051,chlorhexidine gluconate [4%],surgical hand scrub
Diagnostic_procedure,anti,0.53654844,chlorhexidine gluconate [1%],antiseptic cream
Administration,oral,0.99934286,chlorhexidine gluconate [0.2%],"following oral surgery, in mentally or physically handicapped patients"
Disease_disorder,mentally or,0.3495225,chlorhexidine gluconate [0.2%],"following oral surgery, in mentally or physically handicapped patients"
History,physically,0.45723265,chlorhexidine gluconate [0.2%],"following oral surgery, in mentally or physically handicapped patients"
Disease_disorder,handicapped,0.6199876,chlorhexidine gluconate [0.2%],"following oral surgery, in mentally or physically handicapped patients"
Subject,patients,0.28553626,chlorhexidine gluconate [0.2%],"following oral surgery, in mentally or physically handicapped patients"
Date,12 years of age and older,0.94169897,clascoterone,12 years of age and older
Diagnostic_procedure,citric acid,0.8921681,citric acid monohydrate,dry cough
Coreference,cough,0.646721,citric acid monohydrate,dry cough
Diagnostic_procedure,citicoline sodium,0.9988038,citicoline sodium,cerebrovascular disease
Disease_disorder,cerebrovascular disease,0.9996302,citicoline sodium,cerebrovascular disease
Medication,hydrobromide,0.99446565,citalopram hydrobromide,obsessive-compulsive disorder and social phobia
Disease_disorder,obsessive - compu,0.8849325,citalopram hydrobromide,obsessive-compulsive disorder and social phobia
Sign_symptom,social phobia,0.99799585,citalopram hydrobromide,obsessive-compulsive disorder and social phobia
Medication,cisplatin,0.53240347,cisplatin,advanced and metastatic ovarian carcinoma
Lab_value,advanced,0.6644893,cisplatin,advanced and metastatic ovarian carcinoma
Detailed_description,meta,0.9989299,cisplatin,advanced and metastatic ovarian carcinoma
Disease_disorder,carcinoma,0.9209598,cisplatin,advanced and metastatic ovarian carcinoma
Medication,steroid,0.99917495,ciprofloxacin + hydrocortisone acetate,steroid responsive inflammatory ocular conditions
Detailed_description,responsive,0.4862019,ciprofloxacin + hydrocortisone acetate,steroid responsive inflammatory ocular conditions
Diagnostic_procedure,inflammatory ocular conditions,0.989668,ciprofloxacin + hydrocortisone acetate,steroid responsive inflammatory ocular conditions
Medication,ciprofloxacin,0.9741845,ciprofloxacin + dexamethasone,anti-infective component
Medication,dexamethasone,0.9978317,ciprofloxacin + dexamethasone,anti-infective component
Therapeutic_procedure,anti,0.57849187,ciprofloxacin + dexamethasone,anti-infective component
Therapeutic_procedure,component,0.6157925,ciprofloxacin + dexamethasone,anti-infective component
Medication,ciprofloxacin,0.9121485,ciprofloxacin (ophthalmic),prophylaxis in otic surgeries such as mastoid surgery
Therapeutic_procedure,prophylaxis,0.9139513,ciprofloxacin (ophthalmic),prophylaxis in otic surgeries such as mastoid surgery
Therapeutic_procedure,mastoid surgery,0.99734443,ciprofloxacin (ophthalmic),prophylaxis in otic surgeries such as mastoid surgery
Medication,ciprofloxacin,0.9523592,ciprofloxacin,"respiratory tract infections,urinary tract infections, pelvic inflammatory diseases"
Disease_disorder,urina,0.87374747,ciprofloxacin,"respiratory tract infections,urinary tract infections, pelvic inflammatory diseases"
Disease_disorder,tract,0.721151,ciprofloxacin,"respiratory tract infections,urinary tract infections, pelvic inflammatory diseases"
Disease_disorder,inflammatory diseases,0.99546206,ciprofloxacin,"respiratory tract infections,urinary tract infections, pelvic inflammatory diseases"
Diagnostic_procedure,hdl cholesterol,0.99951124,ciprofibrate,hypertriglyceridemia with or without low hdl cholesterol
Medication,dimenhydrinate,0.9353755,cinnarizine + dimenhydrinate,prophylaxis of motion sickness
Therapeutic_procedure,prop,0.98066807,cinnarizine + dimenhydrinate,prophylaxis of motion sickness
Disease_disorder,motion sickness,0.91671145,cinnarizine + dimenhydrinate,prophylaxis of motion sickness
Sign_symptom,labyrinth,0.8264619,cinnarizine,labyrinthine arteriosclerosis
Disease_disorder,arteriosclerosis,0.9914173,cinnarizine,labyrinthine arteriosclerosis
Medication,cinchocaine hydrochlor,0.879414,cinchocaine hydrochloride,surface anaesthesia
Therapeutic_procedure,surface ana,0.63232946,cinchocaine hydrochloride,surface anaesthesia
Medication,hydrocortisone,0.906114,cinchocaine + hydrocortisone + neomycin + esculin,application
Detailed_description,esculin application,0.7799089,cinchocaine + hydrocortisone + neomycin + esculin,application
Medication,hydrocortisone,0.9716943,cinchocaine + hydrocortisone + framycetin + esculin,application to relieve pain and discomfort
Medication,framycetin,0.9555349,cinchocaine + hydrocortisone + framycetin + esculin,application to relieve pain and discomfort
Medication,esculin,0.9697055,cinchocaine + hydrocortisone + framycetin + esculin,application to relieve pain and discomfort
Sign_symptom,pain,0.9999528,cinchocaine + hydrocortisone + framycetin + esculin,application to relieve pain and discomfort
Sign_symptom,discomfort,0.9999461,cinchocaine + hydrocortisone + framycetin + esculin,application to relieve pain and discomfort
Detailed_description,secondary,0.99993,cinacalcet,secondary hyperparathyroidism in patients with chronic kidney disease on dialysis
Disease_disorder,hyper,0.6202596,cinacalcet,secondary hyperparathyroidism in patients with chronic kidney disease on dialysis
Detailed_description,chronic,0.9908694,cinacalcet,secondary hyperparathyroidism in patients with chronic kidney disease on dialysis
Disease_disorder,kidney disease,0.9983629,cinacalcet,secondary hyperparathyroidism in patients with chronic kidney disease on dialysis
Therapeutic_procedure,dialysis,0.9995445,cinacalcet,secondary hyperparathyroidism in patients with chronic kidney disease on dialysis
Detailed_description,intermittent claud,0.8397688,cilostazol,intermittent claudication
Disease_disorder,chronic kidney disease,0.99185055,cilnidipine,patients with chronic kidney disease
Medication,ciclopirox olamine,0.7896472,ciclopirox olamine (shampoo),seborrheic dermatitis
Disease_disorder,dermatitis,0.94698244,ciclopirox olamine (shampoo),seborrheic dermatitis
Diagnostic_procedure,clostridium botulinum toxin,0.96052027,clostridium botulinum toxin type a neurotoxin,indicated
Diagnostic_procedure,type,0.5500714,clostridium botulinum toxin type a neurotoxin,indicated
Diagnostic_procedure,neurotoxin,0.96024567,clostridium botulinum toxin type a neurotoxin,indicated
Medication,clopidogrel bisulphate,0.99464667,clopidogrel bisulphate,"recent mi, recent stroke, or established peripheral arterial disease"
Disease_disorder,peripheral arterial disease,0.9995696,clopidogrel bisulphate,"recent mi, recent stroke, or established peripheral arterial disease"
Disease_disorder,peripheral arterial disease,0.99969417,clopidogrel + aspirin,"recent mi, recent stroke, or established peripheral arterial disease"
Medication,clonidine hydrochloride,0.9805869,clonidine hydrochloride,"anxiety, cancer pain, generalized anxiety disorder"
Disease_disorder,cancer,0.9843284,clonidine hydrochloride,"anxiety, cancer pain, generalized anxiety disorder"
Disease_disorder,generalized anxiety disorder,0.99850065,clonidine hydrochloride,"anxiety, cancer pain, generalized anxiety disorder"
Diagnostic_procedure,controlled,0.8060527,clonazepam,has not been systematically studied in controlled clinical trials
Detailed_description,clinical trials,0.7992853,clonazepam,has not been systematically studied in controlled clinical trials
Medication,clomipramine,0.8204638,clomipramine hydrochloride,"depression, obsessions and phobias"
Sign_symptom,obsessions,0.9175967,clomipramine hydrochloride,"depression, obsessions and phobias"
Disease_disorder,ovulatory failure,0.94698447,clomiphene citrate,ovulatory failure in female patients who wish to become pregnant
Sex,female,0.66276205,clomiphene citrate,ovulatory failure in female patients who wish to become pregnant
Clinical_event,pregnant,0.449849,clomiphene citrate,ovulatory failure in female patients who wish to become pregnant
Medication,salicylic acid,0.76909,clobetasol propionate + salicylic acid,this ointment
Therapeutic_procedure,ointment,0.96917343,clobetasol propionate + salicylic acid,this ointment
Medication,this,0.45794868,clobetasol propionate + ofloxacin + ornidazole + terbinafine,this cream
Coreference,cream,0.31099576,clobetasol propionate + ofloxacin + ornidazole + terbinafine,this cream
Medication,sulphate,0.863022,clobetasol propionate + neomycin sulphate + nystatin,less active steroids
Medication,nystatin,0.94554234,clobetasol propionate + neomycin sulphate + nystatin,less active steroids
Lab_value,less active,0.9180805,clobetasol propionate + neomycin sulphate + nystatin,less active steroids
Medication,steroids,0.9989989,clobetasol propionate + neomycin sulphate + nystatin,less active steroids
Administration,topical,0.99687934,clobetasol propionate (topical preparation),"adults, elderly and children"
Subject,elderly,0.6031874,clobetasol propionate (topical preparation),"adults, elderly and children"
Subject,children,0.69204074,clobetasol propionate (topical preparation),"adults, elderly and children"
Detailed_description,scalp,0.97493285,clobetasol propionate (scalp preparation),psoriasis and seborrheic dermatitis
Disease_disorder,dermatitis,0.99002314,clobetasol propionate (scalp preparation),psoriasis and seborrheic dermatitis
Therapeutic_procedure,treatment,0.94302225,clobazam,only in conjunction with adequate concomitant treatment
Biological_structure,external ear,0.9999309,clioquinol + flumetasone pivalate,external ear inflammation and infections
Disease_disorder,inflammation,0.99588877,clioquinol + flumetasone pivalate,external ear inflammation and infections
Disease_disorder,infections,0.9955232,clioquinol + flumetasone pivalate,external ear inflammation and infections
Diagnostic_procedure,tretinoin,0.9919429,clindamycin + tretinoin,acne vulgaris
Diagnostic_procedure,benzoyl peroxide,0.93603724,clindamycin + benzoyl peroxide,acne vulgaris.
Subject,pregnant women,0.70928586,clindamycin (vaginal cream),non pregnant women and pregnant women during the second and third trimester
Subject,pregnant women,0.8548309,clindamycin (vaginal cream),non pregnant women and pregnant women during the second and third trimester
Detailed_description,trimester,0.62584984,clindamycin (vaginal cream),non pregnant women and pregnant women during the second and third trimester
Biological_structure,skin,0.99438643,clindamycin (lotion),skin infections
Sign_symptom,infections,0.99879056,clindamycin (lotion),skin infections
Biological_structure,upper,0.94594127,clindamycin,"upper respiratory infections, lower respiratory infections, skin"
Biological_structure,lower respiratory,0.98353225,clindamycin,"upper respiratory infections, lower respiratory infections, skin"
Biological_structure,skin,0.9995907,clindamycin,"upper respiratory infections, lower respiratory infections, skin"
Detailed_description,conju,0.66315013,conjugated estrogen + bazedoxifene,an estrogen agonist/antagonist
Medication,estrogen +,0.8175275,conjugated estrogen + bazedoxifene,an estrogen agonist/antagonist
Detailed_description,/ antagonist,0.66987514,conjugated estrogen + bazedoxifene,an estrogen agonist/antagonist
Medication,conju,0.7779784,conjugated estrogen (tablet),conjugated estrogens with or without progestins
Medication,tablet,0.4622058,conjugated estrogen (tablet),conjugated estrogens with or without progestins
Medication,conju,0.71352494,conjugated estrogen (tablet),conjugated estrogens with or without progestins
Medication,estrogen,0.9095033,conjugated estrogen (tablet),conjugated estrogens with or without progestins
Medication,progestins,0.9797097,conjugated estrogen (tablet),conjugated estrogens with or without progestins
Medication,estrogen (,0.78506964,conjugated estrogen (cream),moderate-to-severe vasomotor symptoms associated with estrogen deficiency
Medication,cream,0.712266,conjugated estrogen (cream),moderate-to-severe vasomotor symptoms associated with estrogen deficiency
Severity,moderate - to - severe,0.88100815,conjugated estrogen (cream),moderate-to-severe vasomotor symptoms associated with estrogen deficiency
Medication,colistimethate,0.991429,colistimethate sodium,not indicated for infections due to proteus or neisseria
Medication,sodium,0.66142595,colistimethate sodium,not indicated for infections due to proteus or neisseria
Disease_disorder,infections,0.9998072,colistimethate sodium,not indicated for infections due to proteus or neisseria
Medication,cole,0.99975306,colecalciferol [vitamin d3],patients with vitamin d3 deficiency
Disease_disorder,vitamin d3 deficiency,0.9988154,colecalciferol [vitamin d3],patients with vitamin d3 deficiency
Disease_disorder,colchicine,0.4881363,colchicine,in adults and children 4 years or older
Subject,children,0.4682224,colchicine,in adults and children 4 years or older
Age,4 years or older,0.82115525,colchicine,in adults and children 4 years or older
Diagnostic_procedure,liver oil,0.935431,cod liver oil,pregnant women
Subject,pregnant,0.7423034,cod liver oil,pregnant women
Sex,women,0.5143546,cod liver oil,pregnant women
Detailed_description,coal,0.9233028,coal tar solution,natural tars to clear scales
Detailed_description,natural tar,0.9823648,coal tar solution,natural tars to clear scales
Detailed_description,clear scales,0.8037896,coal tar solution,natural tars to clear scales
Diagnostic_procedure,coal tar,0.7436353,coal tar + precipitated sulphur + salicylic acid,ointment
Diagnostic_procedure,sulphur,0.9814508,coal tar + precipitated sulphur + salicylic acid,ointment
Diagnostic_procedure,salicylic acid,0.93243235,coal tar + precipitated sulphur + salicylic acid,ointment
Detailed_description,coal,0.849238,coal tar,psoriasis
Diagnostic_procedure,coagulation factor vii,0.99745196,coagulation factor viia [eptacog alfa],bleeding episodes in patients with haemophilia
Sign_symptom,bleeding,0.9986015,coagulation factor viia [eptacog alfa],bleeding episodes in patients with haemophilia
Disease_disorder,haemophilia,0.9994113,coagulation factor viia [eptacog alfa],bleeding episodes in patients with haemophilia
Disease_disorder,schizophrenia,0.9974209,clozapine,schizophrenia
Medication,cloxacillin,0.9330284,cloxacillin sodium,"infected wounds), (infected burns), (protection for skin grafts"
Therapeutic_procedure,skin grafts,0.99483615,cloxacillin sodium,"infected wounds), (infected burns), (protection for skin grafts"
Medication,clove oil,0.41200617,clove oil,bad breath
Diagnostic_procedure,breath,0.8327274,clove oil,bad breath
Medication,hydrocortisone,0.9114948,clotrimazole + hydrocortisone,all dermatomycoses
Detailed_description,all dermatomy,0.9527531,clotrimazole + hydrocortisone,all dermatomycoses
Sign_symptom,burning,0.64958555,clotrimazole (vaginal tablet),"in vaginal itching, burning and discharge"
Clinical_event,discharge,0.37463292,clotrimazole (vaginal tablet),"in vaginal itching, burning and discharge"
Detailed_description,candi,0.9668173,clotrimazole (vaginal suppository),candidal vaginitis
Disease_disorder,vaginitis,0.9983725,clotrimazole (vaginal suppository),candidal vaginitis
Administration,topical,0.9986897,clotrimazole (topical),yeasts (candida species).
Detailed_description,fungal,0.9975126,clotrimazole (eye ointment),fungal keratitis
Detailed_description,fungal,0.99771947,clotrimazole (ear drop),fungal infections
Disease_disorder,infections,0.9969043,clotrimazole (ear drop),fungal infections
Detailed_description,metastatic,0.9812658,dacomitinib,first-line treatment of patients with metastatic non-small cell lung cancer
Detailed_description,small cell,0.989268,dacomitinib,first-line treatment of patients with metastatic non-small cell lung cancer
Biological_structure,lung,0.9760191,dacomitinib,first-line treatment of patients with metastatic non-small cell lung cancer
Disease_disorder,cancer,0.9913027,dacomitinib,first-line treatment of patients with metastatic non-small cell lung cancer
Medication,daclatasvir,0.8322361,daclatasvir + sofosbuvir,daclatasvir is a direct-acting antiviral agent
Medication,daclatasvir,0.8686533,daclatasvir + sofosbuvir,daclatasvir is a direct-acting antiviral agent
Detailed_description,direct - acting antiviral agent,0.9990034,daclatasvir + sofosbuvir,daclatasvir is a direct-acting antiviral agent
Medication,dacl,0.8444801,daclatasvir,adults
Medication,other,0.5303525,dacarbazine,in combination with other effective agents
Medication,effective agents,0.9648485,dacarbazine,in combination with other effective agents
Medication,dabi,0.9902306,dabigatran etexilate mesylate,patients who have been previously treated
Medication,etex,0.8708745,dabigatran etexilate mesylate,patients who have been previously treated
Disease_disorder,d - chi,0.91502744,d-chiro-inositol,polycystic ovary syndrome
Disease_disorder,- inositol polycystic ovary syndrome,0.94961774,d-chiro-inositol,polycystic ovary syndrome
Medication,cytarabine,0.8509405,cytarabine,leukaemic meningitis
Disease_disorder,leukaemic meningitis,0.89812756,cytarabine,leukaemic meningitis
Medication,cyproterone acetate,0.98939234,cyproterone acetate + ethinyl estradiol,oral antibiotic
Medication,ethinyl estradiol,0.9787436,cyproterone acetate + ethinyl estradiol,oral antibiotic
Administration,oral,0.999476,cyproterone acetate + ethinyl estradiol,oral antibiotic
Medication,antibiotic,0.9453095,cyproterone acetate + ethinyl estradiol,oral antibiotic
Detailed_description,cyclosporine (,0.97538567,cyclosporine (ophthalmic),emulsion
Detailed_description,ophthalmic ) emulsion,0.9197374,cyclosporine (ophthalmic),emulsion
Diagnostic_procedure,cyclosporine transplant,0.91873914,cyclosporine,transplantation
Medication,cyclophosphamide,0.99920464,cyclophosphamide,concurrently or sequentially with otherantineoplasticdrugs
Medication,other,0.9939069,cyclophosphamide,concurrently or sequentially with otherantineoplasticdrugs
Diagnostic_procedure,cyclopentolate hydrochloride diagnostic purposes,0.9986529,cyclopentolate hydrochloride,diagnostic purposes
Medication,cyclobenzaprine hydrochloride,0.995203,cyclobenzaprine hydrochloride,adjunct to rest and physical therapy
Detailed_description,adjunct,0.99367094,cyclobenzaprine hydrochloride,adjunct to rest and physical therapy
