generic_name,cases,rating
insulin detemir,"diabetes, type 1",1.0
insulin detemir,"diabetes, type 2",0.67
insulin glulisine,"diabetes, type 1",0.89
insulin glulisine,"diabetes, type 2",1.0
insulin lispro,"diabetes, type 1",1.0
insulin lispro,"diabetes, type 2",0.62
iohexol,body imaging,0.67
irbesartan,diabetic kidney disease,0.89
irbesartan,high blood pressure,0.45
irbesartan,not listed / othe,0.56
isoniazid,"tuberculosis, active",0.67
isoniazid,"tuberculosis, latent",0.52
isoniazid,"tuberculosis, prophylaxis",0.67
isosorbide mononitrate,angina,0.25
isosorbide mononitrate,angina pectoris prophylaxis,0.57
isosorbide mononitrate,esophageal spasm,1.0
isosorbide mononitrate,heart failure,0.59
isradipine,hypertension,0.47
isradipine,raynaud's syndrome,0.44
itraconazole,"aspergillosis, aspergilloma",1.0
itraconazole,candidemia,0.78
itraconazole,dermatophytosis,0.83
itraconazole,histoplasmosis,0.67
itraconazole,"onychomycosis, fingernail",0.0
itraconazole,"onychomycosis, toenail",0.89
itraconazole,sporotrichosis,0.78
itraconazole,ungal infection prophylaxis,0.44
itraconazole,vaginal yeast infection,0.91
ivabradine,heart failure,1.0
ketamine,anesthesia,0.32
ketamine,pain,0.78
lacosamide,seizures,0.68
lactase,lactose intolerance,0.37
lactulose,"constipation, acute",0.84
lactulose,"constipation, chronic",0.9
lamotrigine,anxiety,0.66
lamotrigine,bipolar disorde,0.81
lamotrigine,borderline personality disorde,0.86
lamotrigine,cyclothymic disorde,0.83
lamotrigine,depression,0.79
lamotrigine,epilepsy,0.74
lamotrigine,migraine prevention,0.78
lamotrigine,not listed / othe,0.5
lamotrigine,post traumatic stress disorde,0.87
lamotrigine,restless legs syndrome,0.0
lamotrigine,schizoaffective disorde,0.89
lamotrigine,seizure prevention,0.66
lansoprazole,aspiration pneumonia,0.44
lansoprazole,barrett's esophagus,1.0
lansoprazole,erosive esophagitis,1.0
lansoprazole,gastritis/duodenitis,1.0
lansoprazole,gastroesophageal reflux disease,0.7
lansoprazole,gerd,0.77
lansoprazole,helicobacter pylori infection,0.78
lansoprazole,stomach ulce,0.64
lanthanum carbonate,hyperphosphatemia of renal failure,0.5
latanoprost,"glaucoma, open angle",0.47
latanoprost,intraocular hypertension,0.83
leflunomide,psoriatic arthritis,0.78
leflunomide,rheumatoid arthritis,0.66
lenalidomide,multiple myeloma,0.52
letrozole,breast cance,0.53
letrozole,"breast cancer, adjuvant",0.53
letrozole,"breast cancer, metastatic",0.69
letrozole,emale infertility,1.0
levetiracetam,bipolar disorde,0.71
levetiracetam,epilepsy,0.57
levetiracetam,neuralgia,0.67
levetiracetam,new daily persistent headache,0.78
levetiracetam,not listed / othe,1.0
levetiracetam,seizures,0.62
levonorgestrel,abnormal uterine bleeding,0.48
levonorgestrel,birth control,0.67
levonorgestrel,emergency contraception,0.83
levonorgestrel,not listed / othe,0.67
lifitegrast,dry eye disease,0.52
linagliptin,"diabetes, type 2",0.37
linezolid,bacterial infection,0.56
linezolid,methicillin-resistant staphylococcus aureus infection,0.88
linezolid,pneumonia,1.0
linezolid,skin and structure infection,0.8
liraglutide,"diabetes, type 1",0.96
liraglutide,"diabetes, type 2",0.75
liraglutide,not listed / othe,0.67
liraglutide,obesity,0.78
liraglutide,weight loss,0.77
lisinopril,coronary artery disease,0.11
lisinopril,diabetic kidney disease,0.58
lisinopril,heart attack,0.39
lisinopril,heart failure,0.94
lisinopril,high blood pressure,0.46
lisinopril,hypertension,0.41
lisinopril,migraine prevention,0.88
lisinopril,not listed / othe,0.62
loratadine,allergic reactions,1.0
loratadine,allergic rhinitis,0.51
loratadine,not listed / othe,0.11
loratadine,urticaria,0.48
lorazepam,anxiety,0.81
lorazepam,borderline personality disorde,0.78
lorazepam,cervical dystonia,0.67
lorazepam,dysautonomia,1.0
lorazepam,insomnia,0.81
lorazepam,light anesthesia,1.0
lorazepam,nausea/vomiting,0.83
lorazepam,"nausea/vomiting, chemotherapy induced",1.0
lorazepam,not listed / othe,0.92
lorazepam,panic disorde,0.88
lorazepam,sedation,0.8
lorazepam,status epilepticus,0.75
lubiprostone,constipation,0.15
lubiprostone,"constipation, chronic",0.65
lubiprostone,"constipation, drug induced",0.54
lubiprostone,irritable bowel syndrome,0.6
lubiprostone,opioid-induced constipation,0.36
macitentan,pulmonary hypertension,1.0
magaldrate,gastroesophageal reflux disease,1.0
magnesium hydroxide,acne,0.81
magnesium hydroxide,constipation,0.86
magnesium hydroxide,gastroesophageal reflux disease,0.78
magnesium hydroxide,indigestion,0.85
magnesium oxide,constipation,0.94
magnesium oxide,gastroesophageal reflux disease,0.57
magnesium oxide,hypomagnesemia,0.22
magnesium oxide,not listed / othe,1.0
mebendazole,ascariasis,0.0
mefenamic acid,gout,0.66
mefenamic acid,not listed / othe,0.0
mefenamic acid,pain,0.5
mefenamic acid,period pain,0.66
mefloquine,malaria,0.5
mefloquine,malaria prevention,0.43
melatonin,insomnia,0.65
melatonin,not listed / othe,0.11
meloxicam,gout,0.53
meloxicam,ibromyalgia,0.71
meloxicam,inflammatory conditions,0.65
meloxicam,juvenile rheumatoid arthritis,0.0
meloxicam,not listed / othe,0.96
meloxicam,osteoarthritis,0.7
meloxicam,rheumatoid arthritis,0.56
meloxicam,tendonitis,0.66
mercaptopurine,autoimmune hepatitis,0.78
mercaptopurine,"crohn's disease, acute",1.0
mercaptopurine,"crohn's disease, maintenance",0.29
mercaptopurine,"ulcerative colitis, maintenance",0.22
methimazole,hyperthyroidism,0.67
methocarbamol,muscle spasm,0.54
methocarbamol,not listed / othe,1.0
methocarbamol,opiate withdrawal,0.77
methotrexate,cogan's syndrome,0.33
methotrexate,ectopic pregnancy,0.78
methotrexate,eczema,0.78
methotrexate,gastric cance,0.0
methotrexate,lymphoma,0.11
methotrexate,neoplastic diseases,0.67
methotrexate,psoriasis,0.84
methotrexate,psoriatic arthritis,0.54
methotrexate,rheumatoid arthritis,0.72
methotrexate,scleroderma,0.0
methotrexate,systemic sclerosis,1.0
methyldopa,high blood pressure,0.81
methyldopa,hypertension,0.46
methyldopa,hypertensive emergency,0.44
methylprednisolone,allergic rhinitis,0.39
methylprednisolone,asthma,0.81
methylprednisolone,"asthma, acute",0.83
methylprednisolone,"asthma, maintenance",1.0
methylprednisolone,atopic dermatitis,0.76
methylprednisolone,dermatologic lesion,0.83
methylprednisolone,"gout, acute",0.88
methylprednisolone,immunosuppression,0.7
methylprednisolone,inflammatory conditions,0.72
methylprednisolone,neuralgia,0.67
methylprednisolone,not listed / othe,0.3
methylprednisolone,osteoarthritis,0.82
methylprednisolone,rheumatoid arthritis,0.83
methylprednisolone acetate,atopic dermatitis,0.39
metolazone,edema,0.44
metolazone,hypertension,0.44
metoprolol tartrate,heart attack,0.78
metoprolol tartrate,high blood pressure,0.58
metoprolol tartrate,hypertension,0.45
metronidazole,amebiasis,0.19
metronidazole,bacterial infection,0.61
metronidazole,bacterial vaginitis,0.67
metronidazole,bone infection,0.56
metronidazole,clostridial infection,0.47
metronidazole,"crohn's disease, acute",0.67
metronidazole,"crohn's disease, maintenance",0.89
metronidazole,deep neck infection,0.89
metronidazole,dental abscess,0.64
metronidazole,diverticulitis,0.65
metronidazole,diverticulitis of gastrointestinal tract,0.49
metronidazole,giardiasis,0.54
metronidazole,helicobacter pylori infection,0.58
metronidazole,intraabdominal infection,0.28
metronidazole,not listed / othe,0.59
metronidazole,pelvic inflammatory disease,0.41
metronidazole,perioral dermatitis,0.78
metronidazole,pseudomembranous colitis,0.67
metronidazole,rosacea,0.66
metronidazole,skin or soft tissue infection,0.5
metronidazole,std prophylaxis,0.44
metronidazole,surgical prophylaxis,0.89
metronidazole,trichomoniasis,0.76
midazolam,icu agitation,0.56
midazolam,light anesthesia,0.41
midazolam,light sedation,0.58
mifepristone,abortion,0.67
minoxidil,alopecia,0.65
minoxidil,high blood pressure,0.89
minoxidil,hypertension,0.47
minoxidil,not listed / othe,0.17
minoxidil,women (minoxidil),0.0
mirabegron,overactive bladde,0.46
mirabegron,urinary incontinence,0.49
mirtazapine,anxiety,0.68
mirtazapine,depression,0.69
mirtazapine,fibromyalgia,0.5
mirtazapine,hot flashes,0.56
mirtazapine,insomnia,0.7
mirtazapine,major depressive disorde,0.65
mirtazapine,not listed / othe,0.5
mirtazapine,obsessive compulsive disorde,0.76
mirtazapine,post traumatic stress disorde,0.65
misoprostol,abortion,0.78
misoprostol,labor induction,0.78
misoprostol,not listed / othe,0.78
mupirocin,furunculosis,0.38
mupirocin,impetig,1.0
mupirocin,impetigo,0.26
mupirocin,nasal carriage of staphylococcus aureus,0.62
mupirocin,secondary cutaneous bacterial infections,1.0
mupirocin,skin and structure infection,0.81
mycophenolate mofetil,autoimmune hepatitis,0.89
mycophenolate mofetil,multiple sclerosis,0.89
mycophenolate mofetil,myasthenia gravis,0.81
mycophenolate mofetil,nephrotic syndrome,0.94
mycophenolate mofetil,"organ transplant, rejection prophylaxis",0.89
mycophenolate mofetil,psoriatic arthritis,1.0
mycophenolate mofetil,rheumatoid arthritis,0.89
mycophenolate mofetil,systemic lupus erythematosus,0.83
mycophenolate mofetil,uveitis,0.89
mycophenolic acid,rejection prophylaxis,1.0
mycophenolic acid,tic (mycophenolic acid),0.89
nabumetone,back pain,0.56
nabumetone,muscle pain,0.65
nabumetone,not listed / othe,1.0
nabumetone,osteoarthritis,0.54
nabumetone,rheumatoid arthritis,0.39
nabumetone,sciatica,0.36
nabumetone,zen shoulde,0.52
nalbuphine,pain,0.73
naltrexone,alcohol dependence,0.83
naltrexone,ibromyalgia,0.73
naltrexone,opiate dependence,0.79
naltrexone,trichotillomania,0.67
naproxen sodium,fever,0.6
naproxen sodium,gout,0.65
nepafenac,postoperative increased intraocular pressure,0.89
nepafenac,postoperative ocular inflammation,0.56
nevirapine,hiv infection,0.56
nifedipine,high blood pressure,0.55
nifedipine,hypertension,0.5
nifedipine,hypertensive emergency,0.89
nifedipine,not listed / othe,0.22
nifedipine,premature lab,0.72
nifedipine,raynaud's syndrome,0.76
nilotinib,chronic myelogenous leukemia,0.75
nimodipine,migraine prevention,0.78
nimodipine,subarachnoid hemorrhage,1.0
niraparib,ovarian cance,0.0
nitrofurantoin,bacterial urinary tract infection,0.44
nitrofurantoin,bladder infection,0.4
nitrofurantoin,prevention of bladder infection,0.68
nitrofurantoin,urinary tract infection,0.42
nivolumab,hodgkin's lymphoma,1.0
nivolumab,melanoma,0.0
nivolumab,non-small cell lung cance,0.48
nivolumab,renal cell carcinoma,0.33
nizatidine,gastroesophageal reflux disease,0.75
nizatidine,gerd,1.0
nizatidine,stomach ulce,1.0
nortriptyline,cyclic vomiting syndrome,0.84
nortriptyline,depression,0.63
nortriptyline,diabetic peripheral neuropathy,0.0
nortriptyline,irritable bowel syndrome,0.86
nortriptyline,migraine prevention,0.8
nortriptyline,neuralgia,0.79
nortriptyline,neurosis,0.56
nortriptyline,not listed / othe,0.56
nortriptyline,pain,0.66
nortriptyline,panic disorde,0.94
nortriptyline,postherpetic neuralgia,1.0
nortriptyline,primary nocturnal enuresis,0.78
nortriptyline,reflex sympathetic dystrophy syndrome,0.67
nortriptyline,smoking cessation,0.94
nortriptyline,vulvodynia,0.72
olanzapine,agitation,0.89
olanzapine,asperger syndrome,1.0
olanzapine,bipolar disorde,0.62
olanzapine,borderline personality disorde,0.72
olanzapine,depression,0.58
olanzapine,insomnia,0.73
olanzapine,major depressive disorde,0.59
olanzapine,obsessive compulsive disorde,0.6
olanzapine,paranoid disorde,0.62
olanzapine,schizoaffective disorde,0.49
olanzapine,schizophrenia,0.64
olanzapine,tourette's syndrome,0.56
omalizumab,"asthma, maintenance",0.8
omalizumab,urticaria,0.8
omeprazole,barrett's esophagus,0.98
omeprazole,duodenal ulce,0.83
omeprazole,erosive esophagitis,0.93
omeprazole,gastritis/duodenitis,1.0
omeprazole,gastroesophageal reflux disease,0.56
omeprazole,gerd,0.77
omeprazole,helicobacter pylori infection,0.56
omeprazole,indigestion,0.84
omeprazole,multiple endocrine adenomas,1.0
omeprazole,stomach ulce,0.44
omeprazole,zollinger-ellison syndrome,1.0
ondansetron,alcohol dependence,0.67
ondansetron,gastroenteritis,0.9
ondansetron,nausea/vomiting,0.78
ondansetron,"nausea/vomiting, chemotherapy induced",0.78
ondansetron,"nausea/vomiting, postoperative",0.59
ondansetron,"nausea/vomiting, radiation induced",0.61
ondansetron,not listed / othe,1.0
orlistat,nonalcoholic fatty liver disease,0.5
orlistat,not listed / othe,0.56
orlistat,obesity,0.74
oseltamivir,avian influenza,0.89
oseltamivir,influenza,0.66
oseltamivir,influenza prophylaxis,0.36
oseltamivir,swine flu,0.73
ospemifene,dyspareunia,0.73
oxaliplatin,adenocarcinoma of pancreas,0.48
oxaliplatin,colorectal cance,0.56
oxaprozin,gout,0.55
oxaprozin,osteoarthritis,0.83
oxaprozin,rheumatoid arthritis,0.5
oxazepam,alcohol withdrawal,0.89
oxazepam,anxiety,0.91
oxazepam,insomnia,0.78
oxcarbazepine,anxiety,0.38
oxcarbazepine,bipolar disorde,0.79
oxcarbazepine,borderline personality disorde,0.67
oxcarbazepine,cyclothymic disorde,1.0
oxcarbazepine,neuropathic pain,0.64
oxcarbazepine,not listed / othe,0.89
oxcarbazepine,seizures,0.64
oxcarbazepine,trigeminal neuralgia,0.83
oxytocin,labor induction,1.0
paclitaxel,"breast cancer, metastatic",0.72
paclitaxel,ovarian cance,0.72
palbociclib,"breast cancer, metastatic",0.64
paliperidone,autism,1.0
paliperidone,bipolar disorde,0.66
paliperidone,depression,0.67
paliperidone,infantile autism,0.8
paliperidone,schizoaffective disorde,0.57
paliperidone,schizophrenia,0.56
palonosetron,"nausea/vomiting, postoperative",1.0
pancreatin,chronic pancreatitis,0.89
pembrolizumab,colorectal cance,0.56
pembrolizumab,head and neck cance,1.0
pembrolizumab,melanoma,0.0
pembrolizumab,"melanoma, metastatic",0.72
pembrolizumab,non-small cell lung cance,0.0
pemetrexed,non-small cell lung cance,1.0
pentosan polysulfate sodium,bladder infection,0.56
pentosan polysulfate sodium,interstitial cystitis,0.78
pentoxifylline,intermittent claudication,0.85
perampanel,epilepsy,0.53
perampanel,seizures,0.41
permethrin,head lice,0.33
permethrin,scabies,0.53
phenobarbital,hyperbilirubinemia,1.0
phenobarbital,insomnia,0.78
phenobarbital,sedation,0.22
phenobarbital,seizures,0.86
pimecrolimus,atopic dermatitis,0.64
pimecrolimus,eczema,0.72
pimecrolimus,perioral dermatitis,0.63
pioglitazone,"diabetes, type 2",0.37
pitavastatin calcium,hypercholesterolemia,0.4
potassium chloride,hypokalemia,0.74
potassium chloride,prevention of hypokalemia,0.62
povidone iodine,topical disinfection,0.5
pramipexole,fibromyalgia,0.72
pramipexole,not listed / othe,0.89
pramipexole,parkinson's disease,0.43
pramipexole,periodic limb movement disorde,0.72
pramipexole,restless legs syndrome,0.73
prednisolone,"asthma, acute",0.61
prednisolone,atopic dermatitis,0.38
prednisolone,dermatitis,0.76
prednisolone,immunosuppression,0.56
prednisolone,inflammatory conditions,0.35
prednisolone,nephrotic syndrome,0.89
prednisolone,postoperative ocular inflammation,0.11
pregabalin,dercum's disease,0.89
pregabalin,diabetic peripheral neuropathy,0.6
pregabalin,epilepsy,0.56
pregabalin,fibromyalgia,0.5
pregabalin,generalized anxiety disorde,0.81
pregabalin,ibromyalgia,0.61
pregabalin,migraine prevention,0.81
pregabalin,neuralgia,0.78
pregabalin,neuropathic pain,0.61
pregabalin,not listed / othe,0.94
pregabalin,pain,0.74
pregabalin,peripheral neuropathy,0.73
pregabalin,postherpetic neuralgia,0.62
pregabalin,reflex sympathetic dystrophy syndrome,0.71
pregabalin,restless legs syndrome,0.93
propofol,anesthesia,0.79
propofol,not listed / othe,1.0
pyrimethamine,malaria prevention,1.0
racepinephrine,"asthma, acute",0.78
ramelteon,insomnia,0.42
ramipril,cardiovascular risk reduction,0.72
ramipril,diabetic kidney disease,0.5
ramipril,heart attack,0.89
ramipril,heart failure,0.56
ramipril,high blood pressure,0.6
ramipril,hypertension,0.62
ramipril,prevention of cerebrovascular accident,0.62
ranibizumab,macular degeneration,0.63
ranibizumab,macular edema,0.5
ranolazine,angina,0.69
rasagiline,parkinson's disease,0.57
regorafenib,gastrointestinal stromal tum,0.0
repaglinide,"diabetes, type 2",0.89
retapamulin,acne,0.78
retapamulin,impetig,0.76
retapamulin,impetigo,0.73
ribavirin,hepatitis c,0.62
riboflavin,headache,0.11
riboflavin,migraine prevention,0.56
rifaximin,crohn's disease,0.92
rifaximin,diarrhea,1.0
rifaximin,hepatic encephalopathy,0.6
rifaximin,irritable bowel syndrome,0.54
rifaximin,traveler's diarrhea,0.89
riluzole,amyotrophic lateral sclerosis,0.56
riluzole,obsessive compulsive disorde,0.78
rituximab,bullous pemphigoid,0.44
rituximab,cal segmental glomerulosclerosis,0.94
rituximab,chronic lymphocytic leukemia,0.89
rituximab,microscopic polyangiitis,0.11
rituximab,non-hodgkin's lymphoma,0.9
rituximab,pemphigoid,1.0
rituximab,pemphigus,0.78
rituximab,rheumatoid arthritis,0.77
rituximab,wegener's granulomatosis,0.89
rivaroxaban,atrial fibrillation,0.5
rivaroxaban,deep vein thrombosis,0.58
rivaroxaban,"deep vein thrombosis, prophylaxis",0.59
rivaroxaban,"deep vein thrombosis, recurrent event",0.42
rivaroxaban,prevention of thromboembolism in atrial fibrillation,0.0
rivaroxaban,pulmonary embolism,0.67
rivaroxaban,"pulmonary embolism, recurrent event",0.93
roflumilast,copd,0.8
roflumilast,"copd, maintenance",0.42
ropinirole,parkinson's disease,0.59
ropinirole,periodic limb movement disorde,0.17
ropinirole,restless legs syndrome,0.66
rosuvastatin,atherosclerosis,0.83
rosuvastatin,high cholesterol,0.61
rosuvastatin,"high cholesterol, familial heterozygous",1.0
rosuvastatin,"high cholesterol, familial homozygous",1.0
rosuvastatin,hypercholesterolemia,0.39
rosuvastatin,prevention of cardiovascular disease,0.56
rosuvastatin,prevention of cerebrovascular accident,0.39
ruxolitinib,myelofibrosis,0.78
ruxolitinib,polycythemia vera,0.92
salicylic acid,acne,1.0
salicylic acid,dermatological disorders,1.0
salicylic acid,warts,0.78
salsalate,osteoarthritis,0.5
salsalate,rheumatoid arthritis,0.78
saxagliptin,"diabetes, type 2",0.57
secukinumab,ankylosing spondylitis,0.07
secukinumab,plaque psoriasis,0.78
secukinumab,psoriatic arthritis,0.28
selexipag,pulmonary hypertension,0.36
silodosin,benign prostatic hyperplasia,0.54
silver sulfadiazine,"burns, external",1.0
silver sulfadiazine,not listed / othe,0.89
simethicone,flatulence,0.68
simethicone,gas,0.83
simethicone,unctional gastric disorde,0.67
simvastatin,cardiovascular risk reduction,0.0
simvastatin,high cholesterol,0.41
simvastatin,"high cholesterol, familial heterozygous",0.74
simvastatin,hypercholesterolemia,0.31
simvastatin,"hyperlipoproteinemia type iia, elevated ldl",1.0
simvastatin,prevention of cerebrovascular accident,0.31
sitagliptin,"diabetes, type 2",0.5
sodium bicarbonate,asystole,1.0
sodium hypochlorite,topical disinfection,1.0
sodium polystyrene sulfonate,hyperkalemia,0.78
sofosbuvir,hepatitis c,0.69
somatropin,adult human growth hormone deficiency,0.87
somatropin,aids related wasting,0.44
somatropin,hypopituitarism,1.0
somatropin,pediatric growth hormone deficiency,0.72
somatropin,short stature,1.0
somatropin,turner's syndrome,0.89
spironolactone,acne,0.75
spironolactone,alopecia,0.8
spironolactone,edema,0.78
spironolactone,gender dysphoria,0.89
spironolactone,heart failure,0.59
spironolactone,high blood pressure,0.53
spironolactone,hirsutism,0.72
spironolactone,hypertension,0.59
spironolactone,hypokalemia,0.89
spironolactone,primary hyperaldosteronism,0.92
spironolactone,primary hyperaldosteronism diagnosis,1.0
streptokinase,heart attack,1.0
streptomycin,bacterial urinary tract infection,0.25
sucralfate,duodenal ulce,0.94
sucralfate,gastroesophageal reflux disease,0.68
sucralfate,gerd,0.68
sucralfate,not listed / othe,0.78
sucralfate,stomach ulce,0.64
sucralfate,stress ulcer prophylaxis,1.0
sulfacetamide sodium,bacterial conjunctivitis,0.52
sulfacetamide sodium,conjunctivitis,1.0
sulfacetamide sodium,seborrheic dermatitis,1.0
sulfasalazine,crohn's disease,0.93
sulfasalazine,"crohn's disease, acute",0.0
sulfasalazine,inflammatory bowel disease,1.0
sulfasalazine,juvenile rheumatoid arthritis,0.44
sulfasalazine,psoriatic arthritis,0.44
sulfasalazine,rheumatoid arthritis,0.51
sulfasalazine,ulcerative colitis,0.44
sulfinpyrazone,gouty arthritis,0.89
sulindac,ankylosing spondylitis,1.0
sulindac,"gout, acute",0.92
sulindac,juvenile rheumatoid arthritis,0.89
sulindac,osteoarthritis,1.0
sulindac,pain,0.78
sulindac,rheumatoid arthritis,0.39
sumatriptan,cluster headaches,0.86
sumatriptan,cyclic vomiting syndrome,0.89
sumatriptan,migraine,0.77
sumatriptan,new daily persistent headache,0.58
sumatriptan,not listed / othe,0.89
sunitinib,renal cell carcinoma,0.81
suvorexant,insomnia,0.31
tadalafil,benign prostatic hyperplasia,0.76
tadalafil,erectile dysfunction,0.85
tadalafil,not listed / othe,0.89
tadalafil,pulmonary hypertension,0.47
tafluprost,"glaucoma, open angle",1.0
tafluprost,glaucoma/intraocular hypertension,0.61
tafluprost,intraocular hypertension,0.89
tazarotene,acial wrinkles,0.89
tazarotene,acne,0.74
tazarotene,psoriasis,0.94
tegaserod,"constipation, chronic",0.99
tegaserod,irritable bowel syndrome,0.97
telmisartan,high blood pressure,0.61
telmisartan,hypertension,0.54
telmisartan,prevention of cardiovascular disease,0.56
telmisartan,prevention of cerebrovascular accident,0.54
temazepam,insomnia,0.64
temazepam,not listed / othe,0.67
temozolomide,anaplastic astrocytoma,0.39
temozolomide,anaplastic oligodendroglioma,1.0
temozolomide,glioblastoma multi,0.89
temozolomide,me,0.89
temozolomide,"melanoma, metastatic",0.44
terconazole,vaginal yeast infection,0.59
terconazole,vulvovaginal candidiasis,0.43
teriparatide,hypoparathyroidism,1.0
teriparatide,not listed / othe,0.44
teriparatide,osteoporosis,0.57
theophylline,"asthma, acute",0.83
theophylline,"asthma, maintenance",0.91
thioridazine,schizophrenia,1.0
ticagrelor,acute coronary syndrome,0.44
ticagrelor,prevention of atherothrombotic events,0.44
tigecycline,diverticulitis of gastrointestinal tract,0.42
timolol maleate,hypertension,0.5
tinidazole,bacterial vaginitis,0.71
tinidazole,giardiasis,0.89
tinidazole,trichomoniasis,0.78
tioconazole,vaginal yeast infection,0.39
tioconazole,vulvovaginal candidiasis,0.21
tocilizumab,juvenile idiopathic arthritis,0.89
tocilizumab,rheumatoid arthritis,0.79
tofacitinib,rheumatoid arthritis,0.52
tolnaftate,tinea cruris,1.0
tolnaftate,tinea versicol,0.44
topiramate,bipolar disorde,0.76
topiramate,borderline personality disorde,0.58
topiramate,bulimia,0.68
topiramate,diabetic peripheral neuropathy,0.7
topiramate,ibromyalgia,0.58
topiramate,migraine prevention,0.57
topiramate,not listed / othe,0.44
topiramate,obesity,0.74
topiramate,seizure prevention,0.56
topiramate,seizures,0.89
topiramate,smoking cessation,0.11
topiramate,tourette's syndrome,0.78
topiramate,trigeminal neuralgia,0.72
topiramate,vulvodynia,0.22
torsemide,edema,0.82
torsemide,high blood pressure,0.33
torsemide,hypertension,0.47
tranexamic acid,actor ix deficiency,0.89
tranexamic acid,bleeding disorde,0.62
tranexamic acid,melasma,0.5
tranexamic acid,menorrhagia,0.82
tranexamic acid,menstrual disorders,0.74
trastuzumab,breast cance,1.0
trastuzumab,"breast cancer, adjuvant",0.89
trastuzumab,"breast cancer, metastatic",1.0
trastuzumab,salivary gland cance,1.0
travoprost,"glaucoma, open angle",1.0
trifluoperazine,anxiety,0.56
trifluoperazine,schizophrenia,0.97
tropicamide,pupillary dilation,0.28
valacyclovir,chickenpox,0.72
valacyclovir,cmv prophylaxis,0.67
valacyclovir,cold sores,0.91
valacyclovir,genital herpes simplex,0.72
valacyclovir,"herpes simplex, mucocutaneous/immunocompetent host",0.97
valacyclovir,"herpes simplex, mucocutaneous/immunocompromised host",1.0
valacyclovir,"herpes simplex, suppression",0.84
valacyclovir,herpes zoste,0.79
valacyclovir,herpes zoster,0.72
valacyclovir,multiple sclerosis,0.94
valacyclovir,ramsay hunt syndrome,0.78
valacyclovir,varicella-zoste,0.85
valganciclovir,cmv prophylaxis,0.78
valsartan,high blood pressure,0.53
valsartan,hypertension,0.46
valsartan,left ventricular dysfunction,0.94
vardenafil,erectile dysfunction,0.79
zafirlukast,"asthma, maintenance",1.0
zaleplon,insomnia,0.46
zaleplon,not listed / othe,0.78
zinc oxide,dermatologic lesion,1.0
zinc oxide,diaper rash,1.0
zinc oxide,hemorrhoids,0.0
ziprasidone,autism,0.41
ziprasidone,bipolar disorde,0.48
ziprasidone,body dysmorphic disorde,0.22
ziprasidone,not listed / othe,0.22
ziprasidone,obsessive compulsive disorde,0.89
ziprasidone,paranoid disorde,0.59
ziprasidone,schizoaffective disorde,0.7
ziprasidone,schizophrenia,0.76
ziprasidone,tourette's syndrome,0.89
zolmitriptan,cluster headaches,0.89
zolmitriptan,migraine,0.75
zolmitriptan,not listed / othe,1.0
zonisamide,benign essential trem,1.0
zonisamide,migraine prevention,0.64
zonisamide,seizures,0.68
