usp_category,usp_class,usp_drug,drug_example
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,selegiline
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,selegiline hydrochloride
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,tranylcypromine
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,tranylcypromine sulfate
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,citalopram
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,citalopram hydrobromide
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,citalopram hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,desvenlafaxine
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,desvenlafaxine succinate
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,duloxetine hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,escitalopram oxalate
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,fluoxetine
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,fluoxetine hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,fluvoxamine
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,fluvoxamine maleate
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,levomilnacipran
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,levomilnacipran hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,maprotiline
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,maprotiline hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,nefazodone
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,nefazodone hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride hydrate
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,paroxetine mesylate
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,sertraline hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,trazodone
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,trazodone hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,venlafaxine hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,vilazodone
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,vilazodone hydrochloride
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,vortioxetine
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,vortioxetine hydrobromide
Antidepressants,Tricyclics,amitriptyline,amitriptyline
Antidepressants,Tricyclics,amitriptyline,amitriptyline hydrochloride
Antidepressants,Tricyclics,amoxapine,amoxapine
Antidepressants,Tricyclics,clomipramine,clomipramine
Antidepressants,Tricyclics,clomipramine,clomipramine hydrochloride
Antidepressants,Tricyclics,desipramine,desipramine
Antidepressants,Tricyclics,desipramine,desipramine hydrochloride
Antidepressants,Tricyclics,doxepin,doxepin
Antidepressants,Tricyclics,doxepin,doxepin hydrochloride
Antidepressants,Tricyclics,imipramine,imipramine
Antidepressants,Tricyclics,imipramine,imipramine hydrochloride
Antidepressants,Tricyclics,imipramine,imipramine pamoate
Antidepressants,Tricyclics,nortriptyline,nortriptyline
Antidepressants,Tricyclics,nortriptyline,nortriptyline hydrochloride
Antidepressants,Tricyclics,protriptyline,protriptyline
Antidepressants,Tricyclics,protriptyline,protriptyline hydrochloride
Antidepressants,Tricyclics,trimipramine,trimipramine
Antidepressants,Tricyclics,trimipramine,trimipramine maleate
Antidepressants,"Antidepressants, Other",bupropion,bupropion
Antidepressants,"Antidepressants, Other",bupropion,bupropion hydrochloride
Antidepressants,"Antidepressants, Other",bupropion,bupropion hydrobromide
Antidepressants,"Antidepressants, Other",mirtazapine,mirtazapine
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole cavoxil
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole lauroxil
Antidepressants,"Antidepressants, Other",aripiprazole,aripiprazole hydrate
Antidepressants,"Antidepressants, Other",quetiapine,quetiapine
Antidepressants,"Antidepressants, Other",quetiapine,quetiapine fumarate
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,dolasetron
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,dolasetron mesylate
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,granisetron
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,granisetron hydrochloride
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,ondansetron
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,ondansetron hydrochloride hydrate
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,palonosetron
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,palonosetron hydrochloride
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,aprepitant
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,fosaprepitant dimeglumine
Antiemetics,Emetogenic Therapy Adjuncts,nabilone,nabilone
Antiemetics,Emetogenic Therapy Adjuncts,dronabinol,dronabinol
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine hydrochloride
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine hibenzate
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine phenolphthalinate
Antiemetics,"Antiemetics, Other",chlorpromazine,chlorpromazine tannate
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine hydrochloride
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine salicylate
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine tannate
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine laurylsulfate
Antiemetics,"Antiemetics, Other",diphenhydramine,diphenhydramine citrate
Antiemetics,"Antiemetics, Other",doxylamine succinate/pyridoxine hydrochloride,doxylamine succinate - pyridoxine hydrochloride mixt
Antiemetics,"Antiemetics, Other",hydroxyzine,hydroxyzine
Antiemetics,"Antiemetics, Other",hydroxyzine,hydroxyzine hydrochloride
Antiemetics,"Antiemetics, Other",hydroxyzine,hydroxyzine pamoate
Antiemetics,"Antiemetics, Other",meclizine,meclozine
Antiemetics,"Antiemetics, Other",meclizine,meclizine hydrochloride
Antiemetics,"Antiemetics, Other",metoclopramide,metoclopramide
Antiemetics,"Antiemetics, Other",metoclopramide,metoclopramide hydrochloride
Antiemetics,"Antiemetics, Other",metoclopramide,metoclopramide hydrochloride
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine maleate
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine fendizoate
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine hydrochloride
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine decanoate
Antiemetics,"Antiemetics, Other",perphenazine,perphenazine enantate
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine maleate
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine mesilate
Antiemetics,"Antiemetics, Other",prochlorperazine,prochlorperazine edisylate
Antiemetics,"Antiemetics, Other",promethazine,promethazine
Antiemetics,"Antiemetics, Other",promethazine,promethazine hydrochloride
Antiemetics,"Antiemetics, Other",promethazine,promethazine teoclate
Antiemetics,"Antiemetics, Other",promethazine,promethazine methylenedisalicylate
Antiemetics,"Antiemetics, Other",promethazine,promethazine maleate
Antiemetics,"Antiemetics, Other",promethazine,promethazine hibenzate
Antiemetics,"Antiemetics, Other",scopolamine,scopolamine
Antiemetics,"Antiemetics, Other",scopolamine,scopolamine hydrobromide
Antiemetics,"Antiemetics, Other",trimethobenzamide,trimethobenzamide
Antiemetics,"Antiemetics, Other",trimethobenzamide,trimethobenzamide hydrochloride
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,celecoxib,celecoxib
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac potassium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac diethylamine
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac hydroxyethylpyrrolidine
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,diclofenac calcium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diflunisal,diflunisal
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,etodolac,etodolac
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,fenoprofen
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,fenoprofen calcium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,flurbiprofen
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,flurbiprofen axetil
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,flurbiprofen sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,esflurbiprofen
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen piconol
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen aluminum
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen lysine
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen arginine salt
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,ibuprofen sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,indomethacin
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,indomethacin sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,ketoprofen
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,ketoprofen lysine
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,ketoprofen sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,ketorolac
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,ketorolac tromethamine
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,meclofenamic acid
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,meclofenamate sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,meclofenamate sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,mefenamic acid,mefenamic acid
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meloxicam,meloxicam
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,nabumetone,nabumetone
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,naproxen
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,naproxen sodium
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,naproxen etemesil
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,oxaprozin,oxaprozin
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam betadex
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam cinnamate
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,piroxicam olamine
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,sulindac,sulindac
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,tolmetin
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,tolmetin sodium
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,dihydroergotamine
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,dihydroergotamine mesylate
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,dihydroergotamine tartrate
Antimigraine Agents,Ergot Alkaloids,ergotamine,ergotamine
Antimigraine Agents,Ergot Alkaloids,ergotamine,ergotamine tartrate
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,almotriptan
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,almotriptan malate
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,eletriptan
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,eletriptan hydrobromide
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,frovatriptan
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,frovatriptan succinate
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,naratriptan
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,naratriptan hydrochloride
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,rizatriptan
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,rizatriptan benzoate
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,rizatriptan sulfate
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,sumatriptan
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,sumatriptan succinate
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,zolmitriptan,zolmitriptan
Antimigraine Agents,Prophylactic,timolol,timolol
Antimigraine Agents,Prophylactic,timolol,timolol
Antimigraine Agents,Prophylactic,timolol,timolol maleate
Antimigraine Agents,Prophylactic,divalproex,divalproex sodium
Antimigraine Agents,Prophylactic,topiramate,topiramate
Antimigraine Agents,Prophylactic,valproate,valproic acid
Antimigraine Agents,Prophylactic,valproate,divalproex sodium
Antimigraine Agents,Prophylactic,valproate,valproate sodium
Antimigraine Agents,Prophylactic,valproate,calcium valproate
Antimyasthenic Agents,Parasympathomimetics,ambenonium,ambenonium chloride
Antimyasthenic Agents,Parasympathomimetics,pyridostigmine,pyridostigmine bromide
Antimycobacterials,Antituberculars,bedaquiline,bedaquiline
Antimycobacterials,Antituberculars,bedaquiline,bedaquiline fumarate
Antimycobacterials,Antituberculars,capreomycin,capreomycin
Antimycobacterials,Antituberculars,capreomycin,capreomycin sulfate
Antimycobacterials,Antituberculars,cycloserine,cycloserine
Antimycobacterials,Antituberculars,ethambutol,ethambutol
Antimycobacterials,Antituberculars,ethambutol,ethambutol hydrochloride
Antimycobacterials,Antituberculars,ethionamide,ethionamide
Antimycobacterials,Antituberculars,isoniazid,isoniazid
Antimycobacterials,Antituberculars,isoniazid,isoniazid calcium pyruvinate
Antimycobacterials,Antituberculars,isoniazid,isoniazid sodium methanesulfonate hydrate
Antimycobacterials,Antituberculars,isoniazid,isoniazid glucuronate sodium
Antimycobacterials,Antituberculars,pyrazinamide,pyrazinamide
Antimycobacterials,Antituberculars,rifampin,rifampin
Antimycobacterials,Antituberculars,rifapentine,rifapentine
Antimycobacterials,"Antimycobacterials, Other",dapsone,dapsone
Antimycobacterials,"Antimycobacterials, Other",rifabutin,rifabutin
Antineoplastics,Alkylating Agents,altretamine,altretamine
Antineoplastics,Alkylating Agents,chlorambucil,chlorambucil
Antineoplastics,Alkylating Agents,mechlorethamine,mechlorethamine hydrochloride
Antineoplastics,Alkylating Agents,melphalan,melphalan
Antineoplastics,Alkylating Agents,melphalan,melphalan hydrochloride
Antineoplastics,Alkylating Agents,lomustine,lomustine
Antineoplastics,Alkylating Agents,busulfan,busulfan
Antineoplastics,Alkylating Agents,cyclophosphamide,cyclophosphamide
Antineoplastics,Alkylating Agents,cyclophosphamide,cyclophosphamide
Antineoplastics,Alkylating Agents,procarbazine,procarbazine
Antineoplastics,Alkylating Agents,procarbazine,procarbazine hydrochloride
Antineoplastics,Antiandrogens,enzalutamide,enzalutamide
Antineoplastics,Antiandrogens,bicalutamide,bicalutamide
Antineoplastics,Antiandrogens,flutamide,flutamide
Antineoplastics,Antiandrogens,nilutamide,nilutamide
Antineoplastics,Antiandrogens,abiraterone,abiraterone acetate
Antineoplastics,Antiangiogenic Agents,lenalidomide,lenalidomide
Antineoplastics,Antiangiogenic Agents,lenalidomide,lenalidomide hydrate
Antineoplastics,Antiangiogenic Agents,pomalidomide,pomalidomide
Antineoplastics,Antiangiogenic Agents,thalidomide,thalidomide
Antineoplastics,Antiestrogens/Modifiers,estramustine,estramustine
Antineoplastics,Antiestrogens/Modifiers,estramustine,estramustine phosphate sodium
Antineoplastics,Antiestrogens/Modifiers,estramustine,estramustine phosphate sodium hydrate
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,tamoxifen
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,tamoxifen citrate
Antineoplastics,Antiestrogens/Modifiers,toremifene,toremifene
Antineoplastics,Antiestrogens/Modifiers,toremifene,toremifene citrate
Antineoplastics,Antimetabolites,mercaptopurine,mercaptopurine
Antineoplastics,Antimetabolites,mercaptopurine,mercaptopurine
Antineoplastics,Antimetabolites,thioguanine,tioguanine
Antineoplastics,Antimetabolites,thioguanine,thioguanine
Antineoplastics,Antimetabolites,hydroxyurea,hydroxyurea
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",anastrozole,anastrozole
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",exemestane,exemestane
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",letrozole,letrozole
Antineoplastics,Enzyme Inhibitors,etoposide,etoposide
Antineoplastics,Enzyme Inhibitors,etoposide,etoposide phosphate
Antineoplastics,Enzyme Inhibitors,topotecan,topotecan
Antineoplastics,Enzyme Inhibitors,topotecan,topotecan hydrochloride
Antineoplastics,Molecular Target Inhibitors,vemurafenib,vemurafenib
Antineoplastics,Molecular Target Inhibitors,dabrafenib,dabrafenib
Antineoplastics,Molecular Target Inhibitors,dabrafenib,dabrafenib mesylate
Antineoplastics,Molecular Target Inhibitors,trametinib,trametinib
Antineoplastics,Molecular Target Inhibitors,trametinib,trametinib dimethyl sulfoxide
Antineoplastics,Molecular Target Inhibitors,ibrutinib,ibrutinib
Antineoplastics,Molecular Target Inhibitors,afatinib,afatinib
Antineoplastics,Molecular Target Inhibitors,afatinib,afatinib dimaleate
Antineoplastics,Molecular Target Inhibitors,erlotinib,erlotinib
Antineoplastics,Molecular Target Inhibitors,erlotinib,erlotinib hydrochloride
Antineoplastics,Molecular Target Inhibitors,vismodegib,vismodegib
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,ruxolitinib
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,ruxolitinib phosphate
Antineoplastics,Molecular Target Inhibitors,everolimus,everolimus
Antineoplastics,Molecular Target Inhibitors,crizotinib,crizotinib
Antineoplastics,Molecular Target Inhibitors,bosutinib,bosutinib
Antineoplastics,Molecular Target Inhibitors,bosutinib,bosutinib hydrate
Antineoplastics,Molecular Target Inhibitors,dasatinib,dasatinib
Antineoplastics,Molecular Target Inhibitors,dasatinib,dasatinib
Antineoplastics,Molecular Target Inhibitors,imatinib,imatinib
Antineoplastics,Molecular Target Inhibitors,imatinib,imatinib mesylate
Antineoplastics,Molecular Target Inhibitors,nilotinib,nilotinib
Antineoplastics,Molecular Target Inhibitors,nilotinib,nilotinib hydrochloride hydrate
Antineoplastics,Molecular Target Inhibitors,ponatinib,ponatinib
Antineoplastics,Molecular Target Inhibitors,ponatinib,ponatinib hydrochloride
Antineoplastics,Molecular Target Inhibitors,lapatinib,lapatinib
Antineoplastics,Molecular Target Inhibitors,lapatinib,lapatinib ditosylate
Antineoplastics,Molecular Target Inhibitors,axitinib,axitinib
Antineoplastics,Molecular Target Inhibitors,cabozantinib,cabozantinib
Antineoplastics,Molecular Target Inhibitors,cabozantinib,cabozantinib s-malate
Antineoplastics,Molecular Target Inhibitors,pazopanib,pazopanib hydrochloride
Antineoplastics,Molecular Target Inhibitors,regorafenib,regorafenib
Antineoplastics,Molecular Target Inhibitors,regorafenib,regorafenib hydrate
Antineoplastics,Molecular Target Inhibitors,sorafenib,sorafenib
Antineoplastics,Molecular Target Inhibitors,sorafenib,sorafenib tosylate
Antineoplastics,Molecular Target Inhibitors,sunitinib,sunitinib
Antineoplastics,Molecular Target Inhibitors,sunitinib,sunitinib malate
Antineoplastics,Monoclonal Antibodies,rituximab,rituximab
Antineoplastics,Monoclonal Antibodies,ofatumumab,ofatumumab
Antineoplastics,Retinoids,alitretinoin,alitretinoin
Antineoplastics,Retinoids,bexarotene,bexarotene
Antineoplastics,Retinoids,tretinoin,tretinoin
Antineoplastics,Retinoids,tretinoin,tretinoin tocoferil
Antineoplastics,"Antineoplastics, Other",fludarabine,fludarabine
Antineoplastics,"Antineoplastics, Other",fludarabine,fludarabine phosphate
Antineoplastics,"Antineoplastics, Other",leucovorin,folinic acid
Antineoplastics,"Antineoplastics, Other",leucovorin,leucovorin calcium
Antineoplastics,"Antineoplastics, Other",leucovorin,folinic acid calcium salt pentahydrate
Antineoplastics,"Antineoplastics, Other",mitoxantrone,mitoxantrone
Antineoplastics,"Antineoplastics, Other",mitoxantrone,mitoxantrone hydrochloride
Antineoplastics,"Antineoplastics, Other",vorinostat,vorinostat
Antiparasitics,Anthelmintics,albendazole,albendazole
Antiparasitics,Anthelmintics,albendazole,albendazole oxide
Antiparasitics,Anthelmintics,ivermectin,ivermectin
Antiparasitics,Anthelmintics,mebendazole,mebendazole
Antiparasitics,Anthelmintics,praziquantel,praziquantel
Antiparasitics,Antiprotozoals,artemether and lumefantrine,artemether - lumefantrine mixt
Antiparasitics,Antiprotozoals,atovaquone and proguanil hydrochloride,atovaquone - proguanil hydrochloride mixt
Antiparasitics,Antiprotozoals,chloroquine,chloroquine
Antiparasitics,Antiprotozoals,chloroquine,chloroquine phosphate
Antiparasitics,Antiprotozoals,chloroquine,chloroquine hydrochloride
Antiparasitics,Antiprotozoals,chloroquine,chloroquine sulfate
Antiparasitics,Antiprotozoals,hydroxychloroquine,hydroxychloroquine
Antiparasitics,Antiprotozoals,hydroxychloroquine,hydroxychloroquine sulfate
Antiparasitics,Antiprotozoals,mefloquine,mefloquine
Antiparasitics,Antiprotozoals,mefloquine,mefloquine hydrochloride
Antiparasitics,Antiprotozoals,primaquine,primaquine
Antiparasitics,Antiprotozoals,primaquine,primaquine phosphate
Antiparasitics,Antiprotozoals,pyrimethamine,pyrimethamine
Antiparasitics,Antiprotozoals,pyrimethamine,pyrimethamine - sulfadoxine mixt
Antiparasitics,Antiprotozoals,quinine,quinine
Antiparasitics,Antiprotozoals,quinine,quinine ethylcarbonate
Antiparasitics,Antiprotozoals,quinine,quinine hydrochloride hydrate
Antiparasitics,Antiprotozoals,quinine,quinine sulfate
Antiparasitics,Antiprotozoals,quinine,quinine ascorbate
Antiparasitics,Antiprotozoals,quinine,quinine dihydrochloride
Antiparasitics,Antiprotozoals,atovaquone,atovaquone
Antiparasitics,Antiprotozoals,nitazoxanide,nitazoxanide
Antiparasitics,Antiprotozoals,pentamidine,pentamidine
Antiparasitics,Antiprotozoals,pentamidine,pentamidine isethionate
Antiparasitics,Pediculicides/Scabicides,benzyl alcohol,benzyl alcohol
Antiparasitics,Pediculicides/Scabicides,crotamiton,crotamiton
Antiparasitics,Pediculicides/Scabicides,lindane,lindane
Antiparasitics,Pediculicides/Scabicides,malathion,malathion
Antiparasitics,Pediculicides/Scabicides,permethrin,permethrin
Antiparasitics,Pediculicides/Scabicides,spinosad,spinosad
Antiparkinson Agents,Anticholinergics,benztropine,benzatropine
Antiparkinson Agents,Anticholinergics,benztropine,benztropine mesylate
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine
Antiparkinson Agents,Anticholinergics,diphenhydramine,diphenhydramine hydrochloride
