group,indication,score,contraindications_description,generic_name,contraindication_result
medication,carboprost sterile solution,0.5573266,"hypersensitivity (including anaphylaxis and angioedema) to carboprost sterile solution acute pelvic inflammatory disease patients with active cardiac, pulmonary, renal or hepatic disease",carboprost tromethamine,hypersensitivity
disease_disorder,pelvic inflammatory disease,0.903164,"hypersensitivity (including anaphylaxis and angioedema) to carboprost sterile solution acute pelvic inflammatory disease patients with active cardiac, pulmonary, renal or hepatic disease",carboprost tromethamine,hypersensitivity
disease_disorder,renal,0.93401164,"hypersensitivity (including anaphylaxis and angioedema) to carboprost sterile solution acute pelvic inflammatory disease patients with active cardiac, pulmonary, renal or hepatic disease",carboprost tromethamine,hypersensitivity
disease_disorder,hepatic disease,0.93775344,"hypersensitivity (including anaphylaxis and angioedema) to carboprost sterile solution acute pelvic inflammatory disease patients with active cardiac, pulmonary, renal or hepatic disease",carboprost tromethamine,hypersensitivity
medication,cisplatin,0.97008437,carboplatin injection should not be employed in patients with severe bone marrow depression or significant bleeding. it is contraindicated in patients with a history of severe allergic reactions to cisplatin or other platinum containing compounds.,carboplatin,severe allergic reactions to cisplatin or other platinum containing compounds
medication,iron therapy,0.703421,it is contraindicated in patients with a known hypersensitivity to any of the ingredients. iron therapy is contraindicated in the presence of haemolytic anaemia.,carbonyl iron + folic acid + zinc sulfate + vitamin b complex + vitamin c,haemolytic anaemia
medication,carbi,0.85125005,hypersensitivity to carbimazole or other thiourea antithyroid agents,carbimazole,hypersensitivity to carbimazole
medication,antithyroid agents,0.9961807,hypersensitivity to carbimazole or other thiourea antithyroid agents,carbimazole,hypersensitivity to carbimazole
disease_disorder,porphyrias,0.709576,this medicine should not be used if anybody is allergic to one or any of its ingredients. it can not be used also in the following conditions: problems with the electrical message pathways in the heart (atrioventricular block) history of decreased blood cell production by the bone marrow (bone marrow depression) hereditary blood disorders called porphyrias allergy to tricyclic antidepressants people who have taken a monoamine-oxidase inhibitor antidepressant (maoi) in the last 14 days,carbamazepine,problems with the electrical message pathways in the heart
medication,tricyclic antidepressants,0.9324831,this medicine should not be used if anybody is allergic to one or any of its ingredients. it can not be used also in the following conditions: problems with the electrical message pathways in the heart (atrioventricular block) history of decreased blood cell production by the bone marrow (bone marrow depression) hereditary blood disorders called porphyrias allergy to tricyclic antidepressants people who have taken a monoamine-oxidase inhibitor antidepressant (maoi) in the last 14 days,carbamazepine,problems with the electrical message pathways in the heart
medication,mono,0.99964523,this medicine should not be used if anybody is allergic to one or any of its ingredients. it can not be used also in the following conditions: problems with the electrical message pathways in the heart (atrioventricular block) history of decreased blood cell production by the bone marrow (bone marrow depression) hereditary blood disorders called porphyrias allergy to tricyclic antidepressants people who have taken a monoamine-oxidase inhibitor antidepressant (maoi) in the last 14 days,carbamazepine,problems with the electrical message pathways in the heart
medication,ace inhibitor,0.9980552,"angioedema related to previous ace inhibitor treatment, hereditary or idiopathic angioneurotic oedema. concomitant use with aliskiren in diabetic patients. pregnancy.",captopril,pregnancy
medication,capsai,0.9449574,capsaicin cream is contraindicated on broken or irritated skin. it is also contraindicated in patients with known hypersensitivity to capsaicin or any of the excipients used in this product.,capsaicin,broken or irritated skin
medication,capsaicin,0.9327047,capsaicin cream is contraindicated on broken or irritated skin. it is also contraindicated in patients with known hypersensitivity to capsaicin or any of the excipients used in this product.,capsaicin,broken or irritated skin
disease_disorder,dpd deficiency,0.9986284,"severe renal impairment hypersensitivity leucopenia, neutropenia or thrombocytopenia severe reactions to fluoropyrimidine therapy complete dpd deficiency pregnant or breast-feeding",capecitabine,pregnant or breast-feeding
medication,hydrochlorothiazide,0.984417,"candesartan cilexetil &amp; hydrochlorothiazide is contraindicated in patients who are hypersensitive to any component of this product. because of the hydrochlorothiazide component, this product is contraindicated in patients with anuria or hypersensitivity to other sulfonamide-derived drugs.",candesartan cilexetil + hydrochlorothiazide,patients who are hypersensitive to any component of this product
medication,hydroch,0.99692464,"candesartan cilexetil &amp; hydrochlorothiazide is contraindicated in patients who are hypersensitive to any component of this product. because of the hydrochlorothiazide component, this product is contraindicated in patients with anuria or hypersensitivity to other sulfonamide-derived drugs.",candesartan cilexetil + hydrochlorothiazide,patients who are hypersensitive to any component of this product
history,renal,0.49428025,"history of serious hypersensitivity reaction to canagliflozin, severe renal impairment, end stage renal disease (esrd), or on dialysis patients.",canagliflozin hemihydrate,on dialysis patients
history,end stage renal disease,0.73970217,"history of serious hypersensitivity reaction to canagliflozin, severe renal impairment, end stage renal disease (esrd), or on dialysis patients.",canagliflozin hemihydrate,on dialysis patients
family_history,under 3 years,0.42531243,children under 3 years. history of convulsion.,camphor + menthol + oil clove + oil eucalyptus + oil turpentine,history of convulsion.
medication,calcium polystyrene sulfonate,0.97287774,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
history,hypercalce,0.9849972,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
history,hyperparathyroid,0.99812764,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
history,multiple myeloma,0.98878455,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
history,sarcoidosis,0.8972902,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
history,metastic carcino,0.9179026,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
medication,polysty,0.7146754,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
medication,sulfonate,0.81829864,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
medication,calcium,0.99917334,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
medication,polystyrene sulfonate,0.9312045,"calcium polystyrene sulfonate should not be administered to patients with serum potassium &lt;5 mmol/l and a conditions associated with hypercalcemia, hyperparathyroidism, multiple myeloma, sarcoidosis or metastic carcinoma, history of hypersensitivity to polystyrene sulfonate resins and obstructive bowel disease. oral administration of calcium polystyrene sulfonate is contraindicated in neonates.",calcium polystyrene sulfonate,neonates
medication,amino acids,0.91209596,"this is contraindicated in patients with inborn errors of amino acids metabolism, severe liver dysfunction and in severe uremia when dialysis facilities are not available. due to the content of glucose, amino acids iv infusion and 10% glucose with electrolytes is contraindicated in patients with hyperosmolar nonketotic diabetic coma.",amino acid + d-sorbitol + electrolytes,"amino acids metabolism, severe liver dysfunction and in severe uremia"
medication,glucose,0.9844119,"this is contraindicated in patients with inborn errors of amino acids metabolism, severe liver dysfunction and in severe uremia when dialysis facilities are not available. due to the content of glucose, amino acids iv infusion and 10% glucose with electrolytes is contraindicated in patients with hyperosmolar nonketotic diabetic coma.",amino acid + d-sorbitol + electrolytes,"amino acids metabolism, severe liver dysfunction and in severe uremia"
medication,electrolytes,0.98143554,"this is contraindicated in patients with inborn errors of amino acids metabolism, severe liver dysfunction and in severe uremia when dialysis facilities are not available. due to the content of glucose, amino acids iv infusion and 10% glucose with electrolytes is contraindicated in patients with hyperosmolar nonketotic diabetic coma.",amino acid + d-sorbitol + electrolytes,"amino acids metabolism, severe liver dysfunction and in severe uremia"
medication,alogliptin,0.90787363,"history of a serious hypersensitivity reaction to alogliptin-containing products, such as anaphylaxis, angioedema or severe cutaneous adverse reactions.",alogliptin benzoate,history of a serious hypersensitivity reaction to alogliptin
disease_disorder,angioedema,0.8793019,"history of a serious hypersensitivity reaction to alogliptin-containing products, such as anaphylaxis, angioedema or severe cutaneous adverse reactions.",alogliptin benzoate,history of a serious hypersensitivity reaction to alogliptin
medication,ht1b,0.88784194,"as with other 5-ht1b/1d receptor agonists, almotriptan should not be used in patients with a history, symptoms or signs of ischaemic heart disease (myocardial infarction, angina pectoris, documented silent ischaemia, prinzmetal's angina) or severe hypertension and uncontrolled mild or moderate hypertension. concomitant administration with ergotamine, ergotamine derivatives (including methysergide) and other 5-ht1b/1d agonists is contraindicated.",almotriptan,"administration with ergotamine, ergotamine derivatives"
history,symptoms,0.66774774,"as with other 5-ht1b/1d receptor agonists, almotriptan should not be used in patients with a history, symptoms or signs of ischaemic heart disease (myocardial infarction, angina pectoris, documented silent ischaemia, prinzmetal's angina) or severe hypertension and uncontrolled mild or moderate hypertension. concomitant administration with ergotamine, ergotamine derivatives (including methysergide) and other 5-ht1b/1d agonists is contraindicated.",almotriptan,"administration with ergotamine, ergotamine derivatives"
history,signs,0.5673774,"as with other 5-ht1b/1d receptor agonists, almotriptan should not be used in patients with a history, symptoms or signs of ischaemic heart disease (myocardial infarction, angina pectoris, documented silent ischaemia, prinzmetal's angina) or severe hypertension and uncontrolled mild or moderate hypertension. concomitant administration with ergotamine, ergotamine derivatives (including methysergide) and other 5-ht1b/1d agonists is contraindicated.",almotriptan,"administration with ergotamine, ergotamine derivatives"
medication,5 - ht1b,0.89881635,"as with other 5-ht1b/1d receptor agonists, almotriptan should not be used in patients with a history, symptoms or signs of ischaemic heart disease (myocardial infarction, angina pectoris, documented silent ischaemia, prinzmetal's angina) or severe hypertension and uncontrolled mild or moderate hypertension. concomitant administration with ergotamine, ergotamine derivatives (including methysergide) and other 5-ht1b/1d agonists is contraindicated.",almotriptan,"administration with ergotamine, ergotamine derivatives"
medication,tablet,0.76348424,this tablet is contraindicated in patients with hypersensitivity to any of the ingredients of it or severe hepatic impairment.,almitrine bismesylate + raubasine,severe hepatic impairment
history,fibrocystic,0.77170765,"breast cancer or history of problem with the breasts like- nodules,an abnormal mammogram, or fibrocystic diseases. severe liver disease such as cholestatic jaundice or hepatitis, hepatic cell tumours, rotor syndrome and dubin jhonson syndrome. undiagnosed vaginal bleeding toxaemia of pregnancy crisis seizures, migraines",allylestrenol,undiagnosed vaginal bleeding toxaemia of pregnancy
disease_disorder,liver disease,0.847703,"breast cancer or history of problem with the breasts like- nodules,an abnormal mammogram, or fibrocystic diseases. severe liver disease such as cholestatic jaundice or hepatitis, hepatic cell tumours, rotor syndrome and dubin jhonson syndrome. undiagnosed vaginal bleeding toxaemia of pregnancy crisis seizures, migraines",allylestrenol,undiagnosed vaginal bleeding toxaemia of pregnancy
disease_disorder,rotor,0.9810999,"breast cancer or history of problem with the breasts like- nodules,an abnormal mammogram, or fibrocystic diseases. severe liver disease such as cholestatic jaundice or hepatitis, hepatic cell tumours, rotor syndrome and dubin jhonson syndrome. undiagnosed vaginal bleeding toxaemia of pregnancy crisis seizures, migraines",allylestrenol,undiagnosed vaginal bleeding toxaemia of pregnancy
history,syndrome,0.55085194,"breast cancer or history of problem with the breasts like- nodules,an abnormal mammogram, or fibrocystic diseases. severe liver disease such as cholestatic jaundice or hepatitis, hepatic cell tumours, rotor syndrome and dubin jhonson syndrome. undiagnosed vaginal bleeding toxaemia of pregnancy crisis seizures, migraines",allylestrenol,undiagnosed vaginal bleeding toxaemia of pregnancy
history,pregnancy,0.84904903,"breast cancer or history of problem with the breasts like- nodules,an abnormal mammogram, or fibrocystic diseases. severe liver disease such as cholestatic jaundice or hepatitis, hepatic cell tumours, rotor syndrome and dubin jhonson syndrome. undiagnosed vaginal bleeding toxaemia of pregnancy crisis seizures, migraines",allylestrenol,undiagnosed vaginal bleeding toxaemia of pregnancy
medication,cepha,0.7697636,hypersensitivity to cephalosporin antibiotics.,cefprozil,hypersensitivity to cephalosporin antibiotics
medication,cefpirome,0.9452554,cefpirome is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.,cefpirome sulphate,known allergy to the cephalosporin group of antibiotics
medication,cephalosporin,0.98072875,cefpirome is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.,cefpirome sulphate,known allergy to the cephalosporin group of antibiotics
medication,cefotaxime,0.97098196,cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime or the cephalosporin group of antibiotics.,cefotaxime,antibiotics
medication,cefo,0.9780909,cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime or the cephalosporin group of antibiotics.,cefotaxime,antibiotics
medication,cephalosporin,0.9867158,cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime or the cephalosporin group of antibiotics.,cefotaxime,antibiotics
medication,cephalosporin,0.9066154,cefoperazone is contraindicated in patients with known allergy to the cephalosporin-class of antibiotics.,cefoperazone sodium,known allergy to the cephalosporin-class of antibiotics
medication,cefepi,0.8885959,"cefepime is contraindicated in patients who have shown immediate hypersensitivity reactions to cefepime or the cephalosporin class of antibiotics, penicillin, or other betalactum antibiotics.",cefepime hydrochloride,"antibiotics, penicillin, or other betalactum antibiotics"
medication,cephalosporin,0.90854186,"cefepime is contraindicated in patients who have shown immediate hypersensitivity reactions to cefepime or the cephalosporin class of antibiotics, penicillin, or other betalactum antibiotics.",cefepime hydrochloride,"antibiotics, penicillin, or other betalactum antibiotics"
medication,cephalosporin class,0.83959603,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren.",cefditoren,known allergy to the cephalosporin class of antibiotics
medication,antibiotics,0.9933518,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren.",cefditoren,known allergy to the cephalosporin class of antibiotics
medication,sodium,0.98917997,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren.",cefditoren,known allergy to the cephalosporin class of antibiotics
medication,milk,0.37893605,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren.",cefditoren,known allergy to the cephalosporin class of antibiotics
medication,cephalosporin,0.9869415,cefdinir is contraindicated in patients with known allergy to the cephalosporin class of antibiotics.,cefdinir,known allergy to the cephalosporin class of antibiotics
medication,cephalosporin,0.9380533,cefazolin is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.,cefazolin sodium,known allergy to the cephalosporin group of antibiotics
medication,cefadroxil,0.8884042,cefadroxil is contraindicated in patients with a history of hypersensitivity to cefadroxil or any of the ingredients of it.,cefadroxil monohydrate,hypersensitivity to cefadroxil
medication,cefadroxi,0.87662786,cefadroxil is contraindicated in patients with a history of hypersensitivity to cefadroxil or any of the ingredients of it.,cefadroxil monohydrate,hypersensitivity to cefadroxil
medication,cefaclor,0.97933936,cefaclor is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.,cefaclor monohydrate,known allergy to the cephalosporin group of antibiotics
medication,cephalosporin,0.9600174,cefaclor is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.,cefaclor monohydrate,known allergy to the cephalosporin group of antibiotics
medication,carvedilol,0.95070237,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia.",carvedilol,cardiogenic shock or severe bradycardia
disease_disorder,heart failure,0.9997999,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia.",carvedilol,cardiogenic shock or severe bradycardia
medication,inotropic,0.82390225,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia.",carvedilol,cardiogenic shock or severe bradycardia
history,bronchial asthma,0.9960041,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia.",carvedilol,cardiogenic shock or severe bradycardia
disease_disorder,sick sinus syndrome,0.99966943,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia.",carvedilol,cardiogenic shock or severe bradycardia
disease_disorder,cardiogenic shock,0.9896606,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia.",carvedilol,cardiogenic shock or severe bradycardia
medication,carmel,0.9426336,if you are hypersensitive (allergic) to carmellose sodium or any of the other ingredients of this medicine.,carmellose sodium,if you are hypersensitive (allergic) to carmellose sodium
medication,sodium,0.99629337,if you are hypersensitive (allergic) to carmellose sodium or any of the other ingredients of this medicine.,carmellose sodium,if you are hypersensitive (allergic) to carmellose sodium
medication,cariso,0.8326088,carisoprodol is contraindicated in patients with a history of acute intermittent porphyria or a hypersensitivity reaction to a carbamate such as meprobamate.,carisoprodol,a history of acute intermittent porphyria or a hypersensitivity reaction
medication,carbamate,0.9983227,carisoprodol is contraindicated in patients with a history of acute intermittent porphyria or a hypersensitivity reaction to a carbamate such as meprobamate.,carisoprodol,a history of acute intermittent porphyria or a hypersensitivity reaction
family_history,none,0.3148731,none known,bilberry fruit [vaccinium myrtillus l],none known
history,known,0.78474104,none known,bilberry fruit [vaccinium myrtillus l],none known
medication,drug,0.7371835,it is contraindicated in patients known to have hypersensitivity to the drug or any of its components.,adhatoda vasica + centella asiatica,hypersensitivity to the drug or any of its components
medication,adenosine,0.91140395,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine.",adenosine,second- or third-degree a-v block
disease_disorder,sick sinus syndrome,0.9989011,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine.",adenosine,second- or third-degree a-v block
disease_disorder,bradycardia,0.94810146,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine.",adenosine,second- or third-degree a-v block
medication,adefovir dipivoxil,0.9649264,adefovir dipivoxil is contraindicated in patients with previously demonstrated hypersensitivity to any of the components of the product.,adefovir dipivoxil,previously demonstrated hypersensitivity to any of the components of the product
medication,adapalene,0.99653167,adapalene should not be administered to individuals who are hypersensitive to adapalene or any of its components.,adapalene,hypersensitive to adapalene or any of its components
medication,adapal,0.9977312,adapalene should not be administered to individuals who are hypersensitive to adapalene or any of its components.,adapalene,hypersensitive to adapalene or any of its components
disease_disorder,conditions,0.5141082,"history of hypersensitivity or toxic reaction to the drug; perforated ear drum. herpes simplex and other virul conditions of the eye or ear, mycosis.",chloramphenicol + lidocaine hydrochloride,history of hypersensitivity or toxic reaction to the drug
disease_disorder,infections,0.98168725,"chloramphenicol is contraindicated in individuals with a history of hypersensitivity and/or toxic reaction to the product or its components. it must not be used in the treatment of trivial infections or where it is not indicated, as in colds, viral influenza, infections of the throat or as a prophylactic agent to prevent bacterial infections.",chloramphenicol (oral),hypersensitivity and/or toxic reaction to the product or its components
disease_disorder,infections,0.9953856,"chloramphenicol is contraindicated in individuals with a history of hypersensitivity and/or toxic reaction to the product or its components. it must not be used in the treatment of trivial infections or where it is not indicated, as in colds, viral influenza, infections of the throat or as a prophylactic agent to prevent bacterial infections.",chloramphenicol (oral),hypersensitivity and/or toxic reaction to the product or its components
medication,hydro,0.99923086,it is contraindicated in patients with a history of hypersensitivity to cetirizine or hydroxyzine.,cetirizine hydrochloride,hypersensitivity to cetirizine or hydroxyzine
medication,cephalen,0.77862734,cephalen is contraindicated in patients with known hypersensitivity to the cephalosporin group of antibiotics.,cephalexin,hypersensitivity to the cephalosporin group of antibiotics
medication,cephalosporin,0.99276125,cephalen is contraindicated in patients with known hypersensitivity to the cephalosporin group of antibiotics.,cephalexin,hypersensitivity to the cephalosporin group of antibiotics
medication,cephradine,0.8766564,cephradine should not be used in patients with known or suspected hypersensitivity to cephalosporins.,cephradine,hypersensitivity to cephalosporins
medication,celiprolol hydrochloride,0.97724843,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome.",celiprolol hydrochloride,allergic to celiprolol hydrochloride
medication,beta - blocker,0.999171,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome.",celiprolol hydrochloride,allergic to celiprolol hydrochloride
medication,prop,0.99988544,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome.",celiprolol hydrochloride,allergic to celiprolol hydrochloride
medication,timolol,0.8549481,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome.",celiprolol hydrochloride,allergic to celiprolol hydrochloride
disease_disorder,heart failure,0.9987995,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome.",celiprolol hydrochloride,allergic to celiprolol hydrochloride
