group,indication,Score,side_effects,generic_name
sign_symptom,catara,0.98076534," rare instances of nasal septum perforation have been reported following intranasal administration. as with other nasal sprays, dryness and irritation of the nose and throat, unpleasant taste &amp; smell and epistaxis have been reported rarely. rare instances of wheezing, cataracts, glaucoma and increased intra-ocular pressure have been reported following the intranasal use of beclomethasone. ",beclomethasone dipropionate (nasal spray)
sign_symptom,glaucoma,0.98118305," rare instances of nasal septum perforation have been reported following intranasal administration. as with other nasal sprays, dryness and irritation of the nose and throat, unpleasant taste &amp; smell and epistaxis have been reported rarely. rare instances of wheezing, cataracts, glaucoma and increased intra-ocular pressure have been reported following the intranasal use of beclomethasone. ",beclomethasone dipropionate (nasal spray)
medication,corti,0.9633782," systemic effects of inhaled corticosteroids may occur, particularly at high doses prescribed for prolonged periods. possible systemic effects include cushing's syndrome, cushingoid features, and adrenal suppression, growth retardation in children andadolescents, decrease in bone mineral density, cataract, and glaucoma. ",beclomethasone dipropionate (inhaler)
sign_symptom,growth retardation,0.97827744," systemic effects of inhaled corticosteroids may occur, particularly at high doses prescribed for prolonged periods. possible systemic effects include cushing's syndrome, cushingoid features, and adrenal suppression, growth retardation in children andadolescents, decrease in bone mineral density, cataract, and glaucoma. ",beclomethasone dipropionate (inhaler)
medication,beclometasone,0.8232695," as the drug contains beclometasone dipropionate and formoterol fumarate dihydrate, the type and severity of adverse reactions associated with each of the compounds may be expected. common side effects are pharyngitis, oral candidiasis, headache, dysphonia. ",beclometasone dipropionate + formoterol fumarate
medication,dipropionate,0.9743905," as the drug contains beclometasone dipropionate and formoterol fumarate dihydrate, the type and severity of adverse reactions associated with each of the compounds may be expected. common side effects are pharyngitis, oral candidiasis, headache, dysphonia. ",beclometasone dipropionate + formoterol fumarate
medication,formoterol fumarate,0.99690133," as the drug contains beclometasone dipropionate and formoterol fumarate dihydrate, the type and severity of adverse reactions associated with each of the compounds may be expected. common side effects are pharyngitis, oral candidiasis, headache, dysphonia. ",beclometasone dipropionate + formoterol fumarate
sign_symptom,pain,0.999918," serious side effect such as: 
 
 pain or burning when you urinate 
 easy bruising or bleeding, unusual weakness 
 tremors, shaking 
 fever, chills, body aches, flu symptoms, vomiting, diarrhea 
 trouble breathing 
 pale skin, feeling light-headed or short of breath, rapid heart rate, trouble 
  ",basiliximab
sign_symptom,body ache,0.887553," serious side effect such as: 
 
 pain or burning when you urinate 
 easy bruising or bleeding, unusual weakness 
 tremors, shaking 
 fever, chills, body aches, flu symptoms, vomiting, diarrhea 
 trouble breathing 
 pale skin, feeling light-headed or short of breath, rapid heart rate, trouble 
  ",basiliximab
sign_symptom,diarrhea,0.999412," serious side effect such as: 
 
 pain or burning when you urinate 
 easy bruising or bleeding, unusual weakness 
 tremors, shaking 
 fever, chills, body aches, flu symptoms, vomiting, diarrhea 
 trouble breathing 
 pale skin, feeling light-headed or short of breath, rapid heart rate, trouble 
  ",basiliximab
sign_symptom,trouble,0.9994229," serious side effect such as: 
 
 pain or burning when you urinate 
 easy bruising or bleeding, unusual weakness 
 tremors, shaking 
 fever, chills, body aches, flu symptoms, vomiting, diarrhea 
 trouble breathing 
 pale skin, feeling light-headed or short of breath, rapid heart rate, trouble 
  ",basiliximab
sign_symptom,light - headed,0.9723267," serious side effect such as: 
 
 pain or burning when you urinate 
 easy bruising or bleeding, unusual weakness 
 tremors, shaking 
 fever, chills, body aches, flu symptoms, vomiting, diarrhea 
 trouble breathing 
 pale skin, feeling light-headed or short of breath, rapid heart rate, trouble 
  ",basiliximab
sign_symptom,short of breath,0.99670076," serious side effect such as: 
 
 pain or burning when you urinate 
 easy bruising or bleeding, unusual weakness 
 tremors, shaking 
 fever, chills, body aches, flu symptoms, vomiting, diarrhea 
 trouble breathing 
 pale skin, feeling light-headed or short of breath, rapid heart rate, trouble 
  ",basiliximab
sign_symptom,pale,0.8930071," common side effects are:severe stomach pain, severe cramping, diarrhea, or constipation, sweating, ringing in your ears, confusion, fast heart rate, pale skin, weakness ",barium sulfate
sign_symptom,weakness,0.9994185," common side effects are:severe stomach pain, severe cramping, diarrhea, or constipation, sweating, ringing in your ears, confusion, fast heart rate, pale skin, weakness ",barium sulfate
medication,baricitini,0.89347893," it is not known if baricitinib will harm an unborn baby. because of the potential for serious adverse reactions in nursing infants, advice an baricitinib treated woman not to breastfeed. ",baricitinib
sign_symptom,adverse reactions,0.99979645," it is not known if baricitinib will harm an unborn baby. because of the potential for serious adverse reactions in nursing infants, advice an baricitinib treated woman not to breastfeed. ",baricitinib
sign_symptom,adverse events,0.99987566," adverse events reported in at least 1% of adult and adolescent influenza subjects treated with baloxavir marboxil included diarrhea (3%), bronchitis (3%), nausea (2%), sinusitis (2%), and headache (1%). ",baloxavir marboxil
sign_symptom,diarrhea,0.9917508," adverse events reported in at least 1% of adult and adolescent influenza subjects treated with baloxavir marboxil included diarrhea (3%), bronchitis (3%), nausea (2%), sinusitis (2%), and headache (1%). ",baloxavir marboxil
disease_disorder,bronch,0.9468756," adverse events reported in at least 1% of adult and adolescent influenza subjects treated with baloxavir marboxil included diarrhea (3%), bronchitis (3%), nausea (2%), sinusitis (2%), and headache (1%). ",baloxavir marboxil
sign_symptom,nausea,0.9999461," adverse events reported in at least 1% of adult and adolescent influenza subjects treated with baloxavir marboxil included diarrhea (3%), bronchitis (3%), nausea (2%), sinusitis (2%), and headache (1%). ",baloxavir marboxil
sign_symptom,sinusitis,0.9993296," adverse events reported in at least 1% of adult and adolescent influenza subjects treated with baloxavir marboxil included diarrhea (3%), bronchitis (3%), nausea (2%), sinusitis (2%), and headache (1%). ",baloxavir marboxil
sign_symptom,headache,0.99991536," adverse events reported in at least 1% of adult and adolescent influenza subjects treated with baloxavir marboxil included diarrhea (3%), bronchitis (3%), nausea (2%), sinusitis (2%), and headache (1%). ",baloxavir marboxil
sign_symptom,inflammatory reactions,0.99990636," when the corneal endothelium is abnormal, irrigation or any other trauma may result in bullous keratopathy. postoperative inflammatory reactions as well as incidents of corneal edema and corneal decompensation have been reported. their relationship to the use of balanced salt solution has not been established. ",balanced salt solution
sign_symptom,edema,0.979903," when the corneal endothelium is abnormal, irrigation or any other trauma may result in bullous keratopathy. postoperative inflammatory reactions as well as incidents of corneal edema and corneal decompensation have been reported. their relationship to the use of balanced salt solution has not been established. ",balanced salt solution
sign_symptom,decompensation,0.9841412," when the corneal endothelium is abnormal, irrigation or any other trauma may result in bullous keratopathy. postoperative inflammatory reactions as well as incidents of corneal edema and corneal decompensation have been reported. their relationship to the use of balanced salt solution has not been established. ",balanced salt solution
medication,balanced salt solution,0.973062," when the corneal endothelium is abnormal, irrigation or any other trauma may result in bullous keratopathy. postoperative inflammatory reactions as well as incidents of corneal edema and corneal decompensation have been reported. their relationship to the use of balanced salt solution has not been established. ",balanced salt solution
sign_symptom,adverse reactions,0.9196148," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,weakness,0.99889106," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,headache,0.9999317," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,blurred vision,0.7038733," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,sync,0.70631474," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,nausea,0.9999516," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,consti,0.9993346," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,diarr,0.9962648," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,inability to ejaculate,0.9966548," the most common adverse reactions associated with baclofen are transient drowsiness, daytime sedation, dizziness, weakness and fatigue. 
 
  central nervous system : headache (&lt;10%), insomnia (&lt;10%), and rarely, euphoria, excitement, depression, confusion, hallucinations, paraesthesia, nightmares, muscle pain, tinnitus, slurred speech, co-ordination disorder, tremor, rigidity, dystonia, ataxia, blurred vision, nystagmus, strabismus, miosis, mydriasis, diplopia, dysarthria, epileptic seizures, respiratory depression. 
  cardiovascular:  hypotension (&lt;10%), rare instances of dyspnoea, palpitation, chest pain, syncope. 
  gastrointestinal : nausea (approximately 10%), constipation (&lt;10%) and rarely, dry mouth, anorexia, taste disorder, abdominal pain, vomiting, diarrhoea and positive test for occult blood in stool. 
  genitourinary : urinary frequency (&lt;10%) and rarely, enuresis, urinary retention, dysuria, impotence, inability to ejaculate, nocturia, haematuria. 
  other : instances of rash, pruritus, ankle oedema, excessive perspiration, weight gain, nasal congestion, visual disturbances, hepatic function disorders and paradoxical increase in spasticity. muscular hypotonia of a degree sufficient to make walking or movement difficult may occur but is usually relieved by readjusting the dosage. for this purpose, the daytime dosage may be reduced and the evening dosage increased. 
  ",baclofen
sign_symptom,swelling,0.83330166," sometimes this ointmentmay be absorbed in the blood, but shows no blood related toxicity. moreover allergic reaction, eye irritation, eye redness, itching, swelling may occur. ",bacitracin zinc + polymyxin b sulfate
sign_symptom,side effects,0.9994196," no side effects have been reported with the use of enterogermina. however, it is important to communicate any undesirable effects. ",bacillus clausii spores
medication,enter,0.9514874," no side effects have been reported with the use of enterogermina. however, it is important to communicate any undesirable effects. ",bacillus clausii spores
sign_symptom,discomfort,0.99990606," local reactions such as phlebitis/thrombophlebitis following iv administration and discomfort/swelling at the injection site following im administration may occur. systemic reactions like diarrhea, nausea and/or vomiting, and rash may occur. other side effects include anaphylaxis, angioedema, bronchospasm, pancytopenia, neutropenia, thrombocytopenia, anemia, eosinophilia, leukocytosis, thrombocytosis, abdominal cramps, dermatitis, urticaria, pruritus, hypotension, flushing, seizure, weakness, headache, fever, malaise may occur. ",aztreonam
sign_symptom,swelling,0.9999112," local reactions such as phlebitis/thrombophlebitis following iv administration and discomfort/swelling at the injection site following im administration may occur. systemic reactions like diarrhea, nausea and/or vomiting, and rash may occur. other side effects include anaphylaxis, angioedema, bronchospasm, pancytopenia, neutropenia, thrombocytopenia, anemia, eosinophilia, leukocytosis, thrombocytosis, abdominal cramps, dermatitis, urticaria, pruritus, hypotension, flushing, seizure, weakness, headache, fever, malaise may occur. ",aztreonam
sign_symptom,nausea,0.9998708," local reactions such as phlebitis/thrombophlebitis following iv administration and discomfort/swelling at the injection site following im administration may occur. systemic reactions like diarrhea, nausea and/or vomiting, and rash may occur. other side effects include anaphylaxis, angioedema, bronchospasm, pancytopenia, neutropenia, thrombocytopenia, anemia, eosinophilia, leukocytosis, thrombocytosis, abdominal cramps, dermatitis, urticaria, pruritus, hypotension, flushing, seizure, weakness, headache, fever, malaise may occur. ",aztreonam
sign_symptom,vomiting,0.86268437," local reactions such as phlebitis/thrombophlebitis following iv administration and discomfort/swelling at the injection site following im administration may occur. systemic reactions like diarrhea, nausea and/or vomiting, and rash may occur. other side effects include anaphylaxis, angioedema, bronchospasm, pancytopenia, neutropenia, thrombocytopenia, anemia, eosinophilia, leukocytosis, thrombocytosis, abdominal cramps, dermatitis, urticaria, pruritus, hypotension, flushing, seizure, weakness, headache, fever, malaise may occur. ",aztreonam
sign_symptom,rash,0.9996654," local reactions such as phlebitis/thrombophlebitis following iv administration and discomfort/swelling at the injection site following im administration may occur. systemic reactions like diarrhea, nausea and/or vomiting, and rash may occur. other side effects include anaphylaxis, angioedema, bronchospasm, pancytopenia, neutropenia, thrombocytopenia, anemia, eosinophilia, leukocytosis, thrombocytosis, abdominal cramps, dermatitis, urticaria, pruritus, hypotension, flushing, seizure, weakness, headache, fever, malaise may occur. ",aztreonam
sign_symptom,mala,0.99565744," local reactions such as phlebitis/thrombophlebitis following iv administration and discomfort/swelling at the injection site following im administration may occur. systemic reactions like diarrhea, nausea and/or vomiting, and rash may occur. other side effects include anaphylaxis, angioedema, bronchospasm, pancytopenia, neutropenia, thrombocytopenia, anemia, eosinophilia, leukocytosis, thrombocytosis, abdominal cramps, dermatitis, urticaria, pruritus, hypotension, flushing, seizure, weakness, headache, fever, malaise may occur. ",aztreonam
sign_symptom,side effects,0.96599144, no known side effects are found. ,stevia rebaudiana
sign_symptom,nausea,0.9999068," spirulina is generally well tolerated. occasional diarrhea, gastrointestinal discomfort, such as nausea have been reported. also there are few reports of allergic reactions to spirulina containing supplements. ",spirulina
sign_symptom,allergic reactions,0.99985826," spirulina is generally well tolerated. occasional diarrhea, gastrointestinal discomfort, such as nausea have been reported. also there are few reports of allergic reactions to spirulina containing supplements. ",spirulina
medication,spirulin,0.8612631," spirulina is generally well tolerated. occasional diarrhea, gastrointestinal discomfort, such as nausea have been reported. also there are few reports of allergic reactions to spirulina containing supplements. ",spirulina
sign_symptom,side effects,0.99828935, no significant side effects have been observed in therapeutic dosage. ,sharbat amla
sign_symptom,gi disturbance,0.9994135, rare case of gi disturbance has been reported. ingestion on an empty stomach may cause nausea. hypertension was reported in 3.1% taking saw palmetto extract. ,saw palmetto (160 mg)
sign_symptom,hyper,0.9999622, rare case of gi disturbance has been reported. ingestion on an empty stomach may cause nausea. hypertension was reported in 3.1% taking saw palmetto extract. ,saw palmetto (160 mg)
sign_symptom,adverse reactions,0.71403956, the most common adverse reactions are folliculitis and burning sensation of skin. ,betamethasone + calcipotriol
sign_symptom,burning,0.8578579, the most common adverse reactions are folliculitis and burning sensation of skin. ,betamethasone + calcipotriol
sign_symptom,moods,0.7800908," feeling depressed, including thinking about suicide; feeling high (mania) or moods that go up and down; feeling anxious, having problems sleeping, difficulty in thinking or being confused and losing your memory; feeling, seeing or hearing things which do not exist. having strange and frightening thoughts, changing how you act or having feelings of being alone. ",betamethasone
sign_symptom,difficulty in thinking,0.9981027," feeling depressed, including thinking about suicide; feeling high (mania) or moods that go up and down; feeling anxious, having problems sleeping, difficulty in thinking or being confused and losing your memory; feeling, seeing or hearing things which do not exist. having strange and frightening thoughts, changing how you act or having feelings of being alone. ",betamethasone
sign_symptom,confused,0.9754583," feeling depressed, including thinking about suicide; feeling high (mania) or moods that go up and down; feeling anxious, having problems sleeping, difficulty in thinking or being confused and losing your memory; feeling, seeing or hearing things which do not exist. having strange and frightening thoughts, changing how you act or having feelings of being alone. ",betamethasone
sign_symptom,nausea,0.99994016," digestive: nausea or vomiting may rarely occur. hypersensitivity: hypersensitivity reactions, such as skin rash, may rarely occur. ",betahistine mesylate
sign_symptom,vomiting,0.99992514," digestive: nausea or vomiting may rarely occur. hypersensitivity: hypersensitivity reactions, such as skin rash, may rarely occur. ",betahistine mesylate
sign_symptom,hypersensitivity,0.9938663," digestive: nausea or vomiting may rarely occur. hypersensitivity: hypersensitivity reactions, such as skin rash, may rarely occur. ",betahistine mesylate
sign_symptom,hypersensitivity reactions,0.93520945," digestive: nausea or vomiting may rarely occur. hypersensitivity: hypersensitivity reactions, such as skin rash, may rarely occur. ",betahistine mesylate
medication,betahistine,0.9948794," betahistine is generally well tolerated and there is no known serious adverse effects. in some circumstances gastrointestinal disturbances, headache, rashes and pruritus have been reported. ",betahistine dihydrochloride
sign_symptom,headache,0.99969256," betahistine is generally well tolerated and there is no known serious adverse effects. in some circumstances gastrointestinal disturbances, headache, rashes and pruritus have been reported. ",betahistine dihydrochloride
sign_symptom,rashes,0.94251096," betahistine is generally well tolerated and there is no known serious adverse effects. in some circumstances gastrointestinal disturbances, headache, rashes and pruritus have been reported. ",betahistine dihydrochloride
sign_symptom,pruritus,0.840091," betahistine is generally well tolerated and there is no known serious adverse effects. in some circumstances gastrointestinal disturbances, headache, rashes and pruritus have been reported. ",betahistine dihydrochloride
medication,carotene,0.99000335,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
medication,carotenoids,0.9913095,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
sign_symptom,hyper,0.96972924,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
sign_symptom,colouration,0.9391371,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
medication,vitamin c,0.9860823,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
sign_symptom,upset,0.999864,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
