Entity Group,Word,Score,Sentence
History,pregnancy,0.84904903,"breast cancer or history of problem with the breasts like- nodules,an abnormal mammogram, or fibrocystic diseases. severe liver disease such as cholestatic jaundice or hepatitis, hepatic cell tumours, rotor syndrome and dubin jhonson syndrome. undiagnosed vaginal bleeding toxaemia of pregnancy crisis seizures, migraines"
Lab_value,hypersen,0.83044124,hypersensitivity to cephalosporin antibiotics.
Medication,cepha,0.7697636,hypersensitivity to cephalosporin antibiotics.
Medication,cefpirome,0.9452554,cefpirome is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.
Medication,cephalosporin,0.98072875,cefpirome is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.
Medication,cefotaxime,0.97098196,cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime or the cephalosporin group of antibiotics.
Sign_symptom,hypersensitivity,0.96274906,cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime or the cephalosporin group of antibiotics.
Medication,cefo,0.9780909,cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime or the cephalosporin group of antibiotics.
Medication,cephalosporin,0.9867158,cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime or the cephalosporin group of antibiotics.
Medication,cephalosporin,0.9066154,cefoperazone is contraindicated in patients with known allergy to the cephalosporin-class of antibiotics.
Medication,cefepi,0.8885959,"cefepime is contraindicated in patients who have shown immediate hypersensitivity reactions to cefepime or the cephalosporin class of antibiotics, penicillin, or other betalactum antibiotics."
Sign_symptom,hypersensitivity reactions,0.99412596,"cefepime is contraindicated in patients who have shown immediate hypersensitivity reactions to cefepime or the cephalosporin class of antibiotics, penicillin, or other betalactum antibiotics."
Medication,cephalosporin,0.90854186,"cefepime is contraindicated in patients who have shown immediate hypersensitivity reactions to cefepime or the cephalosporin class of antibiotics, penicillin, or other betalactum antibiotics."
Medication,cephalosporin class,0.83959603,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren."
Medication,antibiotics,0.9933518,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren."
Medication,sodium,0.98917997,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren."
Medication,milk,0.37893605,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren."
Sign_symptom,hypersensitivity,0.9207287,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren."
Sign_symptom,lactose into,0.88151485,"cefditoren is contraindicated in patients with known allergy to the cephalosporin class of antibiotics or any of its components. cefditoren contain sodium caseinate, a milk protein. patients with milk protein hypersensitivity (not lactose intolerance) should not be administered cefditoren."
Medication,cephalosporin,0.9869415,cefdinir is contraindicated in patients with known allergy to the cephalosporin class of antibiotics.
Medication,cephalosporin,0.9380533,cefazolin is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.
Medication,cefadroxil,0.8884042,cefadroxil is contraindicated in patients with a history of hypersensitivity to cefadroxil or any of the ingredients of it.
Sign_symptom,hyper,0.56881815,cefadroxil is contraindicated in patients with a history of hypersensitivity to cefadroxil or any of the ingredients of it.
Medication,cefadroxi,0.87662786,cefadroxil is contraindicated in patients with a history of hypersensitivity to cefadroxil or any of the ingredients of it.
Medication,cefaclor,0.97933936,cefaclor is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.
Medication,cephalosporin,0.9600174,cefaclor is contraindicated in patients with known allergy to the cephalosporin group of antibiotics.
Sign_symptom,hyper,0.9752778,hypersensitivity to the active substances or to any of the excipients.
Medication,carvedilol,0.95070237,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Detailed_description,deco,0.9999329,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Disease_disorder,heart failure,0.9997999,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Administration,intra,0.99914,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Medication,inotropic,0.82390225,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
History,bronchial asthma,0.9960041,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Disease_disorder,sick sinus syndrome,0.99966943,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Therapeutic_procedure,pacemaker,0.73656106,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Disease_disorder,cardiogenic shock,0.9896606,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Severity,severe,0.99977785,"carvedilol is contraindicated in patients with decompensated heart failure requiring intravenous inotropic therapy, bronchial asthma or related bronchospastic conditions, second or third-degree av block, sick sinus syndrome (unless a permanent pacemaker is in place), cardiogenic shock or severe bradycardia."
Sign_symptom,hypersensitive,0.9990051,if you are hypersensitive (allergic) to carmellose sodium or any of the other ingredients of this medicine.
Medication,carmel,0.9426336,if you are hypersensitive (allergic) to carmellose sodium or any of the other ingredients of this medicine.
Medication,sodium,0.99629337,if you are hypersensitive (allergic) to carmellose sodium or any of the other ingredients of this medicine.
Medication,cariso,0.8326088,carisoprodol is contraindicated in patients with a history of acute intermittent porphyria or a hypersensitivity reaction to a carbamate such as meprobamate.
Detailed_description,acute,0.9944337,carisoprodol is contraindicated in patients with a history of acute intermittent porphyria or a hypersensitivity reaction to a carbamate such as meprobamate.
Frequency,intermittent,0.51900786,carisoprodol is contraindicated in patients with a history of acute intermittent porphyria or a hypersensitivity reaction to a carbamate such as meprobamate.
Sign_symptom,hypersensitivity reaction,0.999386,carisoprodol is contraindicated in patients with a history of acute intermittent porphyria or a hypersensitivity reaction to a carbamate such as meprobamate.
Medication,carbamate,0.9983227,carisoprodol is contraindicated in patients with a history of acute intermittent porphyria or a hypersensitivity reaction to a carbamate such as meprobamate.
Sign_symptom,sensitivity,0.9837532,known sensitivity or allergy to any ingredient of the formulation.
Sign_symptom,allergy,0.74950147,known sensitivity or allergy to any ingredient of the formulation.
Detailed_description,bitter,0.99010974,bitter melon has proven to be relatively safe &amp; effective in controlled clinical studies. no absolute contraindication.
Sign_symptom,melon,0.88896716,bitter melon has proven to be relatively safe &amp; effective in controlled clinical studies. no absolute contraindication.
Family_history,none,0.3148731,none known
History,known,0.78474104,none known
Sign_symptom,hypersensitivity,0.9986384,it is contraindicated in patients known to have hypersensitivity to the drug or any of its components.
Medication,drug,0.7371835,it is contraindicated in patients known to have hypersensitivity to the drug or any of its components.
Administration,intra,0.9964671,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Medication,adenosine,0.91140395,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Lab_value,second,0.9233113,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Lab_value,degree,0.88109595,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Sign_symptom,a - v block,0.9026341,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Detailed_description,artificial,0.9495067,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Therapeutic_procedure,pace,0.87144077,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Disease_disorder,sick sinus syndrome,0.9989011,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Disease_disorder,bradycardia,0.94810146,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Detailed_description,artificial,0.89245355,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Therapeutic_procedure,pace,0.87025046,"intravenous adenosine is contraindicated in: second- or third-degree a-v block (except in patients with a functioning artificial pacemaker). sinus node disease, such as sick sinus syndrome or symptomatic bradycardia (except in patients with a functioning artificial pacemaker). known hypersensitivity to adenosine."
Medication,adefovir dipivoxil,0.9649264,adefovir dipivoxil is contraindicated in patients with previously demonstrated hypersensitivity to any of the components of the product.
Sign_symptom,hypersensitivity,0.99983287,adefovir dipivoxil is contraindicated in patients with previously demonstrated hypersensitivity to any of the components of the product.
Medication,adapalene,0.99653167,adapalene should not be administered to individuals who are hypersensitive to adapalene or any of its components.
Medication,adapal,0.9977312,adapalene should not be administered to individuals who are hypersensitive to adapalene or any of its components.
Sign_symptom,hypersensitivity,0.9854797,"history of hypersensitivity or toxic reaction to the drug; perforated ear drum. herpes simplex and other virul conditions of the eye or ear, mycosis."
Disease_disorder,conditions,0.5141082,"history of hypersensitivity or toxic reaction to the drug; perforated ear drum. herpes simplex and other virul conditions of the eye or ear, mycosis."
Sign_symptom,hypersensitivity,0.93114436,"chloramphenicol is contraindicated in individuals with a history of hypersensitivity and/or toxic reaction to the product or its components. it must not be used in the treatment of trivial infections or where it is not indicated, as in colds, viral influenza, infections of the throat or as a prophylactic agent to prevent bacterial infections."
Disease_disorder,infections,0.98168725,"chloramphenicol is contraindicated in individuals with a history of hypersensitivity and/or toxic reaction to the product or its components. it must not be used in the treatment of trivial infections or where it is not indicated, as in colds, viral influenza, infections of the throat or as a prophylactic agent to prevent bacterial infections."
Disease_disorder,infections,0.9953856,"chloramphenicol is contraindicated in individuals with a history of hypersensitivity and/or toxic reaction to the product or its components. it must not be used in the treatment of trivial infections or where it is not indicated, as in colds, viral influenza, infections of the throat or as a prophylactic agent to prevent bacterial infections."
Biological_structure,throat,0.6260296,"chloramphenicol is contraindicated in individuals with a history of hypersensitivity and/or toxic reaction to the product or its components. it must not be used in the treatment of trivial infections or where it is not indicated, as in colds, viral influenza, infections of the throat or as a prophylactic agent to prevent bacterial infections."
Therapeutic_procedure,prop,0.9986469,"chloramphenicol is contraindicated in individuals with a history of hypersensitivity and/or toxic reaction to the product or its components. it must not be used in the treatment of trivial infections or where it is not indicated, as in colds, viral influenza, infections of the throat or as a prophylactic agent to prevent bacterial infections."
Detailed_description,pregnancy,0.9929069,pregnancy (1st trimester) &amp; lactation.
Sign_symptom,hypersen,0.9716551,hypersensitivity. moderate to severe renal or hepatic impairment. women with severe allergic conditions. pregnancy and lactation.
Severity,moderate to severe,0.9307912,hypersensitivity. moderate to severe renal or hepatic impairment. women with severe allergic conditions. pregnancy and lactation.
Biological_structure,renal,0.99984217,hypersensitivity. moderate to severe renal or hepatic impairment. women with severe allergic conditions. pregnancy and lactation.
Severity,severe,0.999582,hypersensitivity. moderate to severe renal or hepatic impairment. women with severe allergic conditions. pregnancy and lactation.
Sign_symptom,allergic,0.5792924,hypersensitivity. moderate to severe renal or hepatic impairment. women with severe allergic conditions. pregnancy and lactation.
Medication,hydro,0.99923086,it is contraindicated in patients with a history of hypersensitivity to cetirizine or hydroxyzine.
Detailed_description,active,0.98742247,"not to be used in: if allergic to salicylates, e.g. aspirin if have an active peptic ulcer"
Sign_symptom,ulcer,0.98578024,"not to be used in: if allergic to salicylates, e.g. aspirin if have an active peptic ulcer"
Sign_symptom,hypersensitivity,0.91543937,it is contraindicated in patients with known hypersensitivity to ceritinib or any other components of this product.
Medication,cephalen,0.77862734,cephalen is contraindicated in patients with known hypersensitivity to the cephalosporin group of antibiotics.
Sign_symptom,hyper,0.5821502,cephalen is contraindicated in patients with known hypersensitivity to the cephalosporin group of antibiotics.
Medication,cephalosporin,0.99276125,cephalen is contraindicated in patients with known hypersensitivity to the cephalosporin group of antibiotics.
Medication,cephradine,0.8766564,cephradine should not be used in patients with known or suspected hypersensitivity to cephalosporins.
Medication,celiprolol hydrochloride,0.97724843,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Sign_symptom,allergic reaction,0.97988176,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Sign_symptom,rash,0.99887365,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Sign_symptom,swelling,0.9999567,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Biological_structure,face,0.9709792,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Biological_structure,throat,0.9998704,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Biological_structure,tongue,0.99977106,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Sign_symptom,allergic reaction,0.9571947,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Medication,beta - blocker,0.999171,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Medication,prop,0.99988544,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Medication,timolol,0.8549481,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Detailed_description,irregular,0.86002004,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Sign_symptom,very,0.357377,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Lab_value,slow,0.96194094,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
Diagnostic_procedure,heartbeat,0.9977239,"do not take celiprolol hydrochloride if you: are allergic to celiprolol hydrochloride or any of the ingredients of this medicine. signs of an allergic reaction include: a rash, swallowing or breathing problems, swelling of your lips, face, throat or tongue have suffered an allergic reaction to a beta-blocker (propranolol, sotalol, timolol etc.) in the past suffer from an irregular/very slow heartbeat (known as bradycardia) or low blood pressure (hypotension) suffer from heart failure which is not under control (heart failure is a condition in which your heart is not pumping blood as well as it should), have an abnormal heart rhythm, difficulty breathing and swollen ankles suffer from missed heart beats (heart block) or other heart problems or you suffer from hardened arteries have severe kidney problems have, or have had, episodes of asthma, wheezing or other severe breathing problems have a rare tumour called a phaeochromocytoma that is not being treated have abnormal levels of acid in your blood (metabolic acidosis), usually as a result of severe illness are already taking theophylline (an anti-asthma medicine). have late stage peripheral arterial occlusive disease or raynauds syndrome."
