group,indication,Score,drug_class,generic_name
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,irbesartan + hydrochlorothiazide
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,losartan potassium + hydrochlorothiazide
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,nebivolol + hydrochlorothiazide
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,olmesartan medoxomil + hydrochlorothiazide
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,perindopril arginine + amlodipine
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,ramipril + hydrochlorothiazide
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,telmisartan + hydrochlorothiazide
medication,antihypertensive preparations,0.9267351,combined antihypertensive preparations,valsartan + hydrochlorothiazide
diagnostic_procedure,anginal,0.71700346,anti-anginal & lipid lowering drugs,amlodipine besilate + atorvastatin
therapeutic_procedure,lowering,0.71387535,anti-anginal & lipid lowering drugs,amlodipine besilate + atorvastatin
medication,drugs,0.9075105,anti-anginal & lipid lowering drugs,amlodipine besilate + atorvastatin
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,amlodipine besilate
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,cilnidipine
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,diltiazem hydrochloride (sr tablet)
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,diltiazem hydrochloride (fc tablet)
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,isradipine
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,lacidipine
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,lercanidipine hydrochloride
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,nimodipine
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,nifedipine
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,s-amlodipine besilate (levamlodipine)
medication,calcium - channel blockers,0.9982969,calcium-channel blockers,verapamil hydrochloride
detailed_description,combined,0.9958353,combined anxiolytics & anti-depressant drugs,amitriptyline hydrochloride + chlordiazepoxide
detailed_description,combined,0.9958353,combined anxiolytics & anti-depressant drugs,fluphenazine + nortriptyline
detailed_description,combined,0.9958353,combined anxiolytics & anti-depressant drugs,flupentixol + melitracen
medication,anti - depressant drugs,0.99026006,combined anxiolytics & anti-depressant drugs,amitriptyline hydrochloride + chlordiazepoxide
medication,anti - depressant drugs,0.99026006,combined anxiolytics & anti-depressant drugs,fluphenazine + nortriptyline
medication,anti - depressant drugs,0.99026006,combined anxiolytics & anti-depressant drugs,flupentixol + melitracen
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,amisulpride
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,aripiprazole
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,clozapine
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,lurasidone hydrochloride
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,olanzapine
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,paliperidone palmitate
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,paliperidone
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,quetiapine fumarate
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,risperidone (oral)
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,risperidone (injection)
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,tetrabenazine
disease_disorder,drugs,0.5259655,atypical neuroleptic drugs,ziprasidone
medication,potassium channel blockers,0.9987442,potassium channel blockers,amiodarone hydrochloride
therapeutic_procedure,bronchodilator,0.9032737,bronchodilator,aminophylline
therapeutic_procedure,bronchodilator,0.9032737,bronchodilator,arformoterol tartrate
therapeutic_procedure,bronchodilator,0.9032737,bronchodilator,doxophylline
therapeutic_procedure,bronchodilator,0.9032737,bronchodilator,glycopyrronium bromide (inhalation capsule)
therapeutic_procedure,bronchodilator,0.9032737,bronchodilator,glycopyrronium bromide (respirator solution)
therapeutic_procedure,bronchodilator,0.9032737,bronchodilator,theophylline
detailed_description,bulk - forming,0.9998377,bulk-forming laxatives,ispaghula husk + sonapata
detailed_description,bulk - forming,0.9998377,bulk-forming laxatives,ispaghula husk + mebeverine hydrochloride
detailed_description,bulk - forming,0.9998377,bulk-forming laxatives,psyllium [ispaghula husk] + senna extract
detailed_description,bulk - forming,0.9998377,bulk-forming laxatives,ispaghula husk + ispaghula seed + tinnevelly senna pods
detailed_description,bulk - forming,0.9998377,bulk-forming laxatives,ispaghula [psyllium] husk
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,artemether + lumefantrine
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,artemether
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,artesunate
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,chloroquine phosphate
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,hydroxychloroquine sulphate
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,mefloquine
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,primaquine phosphate
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,quinine sulfate
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,pyrimethamine
medication,anti - malarial drugs,0.9264658,anti-malarial drugs,sulphadoxine + pyrimethamine
medication,stimulant drugs,0.79246646,cns stimulant drugs,armodafinil
medication,stimulant drugs,0.79246646,cns stimulant drugs,atomoxetine hydrochloride
medication,stimulant drugs,0.79246646,cns stimulant drugs,citicoline sodium
medication,stimulant drugs,0.79246646,cns stimulant drugs,methylphenidate hydrochloride
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,aprepitant
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,chlorpromazine hydrochloride
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,cyclizine hydrochloride
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,hyoscine hydrobromide
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,meclizine hydrochloride
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,meclizine + pyridoxine
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,metoclopramide hydrochloride
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,ondansetron
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,palonosetron
medication,anti - emetic drugs,0.75856173,anti-emetic drugs,pyridoxine hydrochloride + doxylamine succinate
detailed_description,disease,0.5905774,disease-modifying antirheumatic drugs (dmards),apremilast
detailed_description,modifying,0.9061409,disease-modifying antirheumatic drugs (dmards),apremilast
medication,antirheumatic drugs,0.9946097,disease-modifying antirheumatic drugs (dmards),apremilast
diagnostic_procedure,multivitamin multimineral preparations,0.77332026,anti-oxidant multivitamin multimineral preparations,antioxidants and micronutrients
diagnostic_procedure,multivitamin multimineral preparations,0.77332026,anti-oxidant multivitamin multimineral preparations,"vitamin c, vitamin e, lutein, copper & zinc"
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,antazoline + tetryzoline
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,bimatoprost + timolol
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,glycerin + hypromellose + polyethylene glycol + tetrahydrozoline + zinc sulfate
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,irrigating solution
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,lifitegrast
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,liposome + perilla + sodium hyaluronate
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,sodium chloride (ophthalmic solution)
therapeutic_procedure,preparations,0.6681051,other ophthalmic preparations,tropicamide + phenylephrine + lidocaine
administration,topical,0.99752384,topical analgesics,menthol + camphor + methyl salicylate + oleoresin capsicum
administration,topical,0.99752384,topical analgesics,capsaicin
administration,topical,0.99752384,topical analgesics,camphor + menthol + oil clove + oil eucalyptus + oil turpentine
administration,topical,0.99752384,topical analgesics,diclofenac diethylamine + mephenesin + menthol + methyl salicylate + turpentine oil
administration,topical,0.99752384,topical analgesics,eucalyptol+ menthol + thymol
administration,topical,0.99752384,topical analgesics,glucosamine sulfate + chondroitin + camphor + peppermint oil
administration,topical,0.99752384,topical analgesics,menthol + pramoxine hydrochloride
administration,topical,0.99752384,topical analgesics,methyl salicylate + menthol
administration,topical,0.99752384,topical analgesics,pramoxine hydrochloride + calamine
therapeutic_procedure,analgesics,0.65408516,topical analgesics,menthol + camphor + methyl salicylate + oleoresin capsicum
therapeutic_procedure,analgesics,0.65408516,topical analgesics,capsaicin
therapeutic_procedure,analgesics,0.65408516,topical analgesics,camphor + menthol + oil clove + oil eucalyptus + oil turpentine
therapeutic_procedure,analgesics,0.65408516,topical analgesics,diclofenac diethylamine + mephenesin + menthol + methyl salicylate + turpentine oil
therapeutic_procedure,analgesics,0.65408516,topical analgesics,eucalyptol+ menthol + thymol
therapeutic_procedure,analgesics,0.65408516,topical analgesics,glucosamine sulfate + chondroitin + camphor + peppermint oil
therapeutic_procedure,analgesics,0.65408516,topical analgesics,menthol + pramoxine hydrochloride
therapeutic_procedure,analgesics,0.65408516,topical analgesics,methyl salicylate + menthol
therapeutic_procedure,analgesics,0.65408516,topical analgesics,pramoxine hydrochloride + calamine
diagnostic_procedure,mineral preparations,0.9859219,specific mineral preparations,marine collagen
diagnostic_procedure,mineral preparations,0.9859219,specific mineral preparations,magnesium sulfate heptahydrate
diagnostic_procedure,mineral preparations,0.9859219,specific mineral preparations,magnesium sulfate
diagnostic_procedure,mineral preparations,0.9859219,specific mineral preparations,undenatured type ii collagen + glucosamine sulfate + chondroitin sulfate
diagnostic_procedure,mineral preparations,0.9859219,specific mineral preparations,undenatured type ii collagen
diagnostic_procedure,mineral preparations,0.9859219,specific mineral preparations,zinc sulfate monohydrate
diagnostic_procedure,mineral preparations,0.9859219,specific mineral preparations,zinc orotate
diagnostic_procedure,anti - histamine preparations,0.99953747,anti-histamine preparations,azelastine hydrochloride (eye drop)
therapeutic_procedure,acne treatment preparations,0.97122514,acne treatment preparations,azelaic acid
therapeutic_procedure,acne treatment preparations,0.97122514,acne treatment preparations,benzoyl peroxide
therapeutic_procedure,acne treatment preparations,0.97122514,acne treatment preparations,clascoterone
therapeutic_procedure,acne treatment preparations,0.97122514,acne treatment preparations,dapsone
medication,cytotoxic immunosuppressants,0.9955258,cytotoxic immunosuppressants,azathioprine
medication,cytotoxic immunosuppressants,0.9955258,cytotoxic immunosuppressants,basiliximab
medication,cytotoxic immunosuppressants,0.9955258,cytotoxic immunosuppressants,rituximab
detailed_description,targeted,0.9997663,targeted cancer therapy,axitinib
detailed_description,targeted,0.9997663,targeted cancer therapy,bevacizumab
detailed_description,targeted,0.9997663,targeted cancer therapy,bortezomib
detailed_description,targeted,0.9997663,targeted cancer therapy,cetuximab
detailed_description,targeted,0.9997663,targeted cancer therapy,crizotinib
detailed_description,targeted,0.9997663,targeted cancer therapy,dasatinib
detailed_description,targeted,0.9997663,targeted cancer therapy,erlotinib
detailed_description,targeted,0.9997663,targeted cancer therapy,eribulin mesylate
detailed_description,targeted,0.9997663,targeted cancer therapy,gefitinib
detailed_description,targeted,0.9997663,targeted cancer therapy,ibrutinib
detailed_description,targeted,0.9997663,targeted cancer therapy,infliximab
detailed_description,targeted,0.9997663,targeted cancer therapy,imatinib mesylate
detailed_description,targeted,0.9997663,targeted cancer therapy,nilotinib
detailed_description,targeted,0.9997663,targeted cancer therapy,olaparib
detailed_description,targeted,0.9997663,targeted cancer therapy,pertuzumab
detailed_description,targeted,0.9997663,targeted cancer therapy,regorafenib
detailed_description,targeted,0.9997663,targeted cancer therapy,sorafenib tosylate
detailed_description,targeted,0.9997663,targeted cancer therapy,sunitinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,axitinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,bevacizumab
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,bortezomib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,cetuximab
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,crizotinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,dasatinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,erlotinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,eribulin mesylate
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,gefitinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,ibrutinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,infliximab
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,imatinib mesylate
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,nilotinib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,olaparib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,pertuzumab
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,regorafenib
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,sorafenib tosylate
therapeutic_procedure,cancer therapy,0.99974716,targeted cancer therapy,sunitinib
medication,drugs,0.87862194,drugs for erectile dysfunction,avanafil
medication,drugs,0.87862194,drugs for erectile dysfunction,dapoxetine hydrochloride
medication,drugs,0.87862194,drugs for erectile dysfunction,sildenafil citrate
medication,drugs,0.87862194,drugs for erectile dysfunction,tadalafil
medication,drugs,0.87862194,drugs for erectile dysfunction,vardenafil
disease_disorder,erectile dysfunction,0.9480923,drugs for erectile dysfunction,avanafil
disease_disorder,erectile dysfunction,0.9480923,drugs for erectile dysfunction,dapoxetine hydrochloride
disease_disorder,erectile dysfunction,0.9480923,drugs for erectile dysfunction,sildenafil citrate
disease_disorder,erectile dysfunction,0.9480923,drugs for erectile dysfunction,tadalafil
disease_disorder,erectile dysfunction,0.9480923,drugs for erectile dysfunction,vardenafil
medication,agents,0.9472285,mydriatic and cycloplegic agents,atropine sulfate
medication,agents,0.9472285,mydriatic and cycloplegic agents,homatropine hydrobromide
medication,agents,0.9472285,mydriatic and cycloplegic agents,tropicamide
detailed_description,non depolarizing,0.8562914,non depolarizing muscle relaxants,atracurium besilate
detailed_description,non depolarizing,0.8562914,non depolarizing muscle relaxants,pancuronium bromide
detailed_description,non depolarizing,0.8562914,non depolarizing muscle relaxants,pipecuronium bromide
detailed_description,non depolarizing,0.8562914,non depolarizing muscle relaxants,rocuronium bromide
detailed_description,non depolarizing,0.8562914,non depolarizing muscle relaxants,vecuronium bromide
medication,muscle relaxants,0.9979129,non depolarizing muscle relaxants,atracurium besilate
medication,muscle relaxants,0.9979129,non depolarizing muscle relaxants,pancuronium bromide
medication,muscle relaxants,0.9979129,non depolarizing muscle relaxants,pipecuronium bromide
medication,muscle relaxants,0.9979129,non depolarizing muscle relaxants,rocuronium bromide
medication,muscle relaxants,0.9979129,non depolarizing muscle relaxants,vecuronium bromide
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,atorvastatin calcium
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,fluvastatin
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,ivabradine
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,pitavastatin calcium
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,ranolazine
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,rosuvastatin
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,simvastatin
sign_symptom,ischaemi,0.34749866,other anti-anginal & anti-ischaemic drugs,trimetazidine dihydrochloride
medication,beta - adrenoceptor blocking drugs,0.9996144,beta-adrenoceptor blocking drugs,atenolol
medication,beta - adrenoceptor blocking drugs,0.9996144,beta-adrenoceptor blocking drugs,nebivolol hydrochloride
medication,beta - adrenoceptor blocking drugs,0.9996144,beta-adrenoceptor blocking drugs,propranolol hydrochloride
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,peppermint oil
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,dicycloverine hydrochloride
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,glycopyrronium bromide (oral solution)
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,glycopyrronium bromide (injection)
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,hyoscine butylbromide
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,oxyphenonium bromide
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,oxyphencyclimine hydrochloride
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,oxybutynin chloride
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,propantheline bromide
diagnostic_procedure,anticholinergics (,0.9526467,anticholinergics (antimuscarinics)/ anti-spasmodics,solifenacin succinate
detailed_description,fungal,0.8918356,anti-fungal or anti-bacterial ear drops,beclomethasone dipropionate + chloramphenicol + clotrimazole + lidocaine
detailed_description,fungal,0.8918356,anti-fungal or anti-bacterial ear drops,ofloxacin + clotrimazole + beclomethasone + lidocaine
detailed_description,anti - bacterial,0.94384795,anti-fungal or anti-bacterial ear drops,beclomethasone dipropionate + chloramphenicol + clotrimazole + lidocaine
detailed_description,anti - bacterial,0.94384795,anti-fungal or anti-bacterial ear drops,ofloxacin + clotrimazole + beclomethasone + lidocaine
diagnostic_procedure,drops,0.45929375,anti-fungal or anti-bacterial ear drops,beclomethasone dipropionate + chloramphenicol + clotrimazole + lidocaine
diagnostic_procedure,drops,0.45929375,anti-fungal or anti-bacterial ear drops,ofloxacin + clotrimazole + beclomethasone + lidocaine
detailed_description,nasal,0.8346784,nasal steroid preparations,beclomethasone dipropionate (nasal spray)
detailed_description,nasal,0.8346784,nasal steroid preparations,azelastine hydrochloride + fluticasone propionate
detailed_description,nasal,0.8346784,nasal steroid preparations,fluticasone furoate
detailed_description,nasal,0.8346784,nasal steroid preparations,mometasone furoate (nasal spray)
medication,steroid,0.95577073,nasal steroid preparations,beclomethasone dipropionate (nasal spray)
medication,steroid,0.95577073,nasal steroid preparations,azelastine hydrochloride + fluticasone propionate
medication,steroid,0.95577073,nasal steroid preparations,fluticasone furoate
medication,steroid,0.95577073,nasal steroid preparations,mometasone furoate (nasal spray)
diagnostic_procedure,preparations,0.6708654,nasal steroid preparations,beclomethasone dipropionate (nasal spray)
diagnostic_procedure,preparations,0.6708654,nasal steroid preparations,azelastine hydrochloride + fluticasone propionate
diagnostic_procedure,preparations,0.6708654,nasal steroid preparations,fluticasone furoate
diagnostic_procedure,preparations,0.6708654,nasal steroid preparations,mometasone furoate (nasal spray)
detailed_description,respiratory,0.67958164,respiratory corticosteroids,beclomethasone dipropionate (inhaler)
detailed_description,respiratory,0.67958164,respiratory corticosteroids,beclometasone dipropionate + formoterol fumarate
detailed_description,respiratory,0.67958164,respiratory corticosteroids,ciclesonide (nasal spray)
detailed_description,respiratory,0.67958164,respiratory corticosteroids,ciclesonide (inhalation aerosol)
detailed_description,respiratory,0.67958164,respiratory corticosteroids,fluticasone propionate + formoterol fumarate
detailed_description,respiratory,0.67958164,respiratory corticosteroids,vilanterol trifenatate + fluticasone furoate
medication,corticosteroids,0.98779184,respiratory corticosteroids,beclomethasone dipropionate (inhaler)
medication,corticosteroids,0.98779184,respiratory corticosteroids,beclometasone dipropionate + formoterol fumarate
medication,corticosteroids,0.98779184,respiratory corticosteroids,ciclesonide (nasal spray)
medication,corticosteroids,0.98779184,respiratory corticosteroids,ciclesonide (inhalation aerosol)
medication,corticosteroids,0.98779184,respiratory corticosteroids,fluticasone propionate + formoterol fumarate
medication,corticosteroids,0.98779184,respiratory corticosteroids,vilanterol trifenatate + fluticasone furoate
detailed_description,contrast medium,0.9946454,contrast medium for diagnostic procedures,barium sulfate
detailed_description,contrast medium,0.9946454,contrast medium for diagnostic procedures,gadoversetamide
detailed_description,contrast medium,0.9946454,contrast medium for diagnostic procedures,gadodiamide
detailed_description,contrast medium,0.9946454,contrast medium for diagnostic procedures,iopamidol
detailed_description,contrast medium,0.9946454,contrast medium for diagnostic procedures,iohexol
detailed_description,contrast medium,0.9946454,contrast medium for diagnostic procedures,iodixanol
diagnostic_procedure,diagnostic procedures,0.9993435,contrast medium for diagnostic procedures,barium sulfate
diagnostic_procedure,diagnostic procedures,0.9993435,contrast medium for diagnostic procedures,gadoversetamide
diagnostic_procedure,diagnostic procedures,0.9993435,contrast medium for diagnostic procedures,gadodiamide
diagnostic_procedure,diagnostic procedures,0.9993435,contrast medium for diagnostic procedures,iopamidol
diagnostic_procedure,diagnostic procedures,0.9993435,contrast medium for diagnostic procedures,iohexol
diagnostic_procedure,diagnostic procedures,0.9993435,contrast medium for diagnostic procedures,iodixanol
detailed_description,short,0.9989666,short-acting selective & 2-adrenoceptor stimulants,bambuterol hydrochloride
detailed_description,short,0.9989666,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol (oral)
detailed_description,short,0.9989666,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol
detailed_description,short,0.9989666,short-acting selective & 2-adrenoceptor stimulants,salbutamol (inhaler)
detailed_description,short,0.9989666,short-acting selective & 2-adrenoceptor stimulants,salbutamol
detailed_description,short,0.9989666,short-acting selective & 2-adrenoceptor stimulants,terbutaline sulfate
detailed_description,short,0.9989666,short-acting selective & 2-adrenoceptor stimulants,tulobuterol hydrochloride
detailed_description,acting,0.99721587,short-acting selective & 2-adrenoceptor stimulants,bambuterol hydrochloride
detailed_description,acting,0.99721587,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol (oral)
detailed_description,acting,0.99721587,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol
detailed_description,acting,0.99721587,short-acting selective & 2-adrenoceptor stimulants,salbutamol (inhaler)
detailed_description,acting,0.99721587,short-acting selective & 2-adrenoceptor stimulants,salbutamol
detailed_description,acting,0.99721587,short-acting selective & 2-adrenoceptor stimulants,terbutaline sulfate
detailed_description,acting,0.99721587,short-acting selective & 2-adrenoceptor stimulants,tulobuterol hydrochloride
detailed_description,selective,0.98132354,short-acting selective & 2-adrenoceptor stimulants,bambuterol hydrochloride
detailed_description,selective,0.98132354,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol (oral)
detailed_description,selective,0.98132354,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol
detailed_description,selective,0.98132354,short-acting selective & 2-adrenoceptor stimulants,salbutamol (inhaler)
detailed_description,selective,0.98132354,short-acting selective & 2-adrenoceptor stimulants,salbutamol
detailed_description,selective,0.98132354,short-acting selective & 2-adrenoceptor stimulants,terbutaline sulfate
detailed_description,selective,0.98132354,short-acting selective & 2-adrenoceptor stimulants,tulobuterol hydrochloride
medication,2 - ad,0.85469145,short-acting selective & 2-adrenoceptor stimulants,bambuterol hydrochloride
medication,2 - ad,0.85469145,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol (oral)
medication,2 - ad,0.85469145,short-acting selective & 2-adrenoceptor stimulants,levosalbutamol
medication,2 - ad,0.85469145,short-acting selective & 2-adrenoceptor stimulants,salbutamol (inhaler)
medication,2 - ad,0.85469145,short-acting selective & 2-adrenoceptor stimulants,salbutamol
medication,2 - ad,0.85469145,short-acting selective & 2-adrenoceptor stimulants,terbutaline sulfate
medication,2 - ad,0.85469145,short-acting selective & 2-adrenoceptor stimulants,tulobuterol hydrochloride
therapeutic_procedure,irrigation,0.9994747,irrigation during various surgical procedures,balanced salt solution
therapeutic_procedure,surgical procedures,0.9972348,irrigation during various surgical procedures,balanced salt solution
detailed_description,centrally acting,0.9994744,centrally acting skeletal muscle relaxants,baclofen
detailed_description,centrally acting,0.9994744,centrally acting skeletal muscle relaxants,dantrolene sodium
detailed_description,centrally acting,0.9994744,centrally acting skeletal muscle relaxants,eperisone hydrochloride
detailed_description,centrally acting,0.9994744,centrally acting skeletal muscle relaxants,methocarbamol
detailed_description,centrally acting,0.9994744,centrally acting skeletal muscle relaxants,tolperisone + lidocaine
detailed_description,centrally acting,0.9994744,centrally acting skeletal muscle relaxants,tizanidine hydrochloride
medication,skeletal muscle relaxants,0.9963367,centrally acting skeletal muscle relaxants,baclofen
medication,skeletal muscle relaxants,0.9963367,centrally acting skeletal muscle relaxants,dantrolene sodium
medication,skeletal muscle relaxants,0.9963367,centrally acting skeletal muscle relaxants,eperisone hydrochloride
medication,skeletal muscle relaxants,0.9963367,centrally acting skeletal muscle relaxants,methocarbamol
medication,skeletal muscle relaxants,0.9963367,centrally acting skeletal muscle relaxants,tolperisone + lidocaine
medication,skeletal muscle relaxants,0.9963367,centrally acting skeletal muscle relaxants,tizanidine hydrochloride
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,bacitracin zinc + polymyxin b sulfate
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,besifloxacin
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,gentamicin sulfate (ophthalmic)
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,gatifloxacin (ophthalmic)
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,gramacidin + neomycin + polymixin b
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,kanamycin
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,lomefloxacin (ophthalmic)
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,moxifloxacin hydrochloride + xanthan gum
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,moxifloxacin hydrochloride (ophthalmic)
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,natamycin
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,ofloxacin (ophthalmic)
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,sulfacetamide sodium
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,tetracycline hydrochloride (ophthalmic)
diagnostic_procedure,opht,0.9035988,ophthalmic antibacterial drugs,tobramycin (ophthalmic)
medication,beta - lactam,0.99874926,other beta-lactam antibiotics,aztreonam
medication,beta - lactam,0.99874926,other beta-lactam antibiotics,doripenem
medication,beta - lactam,0.99874926,other beta-lactam antibiotics,ertapenem
medication,beta - lactam,0.99874926,other beta-lactam antibiotics,imipenem + cilastatin
medication,beta - lactam,0.99874926,other beta-lactam antibiotics,meropenem trihydrate
medication,beta - lactam,0.99874926,other beta-lactam antibiotics,piperacillin + tazobactam
medication,antibiotics,0.9979259,other beta-lactam antibiotics,aztreonam
medication,antibiotics,0.9979259,other beta-lactam antibiotics,doripenem
medication,antibiotics,0.9979259,other beta-lactam antibiotics,ertapenem
medication,antibiotics,0.9979259,other beta-lactam antibiotics,imipenem + cilastatin
medication,antibiotics,0.9979259,other beta-lactam antibiotics,meropenem trihydrate
medication,antibiotics,0.9979259,other beta-lactam antibiotics,piperacillin + tazobactam
detailed_description,macrolides,0.542316,macrolides,azithromycin dihydrate (ophthalmic)
detailed_description,macrolides,0.542316,macrolides,chloramphenicol (oral)
detailed_description,macrolides,0.542316,macrolides,chloramphenicol (ophthalmic)
detailed_description,macrolides,0.542316,macrolides,clarithromycin
detailed_description,macrolides,0.542316,macrolides,clindamycin (vaginal cream)
detailed_description,macrolides,0.542316,macrolides,clindamycin (lotion)
detailed_description,macrolides,0.542316,macrolides,clindamycin
detailed_description,macrolides,0.542316,macrolides,erythromycin (oral)
