generic_name,cases,head,singular_case
esomeprazole,duodenal ulcer prophylaxis,ulcer,duodenal ulcer prophylaxis
esomeprazole,erosive esophagitis,erosive esophagitis,erosive esophagitis
esomeprazole,gerd,gerd,gerd
esomeprazole,helicobacter pylori infection,infection,helicobacter pylori infection
esomeprazole,nsaid-induced gastric ulcer,gastroenteritis,nsaid-induced gastric ulcer
estradiol,atrophic urethritis,atrophic urethritis,atrophic urethritis
estradiol,atrophic vaginitis,atrophic vaginitis,atrophic vaginitis
estradiol,gender dysphoria,gender dysphoria,gender dysphoria
estradiol,hypoestrogenism,hypoestrogenism,hypoestrogenism
estradiol,oophorectomy,oophorectomy,oophorectomy
estradiol,osteoporosis,arthritis,osteoporosis
estradiol,postmenopausal symptoms,postmenopausal symptoms,postmenopausal symptoms
estradiol,primary ovarian failure,ovary,primary ovarian failure
eszopiclone,insomnia,anxiety,insomnia
etanercept,ankylosing spondylitis,arthritis,ankylosing spondylitis
etanercept,behcet's disease,behcet's disease,behcet's disease
etanercept,juvenile idiopathic arthritis,arthritis,juvenile idiopathic arthritis
etanercept,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis
etanercept,plaque psoriasis,skin,plaque psoriasis
etanercept,psoriasis,skin,psoriasis
etanercept,psoriatic arthritis,arthritis,psoriatic arthritis
etanercept,rheumatoid arthritis,arthritis,rheumatoid arthritis
etanercept,still's disease,still's disease,still's disease
ethambutol,"mycobacterium avium-intracellulare, treatment","mycobacterium avium-intracellulare, treatment","mycobacterium avium-intracellulare, treatment"
ethosuximide,seizure,seizure,seizure
etodolac,gout,arthritis,gout
etodolac,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis
etodolac,osteoarthritis,arthritis,osteoarthritis
etodolac,pain,pain,pain
etodolac,rheumatoid arthritis,arthritis,rheumatoid arthritis
evening primrose oil,chronic fatigue syndrome,nausea,chronic fatigue syndrome
evening primrose oil,hot flashes,hot flashes,hot flashes
evening primrose oil,premenstrual dysphoric disorder,premenstrual dysphoric disorder,premenstrual dysphoric disorder
evening primrose oil,sjogren's syndrome,sjogren's syndrome,sjogren's syndrome
everolimus,brain tumor,tumor,brain tumor
everolimus,breast cancer,cancer,breast cancer
everolimus,pancreatic cancer,cancer,pancreatic cancer
everolimus,renal cell carcinoma,kidney disease,renal cell carcinoma
ezetimibe,high cholesterol,cholesterol,high cholesterol
ezetimibe,"high cholesterol, familial heterozygous",cholesterol,"high cholesterol, familial heterozygous"
ezetimibe,hypercholesterolemia,cholesterol,hypercholesterolemia
famciclovir,cold sores,cold,cold sores
famciclovir,"herpes simplex, mucocutaneous/immunocompetent host",infectious,"herpes simplex, mucocutaneous/immunocompetent host"
famciclovir,"herpes simplex, suppression",infectious,"herpes simplex, suppression"
famciclovir,herpes zoste,herpes zoste,herpes zoste
famciclovir,herpes zoster,herpes zoster,herpes zoster
famotidine,allergic urticaria,allergic,allergic urticaria
famotidine,duodenal ulcer,ulcer,duodenal ulcer
famotidine,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
famotidine,gerd,gerd,gerd
famotidine,indigestion,indigestion,indigestion
famotidine,urticaria,urticaria,urticaria
febuxostat,gout,arthritis,gout
fenofibrate,hypercholesterolemia,cholesterol,hypercholesterolemia
fenofibrate,hyperlipoproteinemia,hyperlipoproteinemia,hyperlipoproteinemia
fenofibrate,"hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl"
fenofibrate,hypertriglyceridemia,hypertriglyceridemia,hypertriglyceridemia
ferric citrate,hyperphosphatemia of renal failure,kidney disease,hyperphosphatemia of renal failure
ferrous fumarate,iron deficiency anemia,iron deficiency anemia,iron deficiency anemia
ferrous gluconate,iron deficiency anemia,iron deficiency anemia,iron deficiency anemia
ferrous gluconate,vitamin/mineral supplementation during pregnancy/lactation,specific urinary,vitamin/mineral supplementation during pregnancy/lactation
ferrous sulfate,iron deficiency anemia,iron deficiency anemia,iron deficiency anemia
ferrous sulfate,vitamin/mineral supplementation during pregnancy/lactation,specific urinary,vitamin/mineral supplementation during pregnancy/lactation
filgrastim,neutropenia,neutropenia,neutropenia
filgrastim,neutropenia associated with chemotherapy,neutropenia associated with chemotherapy,neutropenia associated with chemotherapy
flibanserin,hypoactive sexual desire disorder,hypoactive sexual desire disorder,hypoactive sexual desire disorder
fluconazole,candida urinary tract infection,specific urinary,candida urinary tract infection
fluconazole,candidemia,candidiasis,candidemia
fluconazole,esophageal candidiasis,candidiasis,esophageal candidiasis
fluconazole,"onychomycosis, toenail","onychomycosis, toenail","onychomycosis, toenail"
fluconazole,oral candidiasis,candidiasis,oral candidiasis
fluconazole,oral thrush,oral thrush,oral thrush
fluconazole,systemic candidiasis,candidiasis,systemic candidiasis
fluconazole,tinea corporis,tinea corporis,tinea corporis
fluconazole,tinea cruris,tinea cruris,tinea cruris
fluconazole,tinea versicol,tinea versicol,tinea versicol
fluconazole,ungal pneumonia,ungal pneumonia,ungal pneumonia
fluconazole,vaginal yeast infection,infection,vaginal yeast infection
fluconazole,vulvovaginal candidiasis,candidiasis,vulvovaginal candidiasis
fluorouracil,actinic keratosis,actinic keratosis,actinic keratosis
fluorouracil,adenocarcinoma of pancreas,adenocarcinoma of pancreas,adenocarcinoma of pancreas
fluorouracil,basal cell carcinoma,basal cell carcinoma,basal cell carcinoma
fluorouracil,colorectal cancer,cancer,colorectal cancer
fluorouracil,keratosis,keratosis,keratosis
fluorouracil,skin cancer,skin,skin cancer
fluorouracil,warts,warts,warts
flurazepam,insomnia,anxiety,insomnia
flurbiprofen,back pain,pain,back pain
flurbiprofen,gout,arthritis,gout
flurbiprofen,period pain,pain,period pain
flurbiprofen,rheumatoid arthritis,arthritis,rheumatoid arthritis
flurbiprofen,sciatica,pain,sciatica
fluvastatin,hypercholesterolemia,cholesterol,hypercholesterolemia
fluvastatin,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident
folic acid,lic acid deficiency,lic acid deficiency,lic acid deficiency
folic acid,vitamin/mineral supplementation and deficiency,vitamin,vitamin/mineral supplementation and deficiency
furosemide,edema,edema,edema
furosemide,heart failure,heart diseases,heart failure
furosemide,hypertension,hypertension,hypertension
furosemide,hypercalcemia,calcemia,hypercalcemia
furosemide,hypertension,hypertension,hypertension
gabapentin,alcohol withdrawal,alcohol,alcohol withdrawal
gabapentin,anxiety,anxiety,anxiety
gabapentin,benign essential trem,benign essential trem,benign essential trem
gabapentin,bipolar disorder,bipolar disorder,bipolar disorder
gabapentin,burning mouth syndrome,burning mouth syndrome,burning mouth syndrome
gabapentin,cough,cough,cough
gabapentin,diabetic peripheral neuropathy,neurosis,diabetic peripheral neuropathy
gabapentin,epilepsy,epilepsy,epilepsy
gabapentin,hot flashes,hot flashes,hot flashes
gabapentin,fibromyalgia,fibromyalgia,fibromyalgia
gabapentin,insomnia,anxiety,insomnia
gabapentin,migraine,migraine,migraine
gabapentin,neuropathic pain,neurosis,neuropathic pain
gabapentin,occipital neuralgia,nervous system,occipital neuralgia
gabapentin,pain,pain,pain
gabapentin,peripheral neuropathy,neurosis,peripheral neuropathy
gabapentin,postherpetic neuralgia,nervous system,postherpetic neuralgia
gabapentin,pruritus,pruritus,pruritus
gabapentin,pudendal neuralgia,nervous system,pudendal neuralgia
gabapentin,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome
gabapentin,restless legs syndrome,muscle issue,restless legs syndrome
gabapentin,small fiber neuropathy,neurosis,small fiber neuropathy
gabapentin,spondylolisthesis,spondylolisthesis,spondylolisthesis
gabapentin,syringomyelia,syringomyelia,syringomyelia
gabapentin,transverse myelitis,transverse myelitis,transverse myelitis
gabapentin,trigeminal neuralgia,nervous system,trigeminal neuralgia
gabapentin,vulvodynia,vulvodynia,vulvodynia
gefitinib,non-small cell lung cancer,cancer,non-small cell lung cancer
gemcitabine,adenocarcinoma of pancreas,adenocarcinoma of pancreas,adenocarcinoma of pancreas
gemcitabine,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
gemcitabine,pancreatic cancer,cancer,pancreatic cancer
gemfibrozil,high cholesterol,cholesterol,high cholesterol
gemifloxacin,bronchitis,bronchitis,bronchitis
gemifloxacin,pneumonia,pneumonia,pneumonia
gentian violet,oral thrush,oral thrush,oral thrush
glimepiride,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
glipizide,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
glycerin,constipation,constipation,constipation
golimumab,ankylosing spondylitis,arthritis,ankylosing spondylitis
golimumab,psoriatic arthritis,arthritis,psoriatic arthritis
golimumab,rheumatoid arthritis,arthritis,rheumatoid arthritis
golimumab,ulcerative colitis,ulcer,ulcerative colitis
granisetron,"nausea/vomiting, chemotherapy induced",nausea,"nausea/vomiting, chemotherapy induced"
granisetron,"nausea/vomiting, postoperative",nausea,"nausea/vomiting, postoperative"
halcinonide,dermatitis,skin,dermatitis
halcinonide,eczema,skin,eczema
halobetasol propionate,atopic dermatitis,skin,atopic dermatitis
haloperidol,aggressive behavi,aggressive behavi,aggressive behavi
haloperidol,dementia,dementia,dementia
haloperidol,icu agitation,icu agitation,icu agitation
haloperidol,mania,mania,mania
haloperidol,nausea/vomiting,nausea,nausea/vomiting
haloperidol,psychosis,psychosis,psychosis
haloperidol,tourette's syndrome,nervous system,tourette's syndrome
hydrochlorothiazide,edema,edema,edema
hydrochlorothiazide,hypertension,hypertension,hypertension
hydrochlorothiazide,hypertension,hypertension,hypertension
hydrochlorothiazide,nephrocalcinosis,nephrocalcinosis,nephrocalcinosis
hydrocortisone,addison's disease,addison's disease,addison's disease
hydrocortisone,adrenocortical insufficiency,adrenocortical insufficiency,adrenocortical insufficiency
hydrocortisone,atopic dermatitis,skin,atopic dermatitis
hydrocortisone,dermatitis,skin,dermatitis
hydrocortisone,eczema,skin,eczema
hydrocortisone,hemorrhoids,hemorrhoids,hemorrhoids
hydrocortisone,inflammatory conditions,inflammation,inflammatory conditions
hydrocortisone,pruritus,pruritus,pruritus
hydrocortisone,psoriasis,skin,psoriasis
hydrocortisone,skin rash,skin,skin rash
hydrocortisone,ulcerative proctitis,ulcer,ulcerative proctitis
hydrocortisone acetate,atopic dermatitis,skin,atopic dermatitis
hydrocortisone acetate,hemorrhoids,hemorrhoids,hemorrhoids
hydrocortisone butyrate,atopic dermatitis,skin,atopic dermatitis
hydroquinone,dermatitis,skin,dermatitis
hydroxocobalamin,vitamin b12 deficiency,vitamin,vitamin b12 deficiency
hydroxyurea,"anemia, sickle cell","anemia, sickle cell","anemia, sickle cell"
hydroxyurea,polycythemia vera,polycythemia vera,polycythemia vera
hydroxyurea,thrombocythemia,thrombosis,thrombocythemia
hylan g-f 20,osteoarthritis,arthritis,osteoarthritis
ibrutinib,chronic lymphocytic leukemia,leukemia,chronic lymphocytic leukemia
ibuprofen,back pain,pain,back pain
ibuprofen,cystic fibrosis,cystic fibrosis,cystic fibrosis
ibuprofen,fever,fever,fever
ibuprofen,fever,fever,fever
ibuprofen,gout,arthritis,gout
ibuprofen,"gout, acute",arthritis,"gout, acute"
ibuprofen,headache,headache,headache
ibuprofen,muscle pain,muscle issue,muscle pain
ibuprofen,neck pain,pain,neck pain
ibuprofen,osteoarthritis,arthritis,osteoarthritis
ibuprofen,pain,pain,pain
ibuprofen,patent ductus arteriosus,patent ductus arteriosus,patent ductus arteriosus
ibuprofen,period pain,pain,period pain
ibuprofen,rheumatoid arthritis,arthritis,rheumatoid arthritis
ibuprofen,sciatica,pain,sciatica
ibuprofen,spondylolisthesis,spondylolisthesis,spondylolisthesis
ibuprofen,temporomandibular joint disorder,temporomandibular joint disorder,temporomandibular joint disorder
ibuprofen,toothache,toothache,toothache
ibuprofen,zen shoulde,zen shoulde,zen shoulde
ifosfamide,testicular cancer,cancer,testicular cancer
iloperidone,bipolar disorder,bipolar disorder,bipolar disorder
iloperidone,psychosis,psychosis,psychosis
iloperidone,schizophrenia,schizophrenia,schizophrenia
imiquimod,basal cell carcinoma,basal cell carcinoma,basal cell carcinoma
imiquimod,condylomata acuminata,condylomata acuminata,condylomata acuminata
imiquimod,human papilloma virus,human papilloma virus,human papilloma virus
imiquimod,keratosis,keratosis,keratosis
indapamide,edema,edema,edema
indapamide,hypertension,hypertension,hypertension
indapamide,hypertension,hypertension,hypertension
infliximab,ankylosing spondylitis,arthritis,ankylosing spondylitis
infliximab,behcet's disease,behcet's disease,behcet's disease
infliximab,crohn's disease,crohn's disease,crohn's disease
infliximab,"crohn's disease, acute",crohn's disease,"crohn's disease, acute"
infliximab,"crohn's disease, maintenance",crohn's disease,"crohn's disease, maintenance"
infliximab,juvenile idiopathic arthritis,arthritis,juvenile idiopathic arthritis
infliximab,psoriasis,skin,psoriasis
infliximab,psoriatic arthritis,arthritis,psoriatic arthritis
infliximab,rheumatoid arthritis,arthritis,rheumatoid arthritis
infliximab,sjogren's syndrome,sjogren's syndrome,sjogren's syndrome
infliximab,ulcerative colitis,ulcer,ulcerative colitis
infliximab,uveitis,uveitis,uveitis
insulin aspart,"diabetes, diabetes insipidus",diabetes,"diabetes, diabetes insipidus"
insulin aspart,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
insulin degludec,"diabetes, diabetes insipidus",diabetes,"diabetes, diabetes insipidus"
insulin degludec,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
insulin detemir,"diabetes, diabetes insipidus",diabetes,"diabetes, diabetes insipidus"
insulin detemir,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
insulin glulisine,"diabetes, diabetes insipidus",diabetes,"diabetes, diabetes insipidus"
insulin glulisine,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
insulin lispro,"diabetes, diabetes insipidus",diabetes,"diabetes, diabetes insipidus"
insulin lispro,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
iohexol,body imaging,body imaging,body imaging
irbesartan,diabetic kidney disease,diabetic,diabetic kidney disease
irbesartan,hypertension,hypertension,hypertension
isoniazid,"tuberculosis, active","tuberculosis, active","tuberculosis, active"
isoniazid,"tuberculosis, latent","tuberculosis, latent","tuberculosis, latent"
isoniazid,"tuberculosis, prophylaxis","tuberculosis, prophylaxis","tuberculosis, prophylaxis"
isosorbide mononitrate,angina,heart diseases,angina
isosorbide mononitrate,angina pectoris prophylaxis,heart diseases,angina pectoris prophylaxis
isosorbide mononitrate,esophageal spasm,esophageal spasm,esophageal spasm
isosorbide mononitrate,heart failure,heart diseases,heart failure
isradipine,hypertension,hypertension,hypertension
isradipine,raynaud's syndrome,raynaud's syndrome,raynaud's syndrome
itraconazole,"aspergillosis, aspergilloma","aspergillosis, aspergilloma","aspergillosis, aspergilloma"
itraconazole,candidemia,candidiasis,candidemia
itraconazole,dermatophytosis,dermatophytosis,dermatophytosis
itraconazole,histoplasmosis,histoplasmosis,histoplasmosis
itraconazole,"onychomycosis, fingernail","onychomycosis, fingernail","onychomycosis, fingernail"
itraconazole,"onychomycosis, toenail","onychomycosis, toenail","onychomycosis, toenail"
itraconazole,sporotrichosis,sporotrichosis,sporotrichosis
itraconazole,ungal infection prophylaxis,infection,ungal infection prophylaxis
itraconazole,vaginal yeast infection,infection,vaginal yeast infection
ivabradine,heart failure,heart diseases,heart failure
ketamine,anesthesia,anesthesia,anesthesia
ketamine,pain,pain,pain
lacosamide,seizure,seizure,seizure
lactase,lactose intolerance,lactose intolerance,lactose intolerance
lactulose,"constipation, acute","constipation, acute","constipation, acute"
lactulose,"constipation, chronic","constipation, chronic","constipation, chronic"
lamotrigine,anxiety,anxiety,anxiety
lamotrigine,bipolar disorder,bipolar disorder,bipolar disorder
lamotrigine,borderline personality disorder,mental,borderline personality disorder
lamotrigine,cyclothymic disorder,cyclothymic disorder,cyclothymic disorder
lamotrigine,depression,anxiety,depression
lamotrigine,epilepsy,epilepsy,epilepsy
lamotrigine,migraine prevention,migraine,migraine prevention
lamotrigine,post traumatic stress disorder,anxiety,post traumatic stress disorder
lamotrigine,restless legs syndrome,muscle issue,restless legs syndrome
lamotrigine,schizoaffective disorder,schizoaffective disorder,schizoaffective disorder
lamotrigine,seizure prevention,seizure,seizure prevention
lansoprazole,aspiration pneumonia,aspiration pneumonia,aspiration pneumonia
lansoprazole,barrett's esophagus,barrett's esophagus,barrett's esophagus
lansoprazole,erosive esophagitis,erosive esophagitis,erosive esophagitis
lansoprazole,gastritis/duodenitis,gastritis/duodenitis,gastritis/duodenitis
lansoprazole,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
lansoprazole,gerd,gerd,gerd
lansoprazole,helicobacter pylori infection,infection,helicobacter pylori infection
lansoprazole,stomach ulcer,ulcer,stomach ulcer
lanthanum carbonate,hyperphosphatemia of renal failure,kidney disease,hyperphosphatemia of renal failure
latanoprost,"glaucoma, open angle",glaucoma,"glaucoma, open angle"
latanoprost,intraocular hypertension,hypertension,intraocular hypertension
leflunomide,psoriatic arthritis,arthritis,psoriatic arthritis
leflunomide,rheumatoid arthritis,arthritis,rheumatoid arthritis
lenalidomide,multiple myeloma,multiple myeloma,multiple myeloma
letrozole,breast cancer,cancer,breast cancer
letrozole,"breast cancer, adjuvant",cancer,"breast cancer, adjuvant"
letrozole,"breast cancer, metastatic",cancer,"breast cancer, metastatic"
letrozole,emale infertility,emale infertility,emale infertility
levetiracetam,bipolar disorder,bipolar disorder,bipolar disorder
levetiracetam,epilepsy,epilepsy,epilepsy
levetiracetam,neuralgia,nervous system,neuralgia
levetiracetam,new daily persistent headache,headache,new daily persistent headache
levetiracetam,seizure,seizure,seizure
levonorgestrel,abnormal uterine bleeding,abnormal uterine bleeding,abnormal uterine bleeding
levonorgestrel,birth control,birth control,birth control
levonorgestrel,emergency contraception,emergency contraception,emergency contraception
lifitegrast,dry eye,eye,dry eye
linagliptin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
linezolid,bacterial infection,bacterial,bacterial infection
linezolid,methicillin-resistant staphylococcus aureus infection,infection,methicillin-resistant staphylococcus aureus infection
linezolid,pneumonia,pneumonia,pneumonia
linezolid,skin and structure infection,skin,skin and structure infection
liraglutide,"diabetes, diabetes insipidus",diabetes,"diabetes, diabetes insipidus"
liraglutide,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus"
liraglutide,obesity,obesity,obesity
liraglutide,weight loss,weight loss,weight loss
lisinopril,coronary artery disease,coronary artery disease,coronary artery disease
lisinopril,diabetic kidney disease,diabetic,diabetic kidney disease
lisinopril,heart failure,heart diseases,heart failure
lisinopril,heart failure,heart diseases,heart failure
lisinopril,hypertension,hypertension,hypertension
lisinopril,hypertension,hypertension,hypertension
lisinopril,migraine prevention,migraine,migraine prevention
loratadine,allergic,allergic,allergic
loratadine,allergic rhinitis,allergic,allergic rhinitis
loratadine,urticaria,urticaria,urticaria
lorazepam,anxiety,anxiety,anxiety
lorazepam,borderline personality disorder,mental,borderline personality disorder
lorazepam,cervical dystonia,cervical dystonia,cervical dystonia
lorazepam,dysautonomia,dysautonomia,dysautonomia
lorazepam,insomnia,anxiety,insomnia
lorazepam,light anesthesia,light anesthesia,light anesthesia
lorazepam,nausea/vomiting,nausea,nausea/vomiting
lorazepam,"nausea/vomiting, chemotherapy induced",nausea,"nausea/vomiting, chemotherapy induced"
lorazepam,panic disorder,anxiety,panic disorder
lorazepam,sedation,sedation,sedation
lorazepam,status epilepticus,crohn's disease,status epilepticus
lubiprostone,constipation,constipation,constipation
lubiprostone,"constipation, chronic","constipation, chronic","constipation, chronic"
lubiprostone,"constipation, drug induced","constipation, drug induced","constipation, drug induced"
lubiprostone,irritable bowel syndrome,irritable bowel syndrome,irritable bowel syndrome
lubiprostone,opioid-induced constipation,opioid-induced constipation,opioid-induced constipation
macitentan,pulmonary hypertension,lung,pulmonary hypertension
magaldrate,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
magnesium hydroxide,acne,acne,acne
magnesium hydroxide,constipation,constipation,constipation
magnesium hydroxide,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
magnesium hydroxide,indigestion,indigestion,indigestion
magnesium oxide,constipation,constipation,constipation
magnesium oxide,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease
magnesium oxide,hypomagnesemia,hypomagnesemia,hypomagnesemia
mebendazole,ascariasis,ascariasis,ascariasis
mefenamic acid,gout,arthritis,gout
mefenamic acid,pain,pain,pain
mefenamic acid,period pain,pain,period pain
mefloquine,malaria,malaria,malaria
mefloquine,malaria prevention,malaria,malaria prevention
melatonin,insomnia,anxiety,insomnia
meloxicam,gout,arthritis,gout
meloxicam,fibromyalgia,fibromyalgia,fibromyalgia
meloxicam,inflammatory conditions,inflammation,inflammatory conditions
meloxicam,juvenile rheumatoid arthritis,arthritis,juvenile rheumatoid arthritis
meloxicam,osteoarthritis,arthritis,osteoarthritis
meloxicam,rheumatoid arthritis,arthritis,rheumatoid arthritis
meloxicam,tendonitis,tendonitis,tendonitis
mercaptopurine,autoimmune hepatitis,hepatitis,autoimmune hepatitis
mercaptopurine,"crohn's disease, acute",crohn's disease,"crohn's disease, acute"
mercaptopurine,"crohn's disease, maintenance",crohn's disease,"crohn's disease, maintenance"
mercaptopurine,"ulcerative colitis, maintenance",ulcer,"ulcerative colitis, maintenance"
methimazole,hyperthyroidism,thyroidism,hyperthyroidism
methocarbamol,muscle spasm,muscle issue,muscle spasm
methocarbamol,opiate withdrawal,opiate withdrawal,opiate withdrawal
methotrexate,cogan's syndrome,cogan's syndrome,cogan's syndrome
methotrexate,ectopic pregnancy,ectopic pregnancy,ectopic pregnancy
methotrexate,eczema,skin,eczema
methotrexate,gastric cancer,gastroenteritis,gastric cancer
methotrexate,lymphoma,lymphoma,lymphoma
methotrexate,neoplastic diseases,neoplastic diseases,neoplastic diseases
methotrexate,psoriasis,skin,psoriasis
methotrexate,psoriatic arthritis,arthritis,psoriatic arthritis
methotrexate,rheumatoid arthritis,arthritis,rheumatoid arthritis
methotrexate,scleroderma,scleroderma,scleroderma
methotrexate,systemic sclerosis,sclerosis,systemic sclerosis
methyldopa,hypertension,hypertension,hypertension
methyldopa,hypertension,hypertension,hypertension
methyldopa,hypertensive emergency,hypertensive emergency,hypertensive emergency
methylprednisolone,allergic rhinitis,allergic,allergic rhinitis
methylprednisolone,asthma,asthma,asthma
methylprednisolone,"asthma, acute",asthma,"asthma, acute"
methylprednisolone,"asthma, maintenance",asthma,"asthma, maintenance"
methylprednisolone,atopic dermatitis,skin,atopic dermatitis
methylprednisolone,dermatologic lesion,dermatologic lesion,dermatologic lesion
methylprednisolone,"gout, acute",arthritis,"gout, acute"
methylprednisolone,immunosuppression,immunosuppression,immunosuppression
methylprednisolone,inflammatory conditions,inflammation,inflammatory conditions
methylprednisolone,neuralgia,nervous system,neuralgia
methylprednisolone,osteoarthritis,arthritis,osteoarthritis
methylprednisolone,rheumatoid arthritis,arthritis,rheumatoid arthritis
methylprednisolone acetate,atopic dermatitis,skin,atopic dermatitis
metolazone,edema,edema,edema
metolazone,hypertension,hypertension,hypertension
metoprolol tartrate,heart failure,heart diseases,heart failure
metoprolol tartrate,hypertension,hypertension,hypertension
metoprolol tartrate,hypertension,hypertension,hypertension
metronidazole,amebiasis,amebiasis,amebiasis
metronidazole,bacterial infection,bacterial,bacterial infection
metronidazole,bacterial vaginitis,bacterial,bacterial vaginitis
metronidazole,bone infection,infection,bone infection
metronidazole,clostridial infection,infection,clostridial infection
metronidazole,"crohn's disease, acute",crohn's disease,"crohn's disease, acute"
metronidazole,"crohn's disease, maintenance",crohn's disease,"crohn's disease, maintenance"
metronidazole,deep neck infection,infection,deep neck infection
metronidazole,dental abscess,dental abscess,dental abscess
metronidazole,diverticulitis,diverticulitis,diverticulitis
metronidazole,diverticulitis of gastrointestinal tract,gastroenteritis,diverticulitis of gastrointestinal tract
metronidazole,giardiasis,giardiasis,giardiasis
metronidazole,helicobacter pylori infection,infection,helicobacter pylori infection
metronidazole,intraabdominal infection,infection,intraabdominal infection
metronidazole,pelvic inflammatory disease,inflammation,pelvic inflammatory disease
metronidazole,perioral dermatitis,skin,perioral dermatitis
metronidazole,pseudomembranous colitis,pseudomembranous colitis,pseudomembranous colitis
metronidazole,rosacea,skin,rosacea
metronidazole,skin or soft tissue infection,skin,skin or soft tissue infection
metronidazole,std prophylaxis,std prophylaxis,std prophylaxis
metronidazole,surgical prophylaxis,surgical prophylaxis,surgical prophylaxis
metronidazole,trichomoniasis,trichomoniasis,trichomoniasis
midazolam,icu agitation,icu agitation,icu agitation
midazolam,light anesthesia,light anesthesia,light anesthesia
midazolam,light sedation,light sedation,light sedation
mifepristone,abortion,abortion,abortion
minoxidil,alopecia,alopecia,alopecia
minoxidil,hypertension,hypertension,hypertension
minoxidil,hypertension,hypertension,hypertension
minoxidil,women (minoxidil),women (minoxidil),women (minoxidil)
mirabegron,overactive bladde,overactive bladde,overactive bladde
mirabegron,urinary incontinence,specific urinary,urinary incontinence
mirtazapine,anxiety,anxiety,anxiety
mirtazapine,depression,anxiety,depression
mirtazapine,fibromyalgia,fibromyalgia,fibromyalgia
mirtazapine,hot flashes,hot flashes,hot flashes
mirtazapine,insomnia,anxiety,insomnia
mirtazapine,depression,anxiety,depression
mirtazapine,obsessive compulsive disorder,mental,obsessive compulsive disorder
mirtazapine,post traumatic stress disorder,anxiety,post traumatic stress disorder
misoprostol,abortion,abortion,abortion
misoprostol,labor induction,labor induction,labor induction
mupirocin,furunculosis,furunculosis,furunculosis
mupirocin,impetig,impetig,impetig
mupirocin,impetigo,impetigo,impetigo
mupirocin,nasal carriage of staphylococcus aureus,nasal,nasal carriage of staphylococcus aureus
mupirocin,secondary cutaneous bacterial infections,bacterial,secondary cutaneous bacterial infections
mupirocin,skin and structure infection,skin,skin and structure infection
mycophenolate mofetil,autoimmune hepatitis,hepatitis,autoimmune hepatitis
mycophenolate mofetil,multiple sclerosis,sclerosis,multiple sclerosis
mycophenolate mofetil,myasthenia gravis,myasthenia gravis,myasthenia gravis
mycophenolate mofetil,nephrotic syndrome,nephrotic syndrome,nephrotic syndrome
mycophenolate mofetil,"organ transplant, rejection prophylaxis","organ transplant, rejection prophylaxis","organ transplant, rejection prophylaxis"
mycophenolate mofetil,psoriatic arthritis,arthritis,psoriatic arthritis
mycophenolate mofetil,rheumatoid arthritis,arthritis,rheumatoid arthritis
mycophenolate mofetil,systemic lupus erythematosus,lupus,systemic lupus erythematosus
mycophenolate mofetil,uveitis,uveitis,uveitis
mycophenolic acid,rejection prophylaxis,rejection prophylaxis,rejection prophylaxis
mycophenolic acid,tic (mycophenolic acid),tic (mycophenolic acid),tic (mycophenolic acid)
nabumetone,back pain,pain,back pain
nabumetone,muscle pain,muscle issue,muscle pain
nabumetone,osteoarthritis,arthritis,osteoarthritis
nabumetone,rheumatoid arthritis,arthritis,rheumatoid arthritis
nabumetone,sciatica,pain,sciatica
nabumetone,zen shoulde,zen shoulde,zen shoulde
nalbuphine,pain,pain,pain
naltrexone,alcohol dependence,alcohol,alcohol dependence
naltrexone,fibromyalgia,fibromyalgia,fibromyalgia
naltrexone,opiate dependence,opiate dependence,opiate dependence
naltrexone,trichotillomania,trichotillomania,trichotillomania
naproxen sodium,fever,fever,fever
naproxen sodium,gout,arthritis,gout
nepafenac,postoperative increased intraocular pressure,postoperative increased intraocular pressure,postoperative increased intraocular pressure
nepafenac,postoperative ocular inflammation,inflammation,postoperative ocular inflammation
nevirapine,hiv infection,infection,hiv infection
nifedipine,hypertension,hypertension,hypertension
nifedipine,hypertension,hypertension,hypertension
nifedipine,hypertensive emergency,hypertensive emergency,hypertensive emergency
